DIFF_CMD	*HASH_VALUE	bot name	translated name	sheet_name	
DIFF ADD 9857 	_88CA67523B0A133C	rpjob_florist_jar_4	$gn_rpjob_florist_jar_4$	rpjob_florist_jar_4	
DIFF ADD 9858 	_88AA5F523B0A0B3C	rpjob_florist_jar_2	$gn_rpjob_florist_jar_2$	rpjob_florist_jar_2	
DIFF ADD 9859 	_88BA63523B0A0F3C	rpjob_florist_jar_3	$gn_rpjob_florist_jar_3$	rpjob_florist_jar_3	
DIFF ADD 9860 	_889A5B523B0A073C	rpjob_florist_jar_1	$gn_rpjob_florist_jar_1$	rpjob_florist_jar_1	
DIFF ADD 9861 	_09AEAC5ABCDB4042	rpjob_florist_water	$gn_rpjob_florist_water$	rpjob_florist_water	
DIFF ADD 9862 	_FD82C3624DBEDE36	rpjob_florist_water_barrel	$gn_rpjob_florist_water_barrel$	rpjob_florist_water_barrel	
DIFF ADD 9863 	_148E00DB8FB3B4CE	rpjob_florist_engrai	$gn_rpjob_florist_engrai$	rpjob_florist_engrai	
DIFF ADD 9864 	_92F01F93CA5D7375	rpjob_florist_engrai_barrel	$gn_rpjob_florist_engrai_barrel$	rpjob_florist_engrai_barrel	
DIFF ADD 9865 	_B3EB799343C101CA	tryker_aquamin_source_1	$gn_tryker_aquamin_source$	tryker_aquamin_source_1	
DIFF ADD 9866 	_B1AA3574C1E11DD0	tryker_aquamin_barrel_1	$gn_tryker_aquamin_barrel$	tryker_aquamin_barrel_1	
DIFF ADD 9867 	_4BF488B80EB187CF	tryker_aquamin_silo_1	$gn_tryker_aquamin_silo$	tryker_aquamin_silo_1	
DIFF ADD 9868 	_8BC478B84FB177D3	tryker_aquamin_well_1	$gn_tryker_aquamin_well$	tryker_aquamin_well_1	
DIFF ADD 9869 	_B3EB799383D101CA	tryker_aquamin_source_2	$gn_tryker_aquamin_source$	tryker_aquamin_source_2	
DIFF ADD 9870 	_B1AA357401F11DD0	tryker_aquamin_barrel_2	$gn_tryker_aquamin_barrel$	tryker_aquamin_barrel_2	
DIFF ADD 9871 	_4BF48CB80EB187D0	tryker_aquamin_silo_2	$gn_tryker_aquamin_silo$	tryker_aquamin_silo_2	
DIFF ADD 9872 	_8BC47CB84FB177D4	tryker_aquamin_well_2	$gn_tryker_aquamin_well$	tryker_aquamin_well_2	
DIFF ADD 9873 	_B3EB7993C3E101CA	tryker_aquamin_source_3	$gn_tryker_aquamin_source$	tryker_aquamin_source_3	
DIFF ADD 9874 	_B1AA357441011DD0	tryker_aquamin_barrel_3	$gn_tryker_aquamin_barrel$	tryker_aquamin_barrel_3	
DIFF ADD 9875 	_4BF490B80EB187D1	tryker_aquamin_silo_3	$gn_tryker_aquamin_silo$	tryker_aquamin_silo_3	
DIFF ADD 9876 	_8BC480B84FB177D5	tryker_aquamin_well_3	$gn_tryker_aquamin_well$	tryker_aquamin_well_3	
DIFF ADD 9877 	_B3EB799304F101CA	tryker_aquamin_source_4	$gn_tryker_aquamin_source$	tryker_aquamin_source_4	
DIFF ADD 9878 	_B1AA357482111DD0	tryker_aquamin_barrel_4	$gn_tryker_aquamin_barrel$	tryker_aquamin_barrel_4	
DIFF ADD 9879 	_4BF494B80EB187D2	tryker_aquamin_silo_4	$gn_tryker_aquamin_silo$	tryker_aquamin_silo_4	
DIFF ADD 9880 	_8BC484B84FB177D6	tryker_aquamin_well_4	$gn_tryker_aquamin_well$	tryker_aquamin_well_4	
DIFF ADD 9881 	_B3EB7993440101CA	tryker_aquamin_source_5	$gn_tryker_aquamin_source$	tryker_aquamin_source_5	
DIFF ADD 9882 	_B1AA3574C2211DD0	tryker_aquamin_barrel_5	$gn_tryker_aquamin_barrel$	tryker_aquamin_barrel_5	
DIFF ADD 9883 	_4BF498B80EB187D3	tryker_aquamin_silo_5	$gn_tryker_aquamin_silo$	tryker_aquamin_silo_5	
DIFF ADD 9884 	_8BC488B84FB177D7	tryker_aquamin_well_5	$gn_tryker_aquamin_well$	tryker_aquamin_well_5	
DIFF ADD 9885 	_B3EB7993841101CA	tryker_aquamin_source_6	$gn_tryker_aquamin_source$	tryker_aquamin_source_6	
DIFF ADD 9886 	_B1AA357402311DD0	tryker_aquamin_barrel_6	$gn_tryker_aquamin_barrel$	tryker_aquamin_barrel_6	
DIFF ADD 9887 	_4BF49CB80EB187D4	tryker_aquamin_silo_6	$gn_tryker_aquamin_silo$	tryker_aquamin_silo_6	
DIFF ADD 9888 	_8BC48CB84FB177D8	tryker_aquamin_well_6	$gn_tryker_aquamin_well$	tryker_aquamin_well_6	
DIFF ADD 9889 	_508D508A709A880A	tryker_aquamin_npc_E	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_E	
DIFF ADD 9890 	_908D508A70AA880A	tryker_aquamin_npc_F	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_F	
DIFF ADD 9891 	_D08D508A70BA880A	tryker_aquamin_npc_G	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_G	
DIFF ADD 9892 	_118D508A70CA880A	tryker_aquamin_npc_H	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_H	
DIFF ADD 9893 	_518D508A70DA880A	tryker_aquamin_npc_I	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_I	
DIFF ADD 9894 	_918D508A70EA880A	tryker_aquamin_npc_J	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_J	
DIFF ADD 9895 	_D18D508A70FA880A	tryker_aquamin_npc_K	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_K	
DIFF ADD 9896 	_128D508A700A880A	tryker_aquamin_npc_L	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_L	
DIFF ADD 9897 	_528D508A701A880A	tryker_aquamin_npc_M	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_M	
DIFF ADD 9898 	_928D508A702A880A	tryker_aquamin_npc_N	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_N	
DIFF ADD 9899 	_D28D508A703A880A	tryker_aquamin_npc_O	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_O	
DIFF ADD 9900 	_138D508A704B880A	tryker_aquamin_npc_P	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_P	
DIFF ADD 9901 	_538D508A705B880A	tryker_aquamin_npc_Q	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_Q	
DIFF ADD 9902 	_938D508A706B880A	tryker_aquamin_npc_R	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_R	
DIFF ADD 9903 	_D38D508A707B880A	tryker_aquamin_npc_S	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_S	
DIFF ADD 9904 	_148D508A708B880A	tryker_aquamin_npc_T	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_T	
DIFF ADD 9905 	_3D8A94AFDE67C40D	rpjob_205_npc_a	Zin Di-Dao	rpjob_205_npc_a	
DIFF ADD 9906 	_C65D980F673CA9BD	rpjob_205_npc_b	Dexus Lyron	rpjob_205_npc_b	
DIFF ADD 9907 	_4A65EE23CF29593E	rpjob_205_npc_c	Dida Mac'Dolonay	rpjob_205_npc_c	
DIFF ADD 9908 	_44AD601BA61B91BD	rpjob_205_npc_d	Alizi Ferro	rpjob_205_npc_d	
DIFF ADD 9909 	_0FA51B93BDE1AE39	rpjob_205_plant_pa	Ploomweed Dash	rpjob_205_plant_pa	
DIFF ADD 9910 	_CF410AEB313D8E3A	rpjob_205_plant_aa	Amoeba Dan	rpjob_205_plant_aa	
DIFF ADD 9911 	_529FDEA97FDFE96D	rpjob_205_plant_ca	Cokamool Frez	rpjob_205_plant_ca	
DIFF ADD 9912 	_A072B56F8B81E539	rpjob_205_plant_tb	Toopetz Dual	rpjob_205_plant_tb	
DIFF ADD 9913 	_09B4C6ADC56E6159	rpjob_205_plant_pb	Ploomweed Zuc	rpjob_205_plant_pb	
DIFF ADD 9914 	_99903F837CD1AE5D	rpjob_205_plant_cb	Cokamool Kloro	rpjob_205_plant_cb	
DIFF ADD 9915 	_DFA2B16F4B81053D	rpjob_205_plant_ta	Toopetz Gret	rpjob_205_plant_ta	
DIFF ADD 9916 	_D5222603F1C2ED2F	rpjob_205_plant_ac	Amoeba Shon	rpjob_205_plant_ac	
DIFF ADD 9917 	_D69FE6AB7FCF0D64	rpjob_205_plant_cc	Cokamool Tiny	rpjob_205_plant_cc	
DIFF ADD 9918 	_16125970B6F2653A	rpjob_205_plant_tc	Toopetz Try	rpjob_205_plant_tc	
DIFF ADD 9919 	_15922603F1B2ED3B	rpjob_205_plant_ab	Amoeba Tolz	rpjob_205_plant_ab	
DIFF ADD 9920 	_0E300C5936CB005D	matis_rpjob_paper	Libri Velini	matis_royal_guard_nuker_event_h_f1	
DIFF ADD 9921 	_04A13755F9C7D3F7	matis_rpjob_paper_convert	$gn_matis_rpjob_paper_convert$	maha1	
DIFF ADD 9922 	_65D9C5A9317549CD	boss_tryker_light_boss	$gn_boss_tryker_light_boss$	boss_light_tryker_dante1	
DIFF ADD 9923 	_76BB2CDFA2F00293	boss_tryker_light_melee_guard	$gn_boss_tryker_light_melee_guard$	boss_tryker_light_guard_melee	
DIFF ADD 9924 	_F1EAE0B026586413	boss_tryker_light_healer_guard	$gn_boss_tryker_light_healer_guard$	boss_tryker_light_guard_healer	
DIFF ADD 9925 	_0A807396A2558F7C	boss_tryker_light_off_guard	$gn_boss_tryker_light_off_guard$	boss_tryker_light_guard_nuker	
DIFF ADD 9926 	_B62C34DBE3101291	boss_tryker_light_range_guard	$gn_boss_tryker_light_range_guard$	boss_tryker_light_guard_range	
DIFF ADD 9927 	_42D1D795046680EC	moving_guards_group_1	$gn_moving_guards_group_1$	boss_tryker_light_guard_melee_elite	
DIFF ADD 9928 	_42D1D795046684ED	moving_guards_group_2	$gn_moving_guards_group_2$	boss_tryker_light_guard_melee_elite	
DIFF ADD 9929 	_5FE983F34E66926D	boss_tryker_light_stone	$gn_boss_tryker_light_stone$		
DIFF ADD 9930 	_5496A84675CCFBBC	boss_tryker_light_stone_back	$gn_boss_tryker_light_stone_back$		
DIFF ADD 9931 	_FB17B72539ABD3E0	boss_tryker_light_loot_box	$gn_boss_tryker_light_loot_box$		
DIFF ADD 9932 	_EE9A3B7C448195D9	boss_tryker_light_start_boss	$gn_boss_tryker_light_start_boss$ boss_light_tryker_dante2		
DIFF ADD 9933 	_9A1374537CA01745	boss_tryker_light_start_stone	$gn_boss_tryker_light_start_stone$		
DIFF ADD 9934 	_23D1D04576EB2FE2	boss_tryker_light_start_box	$gn_boss_tryker_light_start_box$		
DIFF ADD 9935 	_EA18D4967214941E	fybroc	Aleane Oox		
DIFF ADD 9936 	_E3D91C998B74285C	trbroc	O'Dughan Eoppie		
DIFF ADD 9937 	_ECB47AD06AD282BC	zobroc	Dan Kio-Zu		
DIFF ADD 9938 	_51D498B3A196849E	mabroc	Dini Tiello		
DIFF ADD 9939 	_2E6755AF10BF4CE3	boss_zorai_light_boss	$gn_boss_zorai_light_boss$	boss_zorai_light_peiruz	
DIFF ADD 9940 	_886E2197DB5854C3	boss_zorai_light_dalton_1	Vao Do-Duang		
DIFF ADD 9941 	_45EF2D816BA66013	boss_zorai_light_dalton_2	Jeoi Do-Duang		
DIFF ADD 9942 	_C70CB4C4A1DAB906	boss_zorai_light_dalton_3	Chaio Do-Duang		
DIFF ADD 9943 	_F37ED5CBA1340080	boss_zorai_light_dalton_4	We Do-Duang		
DIFF ADD 9944 	_EC0FDDC1EF19F098	boss_zorai_light_laughtingsbires1	Ki		
DIFF ADD 9945 	_8A8FE5C2EF19F081	boss_zorai_light_laughtingsbires2	Mazé		
DIFF ADD 9946 	_E78FC1C3EF19F098	boss_zorai_light_laughtingsbires3	Daï		
DIFF ADD 9947 	_46FFFDC4EF0FD503	boss_zorai_light_laughtingsbires4	Shikyo		
DIFF ADD 9948 	_BDAA6EE2A4875FE4	boss_zorai_light_tomb_out	$gn_boss_zorai_light_tomb_out$		
DIFF ADD 9949 	_7D1AD370A6343670	boss_zorai_light_tomb_in	$gn_boss_zorai_light_tomb_in$		
DIFF ADD 9950 	_2272066D08EF0D70	boss_zorai_light_explosion	$gn_explosion_lixie$		
DIFF ADD 9951 	_C02D0CFF6C5B1112	kami_altar_almati	$gn_kami_altar_almati$		
DIFF ADD 9952 	_146A7672BBDEA118	karavan_altar_almati	$gn_karavan_altar_almati$		
DIFF ADD 9953 	_C5CE51B4EEE8B4B4	kami_altar_nexus	$gn_kami_altar_nexus$		
DIFF ADD 9954 	_F2137286800C2D0F	karavan_altar_nexus	$gn_karavan_altar_nexus$		
DIFF ADD 9955 	_288F1CB6557B58B3	gravats	$gn_gravats$		
DIFF ADD 9956 	_127CB927251794A0	room_access_yrkanis	$gn_room_access$		
DIFF ADD 9957 	_A5B997CDE7CA6885	room_access_davae	$gn_room_access$		
DIFF ADD 9958 	_6364641AAAC96891	room_access_avalae	$gn_room_access$		
DIFF ADD 9959 	_A5B997CDE7AA688F	room_access_natae	$gn_room_access$		
DIFF ADD 9960 	_42C16D01E75817C4	room_access_fairhaven	$gn_room_access$		
DIFF ADD 9961 	_42805D0D2253381D	room_access_windermeer	$gn_room_access$		
DIFF ADD 9962 	_42D0191CE5044410	room_access_crystabell	$gn_room_access$		
DIFF ADD 9963 	_EF20991222A88043	room_access_avendale	$gn_room_access$		
DIFF ADD 9964 	_2758D09F5475F4B1	room_access_pyr	$gn_room_access$		
DIFF ADD 9965 	_63649C286B0930A4	room_access_thesos	$gn_room_access$		
DIFF ADD 9966 	_A5B997D66A8AC885	room_access_dyron	$gn_room_access$		
DIFF ADD 9967 	_E149AC5A948ACCB0	room_access_zora	$gn_room_access$		
DIFF ADD 9968 	_6364741AAA99249A	room_access_jenlai	$gn_room_access$		
DIFF ADD 9969 	_63648C2167494C98	room_access_hoicho	$gn_room_access$		
DIFF ADD 9970 	_63648C216799349D	room_access_mincho	$gn_room_access$		
DIFF ADD 9971 	_FDD5C69A438D5C09	ranger_rite_giver_newbieland	Xypholion Ioros		
DIFF ADD 9972 	_0B64B6051AD6165B	ranger_rite_giver_dummy_newbieland	Xypholion Ioros		
DIFF ADD 9973 	_E35F4529470EBCF4	ranger_rite_start_enrty_npc	Be'arlly Emer		
DIFF ADD 9974 	_12880513A9A3CC83	ranger_rite_helper_island	Ku Co-Yon		
DIFF ADD 9975 	_05813D9240610C5B	karavan_altar_silan_ranger_camp	$gn_karavan_altar_silan_ranger_camp$		
DIFF ADD 9976 	_176BF2166F78ADAD	karavan_altar_silan_shattered_ruins	$gn_karavan_altar_silan_shattered_ruins$		
DIFF ADD 9977 	_0EA1F8323AECDB4B	kami_altar_silan_shining_lake	$gn_kami_altar_silan_shining_lake$		
DIFF ADD 9978 	_DA6E381CF5EC33A6	kami_altar_silan_ranger_camp	$gn_kami_altar_silan_ranger_camp$		
DIFF ADD 9979 	_6F5B988A160E3512	liv_laby2012_start_npc	Ba'peappy Shidgen		
DIFF ADD 9980 	_1329441BAAA6F097	marauder_camp_foreman	Shonga DeFao		
DIFF ADD 9981 	_A67747ACA7496082	marauder_camp_barman	Kelen BaRopi		
DIFF ADD 9982 	_3F5EE511C9E08509	sage_marauder_rite_giver	Erhialor Krinrund		
DIFF ADD 9983 	_42348E4C7B7E29B7	temp_maro_direct_acces_to_alamti	Qung Wo-Jin		
DIFF ADD 9984 	_EA6E25F71F768C33	StockMonture_PNJ_A	Ba'Shekry Brafflie		
DIFF ADD 9985 	_916ECDF82395B380	StockMonture_PNJ_B	Mac'Roffy Shillan		
DIFF ADD 9986 	_100BC3D71FC56D33	rite_geo_mat_maj_gar_1_maccia_pittore	Maccia Pittore		
DIFF ADD 9987 	_2DEAB08C2D55AB9F	nh_matis_yrkanis	Vizzo Chiari		
DIFF ADD 9988 	_6ED7D48396D7D894	nh_matis_natae	Rosichini Cuisi		
DIFF ADD 9989 	_230290A96C57E88C	nh_matis_davae	Vino Cilli		
DIFF ADD 9990 	_EAA87CABA3F753A4	nh_matis_avalae	Triero Sillo		
DIFF ADD 9991 	_5E5E09286266CAB5	nh_tryker_fairhaven	Ba'keepsey Gamen		
DIFF ADD 9992 	_58016C1BE2B84CAC	nh_tryker_avendale	O'lyngan Wirman		
DIFF ADD 9993 	_24F398A8E65AF8A0	nh_tryker_crystabell	Ripffy Acher		
DIFF ADD 9994 	_AE3EF1126769174F	nh_tryker_windermeer	O'peanin Aeddan		
DIFF ADD 9995 	_E373E0AA644847AB	nh_zorai_zora	Ciang Ka-Wio		
DIFF ADD 9996 	_5B47A889A3F42077	nh_zorai_jen_lai	Mia Jo-Mon		
DIFF ADD 9997 	_9BC76C725B597887	nh_zorai_hoi_cho	Weo Qia-Nen		
DIFF ADD 9998 	_6CF7604A2A69304F	nh_zorai_min_cho	Pong Hui-Shiang		
DIFF ADD 9999 	_ACC9D0AAAE8A1851	nh_fyros_pyr	Piphylus Kridon		
DIFF ADD 10000 	_6D390C562767D0B1	nh_fyros_dyron	Ibiratheus Dyla		
DIFF ADD 10001 	_A947185962A9E4B6	nh_fyros_thesos	Plegriion Dela		
DIFF ADD 10002 	_2738A46F2484ECC2	kamishopai_fyros	Aexius Abyn		
DIFF ADD 10003 	_2B97A46ADB39306F	kamishopai_zorai	Wiao Ho-Gu		
DIFF ADD 10004 	_656954799C98B0A1	karashopai_matis	Sivaldo Zania		
DIFF ADD 10005 	_507400AC6A18D4B1	karashopai_tryker	Be'keeins Hanan		
DIFF ADD 10006 	_EDC81F9D2986979C	marauder_civ_shop	Ving Mia-Wuan		
DIFF ADD 10007 	_14BA6066B049189D	zora_ranger_guide	Ba'duty Aepsie		
DIFF ADD 10008 	_27F8A7C2AD787464	zora_ranger_instructor	Yio Go-Jin		
DIFF ADD 10009 	_03F2BD312B87900E	pero_ranger_quartermaster	Pero Antorini		
DIFF ADD 10010 	_ED67A092D70A90A0	trino_ranger_guide	Trino Lichioi		
DIFF ADD 10011 	_625A54D06A7A9CA8	zig_arionasis	Ari		
DIFF ADD 10012 	_AC9AA0B2677A98B8	zig_tyneetryk	Tynee		
DIFF ADD 10013 	_05BDC82232904505	water_bomb_barrel	$gn_fresh_water_barrel$		
DIFF ADD 10014 	_177F517A8277AA6F	ark_guild_islands_starter_npc	Guild Island Agent		
DIFF ADD 10015 	_C8B29EF41486A603	ark_guild_islands_starter_2_npc	Guild Island Agent		
DIFF ADD 10016 	_C8C29EF41486A603	ark_guild_islands_starter_3_npc	Guild Island Agent		
DIFF ADD 10017 	_5D04251DF2C6DAB3	windofmuse_marauder_t1	Vong Ho-Wuan		
DIFF ADD 10018 	_F55DE979007D9F1A	masters_marauder_ambassador_z1	Qong De-Jin		
REMOVE THE FOLOWING TWO LINE WHEN TRANSLATION IS DONE
