DIFF_CMD	*HASH_VALUE	title_id	name	women_name
DIFF SWAP 1533 1447				
DIFF CHANGED 1447 	_3D16DE934ABCB7A4	gn_tcm_trooper_guard	Troupe d'élite Karavan	
DIFF SWAP 1534 1448				
DIFF CHANGED 1448 	_4136DE7FEC3D2501	gn_tcm_trooper_static	Garde suprême Karavan	
DIFF SWAP 1536 1449				
DIFF CHANGED 1449 	_44BF7DEADEC41D23	gn_tcm_trooper_wander	Réserviste Karavan	
DIFF SWAP 1531 1450				
DIFF CHANGED 1450 	_68887893CE4784B0	gn_tcm_training	Commando Karavan	
DIFF SWAP 1520 1451				
DIFF CHANGED 1451 	_58C91513E5099060	gn_tcm_medic	Équipe médicale Karavan	
DIFF SWAP 1515 1452				
DIFF CHANGED 1452 	_108DB243F75D0671	gn_tcm_engineer	Ingénieur en mécanique Karavan	
DIFF SWAP 1498 1453				
DIFF CHANGED 1453 	_826D508FE3C3D10E	gn_tcm_chief_engineer	Ingénieur en chef	
DIFF SWAP 1513 1454				
DIFF CHANGED 1454 	_E08F368CC07AA793	gn_tcm_coordinator	Coordinateur des opérations	
DIFF SWAP 1521 1455				
DIFF CHANGED 1455 	_8775E5C88758B5F7	gn_tcm_officer	Officier supérieur Karavan	
DIFF SWAP 1523 1456				
DIFF CHANGED 1456 	_7A0402AD631E8D84	gn_tcm_quartermaster	Quartier maître Karavan	
DIFF SWAP 1512 1457				
DIFF CHANGED 1457 	_FBA54E4D83DD4801	gn_tcm_commander	Commandant en chef Karavan	
DIFF SWAP 1909 1458				
DIFF CHANGED 1458 	_2CA1598EA606436C	fct_tcm_chief_forager	(Maître foreur)	
DIFF SWAP 1732 1459				
DIFF CHANGED 1459 	_A39B883084EAB8A9	fct_tcm_forager	(Disciple foreur)	
DIFF SWAP 1701 1460				
DIFF CHANGED 1460 	_77FD1254EC71610B	fct_tcm_fighter_company	(Combattant Kamiste)	
DIFF SWAP 1807 1461				
DIFF CHANGED 1461 	_84C0C5FA8722E5C9	fct_explorer_company	(Explorateur Kamiste)	
DIFF SWAP 1838 1462				
DIFF CHANGED 1462 	_32B28905ECE70DF4	fct_harvest_company	(Récolteur Kamiste)	
DIFF SWAP 1528 1463				
DIFF CHANGED 1463 	_31BEF6084B5271F2	fct_keepers_squad_leader	(Chef d'équipe de prospection)	
DIFF SWAP 1521 1464				
DIFF CHANGED 1464 	_FFBE33006C824413	fct_keepers_squad	(Kamiste archéologue)	
DIFF SWAP 1625 1465				
DIFF CHANGED 1465 	_843BDF8E98D404F3	fct_tcm_company_guard	(Sentinelle de l'arbre éternel)	
DIFF SWAP 1739 1466				
DIFF CHANGED 1466 	_C41095F5DE6E5025	fct_tcm_tutor_praying	(Adorateur Kamiste)	
DIFF SWAP 1699 1467				
DIFF CHANGED 1467 	_2FB0627EEF1091E5	fct_tcm_tutor_trader	(Colporteur expérimenté)	
DIFF SWAP 1918 1468				
DIFF CHANGED 1468 	_C1E17D4E7FAAD42D	fct_tcm_tutor_sitting	(Disciple adorateur)	
DIFF SWAP 1785 1469				
DIFF CHANGED 1469 	_08A62D2C031E1725	fct_tcm_tutor_chief_guard	(Fidèle protecteur)	
DIFF SWAP 1806 1470				
DIFF CHANGED 1470 	_BE5A4A186F6B5546	fct_tcm_tutors_sitting2	(Apprenti prédicateur)	
DIFF SWAP 1728 1471				
DIFF CHANGED 1471 	_F76412B39FBFE4B3	fct_tcm_tutors_storyteller	(Prédicateur itinérant)	
DIFF SWAP 1777 1472				
DIFF CHANGED 1472 	_B312551F68289B73	fct_tcm_tutor_wander	(Disciple Tutor)	
DIFF SWAP 1682 1473				
DIFF CHANGED 1473 	_B825B6990837C25B	fct_tcm_keepers_chief_guard	(Gardien des reliques)	
DIFF SWAP 1905 1474				
DIFF CHANGED 1474 	_DD69AA142DC06F38	fct_tcm_keepers_sitting	(Apprenti archéologue)	
DIFF SWAP 1674 1475				
DIFF CHANGED 1475 	_82413E86202C991D	fct_tcm_keepers_trader	(Disciple colporteur)	
DIFF SWAP 1812 1476				
DIFF CHANGED 1476 	_C4907DFEDD155426	fct_tcm_keepers_guard	(Guetteur Kamiste)	
DIFF SWAP 1674 1477				
DIFF CHANGED 1477 	_89F3154AB0B07519	fct_tcm_keepers_sitting2	(Apprenti guetteur)	
DIFF SWAP 1546 1478				
DIFF CHANGED 1478 	_EB372E88401F69E0	fct_tcm_keepers_storyteller	(Conteur Kamiste)	
DIFF SWAP 1771 1479				
DIFF CHANGED 1479 	_BB37C6770BDF5023	fct_tcm_keepers_elder	(Détenteur des savoirs)	
DIFF SWAP 1813 1480				
DIFF CHANGED 1480 	_C3200DF011378FD7	fct_tcm_keepers_walking	(Civil Keeper)	
DIFF SWAP 1820 1481				
DIFF CHANGED 1481 	_F4E00969940AD1E0	fct_tcm_keep_wander	(Archéologue Keeper)	
DIFF SWAP 1750 1482				
DIFF CHANGED 1482 	_32F2090E2084E8D2	fct_tcm_keep_wander2	(Historien Keeper)	
DIFF SWAP 1753 1483				
DIFF CHANGED 1483 	_CA1F22162B980D91	fct_tcm_eternal_tree_chief_guard 	(Gardien de l'arbre éternel)	
DIFF SWAP 1839 1484				
DIFF CHANGED 1484 	_56F4F1B75AE1060B	fct_tcm_eternal_tree_sitting	(Serviteur de Ma-Duk)	
DIFF SWAP 1700 1485				
DIFF CHANGED 1485 	_491DDEAAD796F617	fct_tcm_eternal_tree_static	(Guardien des récoltes)	
DIFF SWAP 1667 1486				
DIFF CHANGED 1486 	_5A36183C66884E41	fct_tcm_eternal_tree_praying	(Prédicateur érudit)	
DIFF SWAP 1798 1487				
DIFF CHANGED 1487 	_0FBE627401EB197A	fct_tcm_eternal_tree_spwan	(Gardien des portes)	
DIFF SWAP 1815 1488				
DIFF CHANGED 1488 	_2897627B7F6E09DC	fct_tcm_eternal_tree_wander	(Penseur Kamiste)	
DIFF SWAP 1680 1489				
DIFF CHANGED 1489 	_5E45661071C4DD46	fct_tcm_eternal_tree_praying2	(Adorateur éternel)	
DIFF SWAP 1893 1490				
DIFF CHANGED 1490 	_5D06FA78FA7C6C32	fct_tcm_eternal_tree_walking	(Vagabond Kamiste)	
DIFF SWAP 1579 1491				
DIFF CHANGED 1491 	_D22996EF17FEE544	fct_tcm_eternal_tree_walking2	(Civil de la Compagnie)	
DIFF SWAP 1902 1492				
DIFF CHANGED 1492 	_BFB28A77E04B59E4	fct_tcm_healer	(Chef Soigneur de la Compagnie)	
DIFF SWAP 1827 1493				
DIFF CHANGED 1493 	_A5C1ED8DD8E9906A	fct_tcm_armorer	(Armurier Expérimenté)	
DIFF CHANGED 1494 	_F8F3C4737FEA0927	fct_tcm_intendant	(Intendant de la Compagnie)	
DIFF SWAP 1835 1495				
DIFF CHANGED 1495 	_E8C99793D9A511A7	fct_tcm_assistant_intendant	(Assistant de l'intendant)	
DIFF SWAP 1581 1496				
DIFF CHANGED 1496 	_614B3C2513C87BB4	fct_tcm_warchief	(Chef de Guerre)	
DIFF SWAP 1775 1497				
DIFF CHANGED 1497 	_57B8D1848B10C23D	fct_tcm_merchant	(Grand colporteur de la Compagnie)	
DIFF SWAP 1767 1498				
DIFF CHANGED 1498 	_58C33769BDF82A32	fct_tcm_campchief	(Chef de camp de la Compagnie)	
DIFF SWAP 1596 1499				
DIFF CHANGED 1499 	_00C141EA25BB4C15	fct_tcm_warrior	(Grand guerrier vagabond)	
DIFF SWAP 1906 1500				
DIFF CHANGED 1500 	_2774F56A82B8181A	fct_tcm_noble	(Noble penseur de la Compagnie)	
DIFF SWAP 1618 1501				
DIFF CHANGED 1501 	_CAC83A8DCD565BA0	gn_chad	Maître Chad	
DIFF SWAP 1662 1502				
DIFF CHANGED 1502 	_68F693A0E5027CA8	gn_chad_assist	Disciple de Chad	
DIFF SWAP 1522 1503				
DIFF CHANGED 1503 	_2DF751F2EA66E037	gn_tcm_officer_radar	Officier radar	
DIFF SWAP 1510 1504				
DIFF CHANGED 1504 	_6947BC965EB774AD	gn_tcm_chlorogoo_shaman	Shaman	
DIFF SWAP 1511 1505				
DIFF CHANGED 1505 	_45EEC5F8A3E5A8B1	gn_tcm_chlorogoo_shaman_escort	Adepte	
DIFF SWAP 1508 1506				
DIFF CHANGED 1506 	_80DFAD012908B429	gn_tcm_chlorogoo_prisonners	Prisonnier	
DIFF SWAP 1618 1507				
DIFF CHANGED 1507 	_B0575D1164A8900B	gn_tcm_chlorogoo_camp_ranger	Épieur	
DIFF SWAP 1596 1508				
DIFF CHANGED 1508 	_B07E5D0AE3488C95	gn_tcm_chlorogoo_camp_caster	Sorcier	
DIFF SWAP 1906 1509				
DIFF CHANGED 1509 	_21E50A65C4FE540B	gn_tcm_chlorogoo_camp_fighter	Assassin gooifié	
DIFF SWAP 1662 1510				
DIFF CHANGED 1510 	_EF8784FF20498CB3	gn_tcm_chlorogoo_caster	Alchimiste	
DIFF SWAP 1662 1511				
DIFF CHANGED 1511 	_6B68B215E168B4B1	gn_tcm_chlorogoo_healer	Guérisseur	
DIFF SWAP 1906 1512				
DIFF CHANGED 1512 	_7157FCA31D39BC9E	gn_tcm_chlorogoo_ranger	Fureteur	
DIFF SWAP 1522 1513				
DIFF CHANGED 1513 	_D74D6667BEEA390F	gn_tcm_chlorogoo_harvester	Récolteur de Goo	
DIFF SWAP 1596 1514				
DIFF CHANGED 1514 	_2943F1961EE50A6F	gn_tcm_chlorogoo_patrol_dill	Patrouilleur intoxiqué	
DIFF SWAP 1800 1515				
DIFF CHANGED 1515 	_A5F9F8A7638990C9	fct_tcm_chlorogoo	Chlorogoo	
DIFF SWAP 1668 1516				
DIFF CHANGED 1516 	_EAB298ADAC8737AE	fct_tcm_basile	Hermite mystérieux	
DIFF SWAP 1524 1517				
DIFF CHANGED 1517 	_AE1E0DFE2557D77A	gn_tcm_radar_trainee	Stagiaire Radar	
DIFF SWAP 1596 1518				
DIFF CHANGED 1518 	_9F81E690018E9894	gn_tcm_crate	Caisse de ravitaillement Karavan	
DIFF SWAP 1537 1519				
DIFF CHANGED 1519 	_6D98B7B2A94708B7	gn_tcm_unknown_entity	Echo radar	
DIFF SWAP 1527 1520				
DIFF CHANGED 1520 	_46232C8E2A6574AA	gn_tcm_soulchest	Coffre aux âmes	
DIFF SWAP 1777 1521				
DIFF CHANGED 1521 	_C4B29923E957ABA2	gn_satooi_remains	Dépouille de Satooi	
DIFF SWAP 1525 1522				
DIFF CHANGED 1522 	_2759E3A36AB96AAB	gn_tcm_reward_chest	Trésor perdu	
DIFF SWAP 1846 1523				
DIFF CHANGED 1523 	_2468E3821B5703BD	title00001	Journeyer	Journeyer
DIFF SWAP 1874 1524				
DIFF CHANGED 1524 	_ED07B7861F0653B7	title00047	Mitrailleur	Mitrailleur
DIFF SWAP 1875 1525				
DIFF CHANGED 1525 	_D8D0950FF5D535F0	title00048	Maître Mitrailleur	Maître Mitrailleur
DIFF SWAP 1689 1526				
DIFF CHANGED 1526 	_A947D8A9EF56539B	gn_landslide_3_target	Eboulis	
DIFF SWAP 1689 1527				
DIFF CHANGED 1527 	_304784824BD6A895	gn_tcm_sacrified	Sacrifié	
DIFF SWAP 1726 1528				
DIFF CHANGED 1528 	_C43DE5BBDAA6C4A9	gn_boss_mainland_varinx	Gardien d'Aen	
DIFF SWAP 1847 1529				
DIFF CHANGED 1529 	_898DAB7DC3B94701	title00002	Chasseur de Kitin débutant	Chasseuse de Kitin débutante
DIFF SWAP 1848 1530				
DIFF CHANGED 1530 	_D1E1593DA37B2321	title00003	Chasseur de Kitin	Chasseuse de Kitin
DIFF SWAP 1849 1531				
DIFF CHANGED 1531 	_2D87019AB2295667	title00004	Maître Chasseur de Kitin	Maître Chasseur de Kitin
DIFF SWAP 1850 1532				
DIFF CHANGED 1532 	_2205425D8D0EDB67	title00005	Eradicateur de Kitin	Eradicatrice de Kitin
DIFF SWAP 1851 1533				
DIFF CHANGED 1533 	_EC4F658FFCF5A29B	title00006	Le Massacreur de Kitin	La Massacreuse de Kitin
DIFF SWAP 1852 1534				
DIFF CHANGED 1534 	_1334940BF309F834	title00007	Gardien des Matis	Gardienne des Matis
DIFF SWAP 1853 1535				
DIFF CHANGED 1535 	_92B59409F999F83A	title00008	Gardien des Fyros	Gardienne des Fyros
DIFF SWAP 1854 1536				
DIFF CHANGED 1536 	_9F82CB670FA1836F	title00009	Gardien des Tryker	Gardienne des Tryker
DIFF SWAP 1855 1537				
DIFF CHANGED 1537 	_92DB8C0A76DAEA2C	title00010	Gardien des Zoraï	Gardienne des Zoraï
DIFF SWAP 1856 1538				
DIFF CHANGED 1538 	_1E6EEEBFB8AD88C2	title00011	Gardien d'Atys	Gardienne d'Atys
DIFF SWAP 1830 1539				
DIFF CHANGED 1539 	_B25C6A0B82C0F2A9	slaughter_week_mgiver_matis	Observateur Kitin de l'Est	
DIFF SWAP 1829 1540				
DIFF CHANGED 1540 	_EF2FA3EB8851F235	slaughter_week_mgiver_fyros	Observateur Kitin du Nord	
DIFF SWAP 1832 1541				
DIFF CHANGED 1541 	_335B4A0905D8BF9A	slaughter_week_mgiver_zorai	Observateur Kitin de l'Ouest	
DIFF SWAP 1831 1542				
DIFF CHANGED 1542 	_3BFE4BA20E27A960	slaughter_week_mgiver_tryker	Observateur Kitin du Sud	
DIFF SWAP 1828 1543				
DIFF CHANGED 1543 	_875BA49BBF0043EE	slaughter_week_informer_name	Envoyé spécial	
DIFF SWAP 1840 1544				
DIFF CHANGED 1544 	_ED58CFD255937A9E	sw_boss_fyros	Exterminateur Fyros	Exterminatrice Fyros
DIFF SWAP 1841 1545				
DIFF CHANGED 1545 	_2E1877C117338286	sw_boss_matis	Exterminateur Matis	Exterminatrice Matis
DIFF SWAP 1843 1546				
DIFF CHANGED 1546 	_8E78A7DC79B37A8A	sw_boss_zorai	Exterminateur Zoraï	Exterminatrice Zoraï
DIFF SWAP 1842 1547				
DIFF CHANGED 1547 	_6E6BE3AEA0BCE7E2	sw_boss_tryker	Exterminateur Tryker	Exterminatrice Tryker
DIFF SWAP 1753 1548				
DIFF CHANGED 1548 	_882412021BB36D59	gn_sirgio_fyros_dancer	Danseur Fyros	Danseuse Fyros
DIFF SWAP 1839 1549				
DIFF CHANGED 1549 	_8294FA049443F562	gn_sirgio_matis_dancer	Danseur Matis	Danseuse Matis
DIFF SWAP 1667 1550				
DIFF CHANGED 1550 	_052CDA7E15530D6D	gn_sirgio_zorai_dancer	Danseur Zoraï	Danseuse Zoraï
DIFF SWAP 1700 1551				
DIFF CHANGED 1551 	_3DECA7F453506591	gn_sirgio_tryker_dancer	Danseur Tryker	Danseuse Tryker
DIFF SWAP 1808 1552				
DIFF CHANGED 1552 	_DE95A6417003F52E	gn_bomber_boss	Poseur de bombes	Poseuse de bombes
DIFF SWAP 1804 1553				
DIFF CHANGED 1553 	_15B2C5B50AF01AA3	gn_bomber_random	Poseur de bombes	Poseuse de bombes
DIFF SWAP 1778 1554				
DIFF CHANGED 1554 	_E7B870971D68ECAB	gn_bomb_lixie	Bombe	
DIFF SWAP 1643 1555				
DIFF CHANGED 1555 	_AAF8AC9725A628A4	gn_mine_lixie	Mine	
DIFF SWAP 1677 1556				
DIFF CHANGED 1556 	_1929DA4173E24D1B	fct_artisan_restaurateur	Artisan Restaurateur	
DIFF SWAP 1788 1557				
DIFF CHANGED 1557 	_EB25B0ACF3A8A0B5	gn_explosion_lixie	Explosion	
DIFF SWAP 1648 1558				
DIFF CHANGED 1558 	_58865C5622EA9E8A	gn_peipbae	Colère de Pei	
DIFF SWAP 1903 1559				
DIFF CHANGED 1559 	_5779690BA7E9A8A2	fct_ranger_worker	manouvrier Ranger	
DIFF SWAP 1729 1560				
DIFF CHANGED 1560 	_65B978A0217917B2	fct_ranger_guard	garde Ranger	
DIFF SWAP 1637 1561				
DIFF CHANGED 1561 	_858E090B25A88FBD	fct_ranger_intendant	intendant Ranger	
DIFF SWAP 1764 1562				
DIFF CHANGED 1562 	_3A9E69F36225B422	fct_ranger_great_mage	Archimage Ranger	
DIFF SWAP 1793 1563				
DIFF CHANGED 1563 	_5BF5796480AF9442	fct_ranger_guard_captain	capitaine des gardes	
DIFF SWAP 1803 1564				
DIFF CHANGED 1564 	_3B2029102B74D049	fct_ranger_explorer	explorateur ranger	
DIFF SWAP 1894 1565				
DIFF CHANGED 1565 	_44DE81FDE5187FB7	fct_ranger_coord	coordonnateur Ranger	
DIFF SWAP 1857 1566				
DIFF CHANGED 1566 	_DF97BB749906725A	title00014	La chance	La chance
DIFF SWAP 1858 1567				
DIFF CHANGED 1567 	_DF9813815C47A65A	title00015	La poisse	La poisse
DIFF SWAP 1833 1568				
DIFF CHANGED 1568 	_F03E6126BF73AB87	fct_confgu	Confrérie du Gubani Fortuné	
DIFF SWAP 1845 1569				
DIFF CHANGED 1569 	_AEA9CCAB21A910AD	eboulis	Eboulis	
DIFF SWAP 1787 1570				
DIFF CHANGED 1570 	_E60838B3AA6ABCBA	monticule	Monticule	
DIFF SWAP 1859 1571				
DIFF CHANGED 1571 	_442C188A1CD6DC2A	title00020	Patriote fyros	Patriote fyros
DIFF SWAP 1860 1572				
DIFF CHANGED 1572 	_2DC5BF788A3773A3	title00021	Sujet matis	Sujet matis
DIFF SWAP 1861 1573				
DIFF CHANGED 1573 	_885012BC382C6C44	title00022	Citoyen tryker	Citoyenne tryker
DIFF SWAP 1862 1574				
DIFF CHANGED 1574 	_CC65B0A1FCD4D094	title00023	Initié zoraï	Initiée zoraï
DIFF SWAP 1863 1575				
DIFF CHANGED 1575 	_1EFFADFCAE281D0A	title00024	Disciple des Kamis	Disciple des Kamis
DIFF SWAP 1864 1576				
DIFF CHANGED 1576 	_742C7CA0382DCDF2	title00025	Suivant de la Karavan	Suivant de la Karavan
DIFF SWAP 1865 1577				
DIFF CHANGED 1577 	_6B089C9A5CC4DF59	title00026	Akenak fyros	Akenak fyros
DIFF SWAP 1866 1578				
DIFF CHANGED 1578 	_AB749B7F88E57B9B	title00027	Noble matis	Noble matis
DIFF SWAP 1867 1579				
DIFF CHANGED 1579 	_C59FB4A059877AAE	title00028	Taliar tryker	Taliar tryker
DIFF SWAP 1868 1580				
DIFF CHANGED 1580 	_06FF5B7F801D9197	title00029	Eveillé zoraï	Eveillée zoraï
DIFF SWAP 1869 1581				
DIFF CHANGED 1581 	_6299CF709DB7B3AC	title00030	Maraudeur	Maraudeur
DIFF SWAP 1896 1582				
DIFF CHANGED 1582 	_89DA3461EE687880	fct_camprangerguide	Guide du Camp	
DIFF SWAP 1756 1583				
DIFF CHANGED 1583 	_4322291BFA7A68F0	fct_ranger_kitiniere_welcomer	Observateur de la kitinière	Observatrice de la kitinière
DIFF SWAP 1623 1584				
DIFF CHANGED 1584 	_A9248F8D59496CA7	gn_Xmas_Event	Xmas Event	
DIFF SWAP 1624 1585				
DIFF CHANGED 1585 	_DF8F69B8A11380CD	gn_Xmas_Super_Loot_1	Xmas Super Loot 1	
DIFF SWAP 1789 1586				
DIFF CHANGED 1586 	_1B534672C1DE8D9C	gn_attack_gookitin_group	attack_gookitin_group	
DIFF SWAP 1735 1587				
DIFF CHANGED 1587 	_E319C0949BFBECC2	gn_axodus_garatus	Axodus Garatus	
DIFF SWAP 1649 1588				
DIFF CHANGED 1588 	_5DB1E01A6828E467	gn_ba_mirri_vichan	Be'Mirri Vichan	
DIFF SWAP 1765 1589				
DIFF CHANGED 1589 	_9FE3685A92B9B098	gn_ba_rima_dixie	Ba'Rima Dixie	
DIFF SWAP 1895 1590				
DIFF CHANGED 1590 	_EB788C8BE105BCB1	gn_ballis_sothus	Ballis Sothus	
DIFF SWAP 1690 1591				
DIFF CHANGED 1591 	_BD7E195536CDC0D2	gn_bandit_mastergoo_01	bandit_mastergoo_01	
DIFF SWAP 1762 1592				
DIFF CHANGED 1592 	_FDED4D8481BEE515	gn_base_gookitin_group	base_gookitin_group	
DIFF SWAP 1737 1593				
DIFF CHANGED 1593 	_E491AD1BE698949E	gn_base_kitin_group	base_kitin_group	
DIFF SWAP 1745 1594				
DIFF CHANGED 1594 	_88A7FD032B167777	gn_be_liccha_niorda	Be'Licha Niorda	
DIFF SWAP 1758 1595				
DIFF CHANGED 1595 	_52070FB7673B6492	gn_be_sarsy_boxie	Be Sarsy Roxie	
DIFF SWAP 1681 1596				
DIFF CHANGED 1596 	_5C318806E4090C67	gn_be_valda_riddan	Be'Valda Riddan	
DIFF SWAP 1731 1597				
DIFF CHANGED 1597 	_5DB20812A7AA486B	gn_be_willy_virgen	Be'Willy Virgen	
DIFF SWAP 1628 1598				
DIFF CHANGED 1598 	_A7A8D4959B879F9A	gn_cadan_tandus	Candan Tandus	
DIFF SWAP 1789 1599				
DIFF CHANGED 1599 	_66D7489DA93AD4B0	gn_caisse	caisse	
DIFF SWAP 1652 1600				
DIFF CHANGED 1600 	_A31798AE27C68067	gn_campfire_4	campfire_4	
DIFF SWAP 1649 1601				
DIFF CHANGED 1601 	_2578403DE1186463	gn_chio_sei_tung	Chio Sei Tung	
DIFF SWAP 1764 1602				
DIFF CHANGED 1602 	_662F1D2DF0187C8E	gn_chlorogoo_caster	chlorogoo_caster	
DIFF SWAP 1767 1603				
DIFF CHANGED 1603 	_83FE8517AAB8680B	gn_chlorogoo_fighter	chlorogoo_fighter	
DIFF SWAP 1791 1604				
DIFF CHANGED 1604 	_48702D92827FA5F8	gn_chlorogoo_harvester	chlorogoo_harvester	
DIFF SWAP 1817 1605				
DIFF CHANGED 1605 	_662F1D1DE898A48E	gn_chlorogoo_healer	chlorogoo_healer	
DIFF SWAP 1786 1606				
DIFF CHANGED 1606 	_662F1D136E18F48E	gn_chlorogoo_ranger	chlorogoo_ranger	
DIFF SWAP 1666 1607				
DIFF CHANGED 1607 	_61E653A6E7964458	gn_chu_ni_rama	Chu Ni Rama	
DIFF SWAP 1848 1608				
DIFF CHANGED 1608 	_252770699855879B	gn_ckdic1	ckdic1	
DIFF SWAP 1852 1609				
DIFF CHANGED 1609 	_2527706AD8658B9B	gn_ckdic2	ckdic2	
DIFF SWAP 1739 1610				
DIFF CHANGED 1610 	_2527706B18758F9B	gn_ckdic3	ckdic3	
DIFF SWAP 1918 1611				
DIFF CHANGED 1611 	_2527706C5985939B	gn_ckdic4	ckdic4	
DIFF SWAP 1785 1612				
DIFF CHANGED 1612 	_25277069D9658B9C	gn_ckdid1	ckdid1	
DIFF SWAP 1682 1613				
DIFF CHANGED 1613 	_2527706A19758F9C	gn_ckdid2	ckdid2	
DIFF SWAP 1812 1614				
DIFF CHANGED 1614 	_2527706B5985939C	gn_ckdid3	ckdid3	
DIFF SWAP 1771 1615				
DIFF CHANGED 1615 	_2527706C9A95979C	gn_ckdid4	ckdid4	
DIFF SWAP 1820 1616				
DIFF CHANGED 1616 	_2527706919758F9D	gn_ckdie1	ckdie1	
DIFF SWAP 1798 1617				
DIFF CHANGED 1617 	_2527706A5985939D	gn_ckdie2	ckdie2	
DIFF SWAP 1680 1618				
DIFF CHANGED 1618 	_2527706B9995979D	gn_ckdie3	ckdie3	
DIFF SWAP 1867 1619				
DIFF CHANGED 1619 	_2527706CDAA59B9D	gn_ckdie4	ckdie4	
DIFF SWAP 1628 1620				
DIFF CHANGED 1620 	_252770695985939E	gn_ckdif1	ckdif1	
DIFF SWAP 1682 1621				
DIFF CHANGED 1621 	_2527706A9995979E	gn_ckdif2	ckdif2	
DIFF SWAP 1798 1622				
DIFF CHANGED 1622 	_2527706BD9A59B9E	gn_ckdif3	ckdif3	
DIFF SWAP 1644 1623				
DIFF CHANGED 1623 	_2527706C1AB59F9E	gn_ckdif4	ckdif4	
DIFF SWAP 1790 1624				
DIFF CHANGED 1624 	_A547706998558F9D	gn_ckfic1	ckfic1	
DIFF SWAP 1734 1625				
DIFF CHANGED 1625 	_A547706AD865939D	gn_ckfic2	ckfic2	
DIFF SWAP 1799 1626				
DIFF CHANGED 1626 	_A547706B1875979D	gn_ckfic3	ckfic3	
DIFF SWAP 1784 1627				
DIFF CHANGED 1627 	_A547706C59859B9D	gn_ckfic4	ckfic4	
DIFF SWAP 1809 1628				
DIFF CHANGED 1628 	_A5477069D965939E	gn_ckfid1	ckfid1	
DIFF SWAP 1915 1629				
DIFF CHANGED 1629 	_A547706A1975979E	gn_ckfid2	ckfid2	
DIFF SWAP 1826 1630				
DIFF CHANGED 1630 	_A547706B59859B9E	gn_ckfid3	ckfid3	
DIFF SWAP 1679 1631				
DIFF CHANGED 1631 	_A547706C9A959F9E	gn_ckfid4	ckfid4	
DIFF SWAP 1675 1632				
DIFF CHANGED 1632 	_A54770691975979F	gn_ckfie1	ckfie1	
DIFF SWAP 1825 1633				
DIFF CHANGED 1633 	_A547706A59859B9F	gn_ckfie2	ckfie2	
DIFF SWAP 1743 1634				
DIFF CHANGED 1634 	_A547706B99959F9F	gn_ckfie3	ckfie3	
DIFF SWAP 1692 1635				
DIFF CHANGED 1635 	_A547706CDAA5A39F	gn_ckfie4	ckfie4	
DIFF SWAP 1844 1636				
DIFF CHANGED 1636 	_A547706959859BA0	gn_ckfif1	ckfif1	
DIFF SWAP 1698 1637				
DIFF CHANGED 1637 	_A547706A99959FA0	gn_ckfif2	ckfif2	
DIFF SWAP 1672 1638				
DIFF CHANGED 1638 	_A547706BD9A5A3A0	gn_ckfif3	ckfif3	
DIFF SWAP 1908 1639				
DIFF CHANGED 1639 	_A547706C1AB5A7A0	gn_ckfif4	ckfif4	
DIFF SWAP 1915 1640				
DIFF CHANGED 1640 	_6893D337F25A889B	gn_damarus_vidorus	Damarus Vidorus	
DIFF SWAP 1729 1641				
DIFF CHANGED 1641 	_1904989DA6B79C98	gn_daro_carera	Daro Carera	
DIFF SWAP 1802 1642				
DIFF CHANGED 1642 	_A4C7909AE4984C99	gn_egg	egg	
DIFF SWAP 1915 1643				
DIFF CHANGED 1643 	_5147B877C8B87C7E	gn_fang_cho_lin	Fang Cho Lin	
DIFF SWAP 1842 1644				
DIFF CHANGED 1644 	_E9056F9A627633A1	gn_fi_cha_fuing	Fi Cha Fuing	
DIFF SWAP 1765 1645				
DIFF CHANGED 1645 	_A37860B1A8D76C63	gn_forcio_pani	Forcio Pani	
DIFF SWAP 1814 1646				
DIFF CHANGED 1646 	_24A8D0A71E19146F	gn_forti_amarri	Forti Amarri	
DIFF SWAP 1674 1647				
DIFF CHANGED 1647 	_6C06C869571A88B5	gn_goloris_raeps	Goloris Raeps	
DIFF SWAP 1813 1648				
DIFF CHANGED 1648 	_7E7E5DF328BD0125	gn_goo_kipucka_leader	goo_kipucka_leader	
DIFF SWAP 1789 1649				
DIFF CHANGED 1649 	_AA97DC9B2AF7C893	gn_goo_kitimandib	goo_kitimandib	
DIFF SWAP 1812 1650				
DIFF CHANGED 1650 	_E126BCA05557A87C	gn_goo_mob_code1	goo_mob_code1	
DIFF SWAP 1731 1651				
DIFF CHANGED 1651 	_E126BCA09557A87D	gn_goo_mob_code2	goo_mob_code2	
DIFF SWAP 1875 1652				
DIFF CHANGED 1652 	_E126BCA0D557A87E	gn_goo_mob_code3	goo_mob_code3	
DIFF SWAP 1771 1653				
DIFF CHANGED 1653 	_E126BCA01657A87F	gn_goo_mob_code4	goo_mob_code4	
DIFF SWAP 1748 1654				
DIFF CHANGED 1654 	_E836F0B22A3A98AA	gn_goomaster_boss	goomaster_boss	
DIFF SWAP 1667 1655				
DIFF CHANGED 1655 	_F4EDE7E61E54E2ED	gn_guard_spire_zorai_karavan	guard_spire_zorai_karavan	
DIFF SWAP 1851 1656				
DIFF CHANGED 1656 	_A497908C661854A0	gn_heal	heal	
DIFF SWAP 1700 1657				
DIFF CHANGED 1657 	_6235DAF15B14EA6B	gn_healer_fyros_spire_kami	healer_fyros_spire_kami	
DIFF SWAP 1827 1658				
