DIFF_CMD	*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
DIFF SWAP 6290 5823									
DIFF CHANGED 5823 	_2F6B57078A74AFFB	iapsdf	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide d'excellente constitution provenant du désert
DIFF SWAP 6291 5824									
DIFF CHANGED 5824 	_9943DD5E8B04A089	iapsf	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide de très faible constitution provenant de la forêt
DIFF SWAP 6292 5825									
DIFF CHANGED 5825 	_82AD42ECC0916832	iapsfc	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide de faible constitution provenant de la forêt
DIFF SWAP 6373 5826									
DIFF CHANGED 5826 	_14D054058A3EC63C	iapsfd	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide de constitution moyenne provenant de la forêt
DIFF SWAP 6386 5827									
DIFF CHANGED 5827 	_8259B8703EAE41F4	iapsfe	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide de bonne constitution provenant de la forêt
DIFF SWAP 6387 5828									
DIFF CHANGED 5828 	_0DEB28E10943B3AA	iapsff	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide d'excellente constitution provenant de la forêt
DIFF SWAP 6388 5829									
DIFF CHANGED 5829 	_F2C2CF5A0D44A08D	iapsj	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide de très faible constitution provenant de la jungle
DIFF SWAP 6389 5830									
DIFF CHANGED 5830 	_04ED42EC19105A32	iapsjc	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide de faible constitution provenant de la jungle
DIFF SWAP 6390 5831									
DIFF CHANGED 5831 	_15D0546A8806B646	iapsjd	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide de constitution moyenne provenant de la jungle
DIFF SWAP 6391 5832									
DIFF CHANGED 5832 	_81BAC8703E042175	iapsje	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide de bonne constitution provenant de la jungle
DIFF SWAP 6392 5833									
DIFF CHANGED 5833 	_0D41085E08A4C3AE	iapsjf	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide d'excellente constitution provenant de la jungle
DIFF SWAP 6393 5834									
DIFF CHANGED 5834 	_863132EC8CD4A59A	iapsl	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide de très faible constitution provenant des lacs
DIFF SWAP 6394 5835									
DIFF CHANGED 5835 	_837D47F7AD7FBDC6	iapslc	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide de faible constitution provenant des lacs
DIFF SWAP 6395 5836									
DIFF CHANGED 5836 	_53E480B94190FD46	iapsld	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide de constitution moyenne provenant des lacs
DIFF SWAP 6396 5837									
DIFF CHANGED 5837 	_E69AACB101EABD10	iapsle	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide de bonne constitution provenant des lacs
DIFF SWAP 6397 5838									
DIFF CHANGED 5838 	_D027A4F76D84A7F1	iapslf	Mektoub de Bât	un	le	Mektoubs de Bât	des	les	Mektoub de Bât rapide d'excellente constitution provenant des lacs
DIFF SWAP 6770 5839									
DIFF CHANGED 5839 	_FE0FA17D3E56ACFA	ipma01	Oeuf de Focus 1	un	l'	Oeufs de Focus 1	des	les	Redonne instantanément 100 points de Focus
DIFF SWAP 6772 5840									
DIFF CHANGED 5840 	_FE0FA17E3E66B0FB	ipma02	Oeuf de Focus 2	un	l'	Oeufs de Focus 2	des	les	Redonne instantanément 200 points de Focus
DIFF SWAP 6066 5841									
DIFF CHANGED 5841 	_FE0FA17F3E76B4FC	ipma03	Oeuf de Focus 3	un	l'	Oeufs de Focus 3	des	les	Redonne instantanément 300 points de Focus
DIFF SWAP 5978 5842									
DIFF CHANGED 5842 	_FE0FA1803E86B8FD	ipma04	Oeuf de Focus 4	un	l'	Oeufs de Focus 4	des	les	Redonne instantanément 400 points de Focus
DIFF SWAP 6007 5843									
DIFF CHANGED 5843 	_FE0FA1813E96BCFE	ipma05	Oeuf de Focus 5	un	l'	Oeufs de Focus 5	des	les	Redonne instantanément 500 points de Focus
DIFF SWAP 5984 5844									
DIFF CHANGED 5844 	_FB0B0FAE5714D854	ipmb01	Oeuf de Stamina 1	un	l'	Oeufs de Stamina 1	des	les	Redonne instantanément 100 points de Stamina
DIFF SWAP 5987 5845									
DIFF CHANGED 5845 	_FB1B0FAE5724DC55	ipmb02	Oeuf de Stamina 2	un	l'	Oeufs de Stamina 2	des	les	Redonne instantanément 200 points de Stamina
DIFF SWAP 6069 5846									
DIFF CHANGED 5846 	_FB2B0FAE5734E056	ipmb03	Oeuf de Stamina 3	un	l'	Oeufs de Stamina 3	des	les	Redonne instantanément 300 points de Stamina
DIFF SWAP 6270 5847									
DIFF CHANGED 5847 	_FB3B0FAE5744E457	ipmb04	Oeuf de Stamina 4	un	l'	Oeufs de Stamina 4	des	les	Redonne instantanément 400 points de Stamina
DIFF SWAP 6879 5848									
DIFF CHANGED 5848 	_FB4B0FAE5754E858	ipmb05	Oeuf de Stamina 5	un	l'	Oeufs de Stamina 5	des	les	Redonne instantanément 500 points de Stamina
DIFF SWAP 6271 5849									
DIFF CHANGED 5849 	_A3A62D79DB673B60	ipmc01	Oeuf de Vie 1	un	l'	Oeufs de Vie 1	des	les	Redonne instantanément 100 points de Vie
DIFF SWAP 6272 5850									
DIFF CHANGED 5850 	_A3C62D79DB673F61	ipmc02	Oeuf de Vie 2	un	l'	Oeufs de Vie 2	des	les	Redonne instantanément 200 points de Vie
DIFF SWAP 6273 5851									
DIFF CHANGED 5851 	_A3E62D79DB674362	ipmc03	Oeuf de Vie 3	un	l'	Oeufs de Vie 3	des	les	Redonne instantanément 300 points de Vie
DIFF SWAP 6274 5852									
DIFF CHANGED 5852 	_A3062D79DB674763	ipmc04	Oeuf de Vie 4	un	l'	Oeufs de Vie 4	des	les	Redonne instantanément 400 points de Vie
DIFF SWAP 6130 5853									
DIFF CHANGED 5853 	_A3262D79DB674B64	ipmc05	Oeuf de Vie 5	un	l'	Oeufs de Vie 5	des	les	Redonne instantanément 500 points de Vie
DIFF SWAP 6131 5854									
DIFF CHANGED 5854 	_6063D2453F27C6F1	ipmd01	Oeuf de Sève 1	un	l'	Oeufs de Sève 1	des	les	Redonne instantanément 100 points de Sève
DIFF SWAP 6132 5855									
DIFF CHANGED 5855 	_A063D2453F37CAF2	ipmd02	Oeuf de Sève 2	un	l'	Oeufs de Sève 2	des	les	Redonne instantanément 200 points de Sève
DIFF SWAP 6133 5856									
DIFF CHANGED 5856 	_E063D2453F47CEF3	ipmd03	Oeuf de Sève 3	un	l'	Oeufs de Sève 3	des	les	Redonne instantanément 300 points de Sève
DIFF SWAP 6135 5857									
DIFF CHANGED 5857 	_2163D2453F57D2F4	ipmd04	Oeuf de Sève 4	un	l'	Oeufs de Sève 4	des	les	Redonne instantanément 400 points de Sève
DIFF SWAP 6247 5858									
DIFF CHANGED 5858 	_6163D2453F67D6F5	ipmd05	Oeuf de Sève 5	un	l'	Oeufs de Sève 5	des	les	Redonne instantanément 500 points de Sève
DIFF SWAP 6067 5859									
DIFF CHANGED 5859 	_9967E85B25F15A64	ipme01	Oeuf de Vitesse 1	un	l'	Oeufs de Vitesse 1	des	les	Double votre vitesse de déplacement pendant 10 secondes
DIFF SWAP 6248 5860									
DIFF CHANGED 5860 	_9967E86025015E65	ipme02	Oeuf de Vitesse 2	un	l'	Oeufs de Vitesse 2	des	les	Double votre vitesse de déplacement pendant 15 secondes
DIFF SWAP 6253 5861									
DIFF CHANGED 5861 	_9967E85B65116266	ipme03	Oeuf de Vitesse 3	un	l'	Oeufs de Vitesse 3	des	les	Double votre vitesse de déplacement pendant 20 secondes
DIFF SWAP 6262 5862									
DIFF CHANGED 5862 	_9967E86065216667	ipme04	Oeuf de Vitesse 4	un	l'	Oeufs de Vitesse 4	des	les	Double votre vitesse de déplacement pendant 25 secondes
DIFF SWAP 6269 5863									
DIFF CHANGED 5863 	_9967E85BA5316A68	ipme05	Oeuf de Vitesse 5	un	l'	Oeufs de Vitesse 5	des	les	Double votre vitesse de déplacement pendant 30 secondes
DIFF SWAP 6398 5864									
DIFF CHANGED 5864 	_F26DCB060D18501B	ipmf01	Oeuf d'Invulnérabilité 1	un	l'	Oeufs d'Invulnérabilité 1	des	les	Vous rend invulnérable pendant 15 secondes mais vous ne pouvez plus faire d'action pendant ce temps
DIFF SWAP 6401 5865									
DIFF CHANGED 5865 	_F27DD3060D18581B	ipmf02	Oeuf d'Invulnérabilité 2	un	l'	Oeufs d'Invulnérabilité 2	des	les	Vous rend invulnérable pendant 17 secondes mais vous ne pouvez plus faire d'action pendant ce temps
DIFF SWAP 6399 5866									
DIFF CHANGED 5866 	_F28DDB060D18601B	ipmf03	Oeuf d'Invulnérabilité 3	un	l'	Oeufs d'Invulnérabilité 3	des	les	Vous rend invulnérable pendant 19 secondes mais vous ne pouvez plus faire d'action pendant ce temps
DIFF SWAP 6400 5867									
DIFF CHANGED 5867 	_F29DBB070D18681B	ipmf04	Oeuf d'Invulnérabilité 4	un	l'	Oeufs d'Invulnérabilité 4	des	les	Vous rend invulnérable pendant 21 secondes mais vous ne pouvez plus faire d'action pendant ce temps
DIFF SWAP 5956 5868									
DIFF CHANGED 5868 	_F2ADC3070D18701B	ipmf05	Oeuf d'Invulnérabilité 5	un	l'	Oeufs d'Invulnérabilité 5	des	les	Vous rend invulnérable pendant 23 secondes mais vous ne pouvez plus faire d'action pendant ce temps
DIFF SWAP 6291 5869									
DIFF CHANGED 5869 	_DB311DB7E7B9730D	isadp_kami_1	Service 'Souffle rituel de Ma-Duk'	un	le	Services 'Souffle rituel de Ma-Duk'	des	les	Accélère légèrement la résorption de votre pénalité de décès actuelle.
DIFF SWAP 6292 5870									
DIFF CHANGED 5870 	_016654FBFEAB7141	isadp_kami_2	Service 'Souffle sacré de Ma-Duk'	un	le	Services 'Souffle sacré de Ma-Duk'	des	les	Accélère modérément la résorption de votre pénalité de décès actuelle.
DIFF SWAP 6373 5871									
DIFF CHANGED 5871 	_AE2515E135AD26BF	isadp_kami_3	Service 'Souffle divin de Ma-Duk'	un	le	Services 'Souffle divin de Ma-Duk'	des	les	Accélère fortement la résorption de votre pénalité de décès actuelle.
DIFF SWAP 6386 5872									
DIFF CHANGED 5872 	_7637AD64A2F2A345	isadp_karavan_1	Service 'Baiser rituel de Jena'	un	le	Services 'Baiser rituel de Jena'	des	les	Accélère légèrement la résorption de votre pénalité de décès actuelle.
DIFF SWAP 6387 5873									
DIFF CHANGED 5873 	_692E0EB5D0DC0B28	isadp_karavan_2	Service 'Baiser sacré de Jena'	un	le	Services 'Baiser sacré de Jena'	des	les	Accélère modérément la résorption de votre pénalité de décès actuelle.
DIFF SWAP 6388 5874									
DIFF CHANGED 5874 	_D542347F0DF0A77C	isadp_karavan_3	Service 'Baiser divin de Jena'	un	le	Services 'Baiser divin de Jena'	des	les	Accélère fortement la résorption de votre pénalité de décès actuelle.
DIFF SWAP 6431 5875									
DIFF CHANGED 5875 	_34A595F283C3C0A4	icbm2sa	Hache Retch des Percécorces	une	la	Haches Retch des Percécorces	des	les	
DIFF SWAP 6432 5876									
DIFF CHANGED 5876 	_E724E91052DCDF2A	icbm2sa_2	Hache Retch des Pillards du Désert	une	la	Haches Retch des Pillards du Désert	des	les	
DIFF SWAP 6433 5877									
DIFF CHANGED 5877 	_9A17E531B3C4943A	icbm2sa_3	Hache Retch des Veilleurs	une	la	Haches Retch des Veilleurs	des	les	
DIFF SWAP 6435 5878									
DIFF CHANGED 5878 	_47DE3093F681D152	icbm2pp	Pique Krop des Gardes-frontières	une	la	Piques Krop des Gardes-frontières	des	les	
DIFF SWAP 6429 5879									
DIFF CHANGED 5879 	_5A38CC85F5AD8B50	icbm2pp_2	Pique Krop des Kitiniers	une	la	Piques Krop des Kitiniers	des	les	
DIFF SWAP 6430 5880									
DIFF CHANGED 5880 	_6290E06024F278DA	icbm2pp_3	Pique Krop des Dryades	une	la	Piques Krop des Dryades	des	les	
DIFF SWAP 6422 5881									
DIFF CHANGED 5881 	_6E8BB0B0FFB082EE	icbm2bm	Massue Kanka des Tuteurs	une	la	Massues Kanka des Tuteurs	des	les	
DIFF SWAP 6434 5882									
DIFF CHANGED 5882 	_ED2AF57C1743F494	icbm2bm_2	Massue Kanka des Recycleurs	une	la	Massues Kanka des Recycleurs	des	les	
DIFF SWAP 6436 5883									
DIFF CHANGED 5883 	_BC0B03FE3B4CD688	icbm2ss	Epée Flence des Sculpteurs de Vase	une	l'	Epées Flence des Sculpteurs de Vase	des	les	
DIFF SWAP 6437 5884									
DIFF CHANGED 5884 	_FCB8B79F92E470F0	icbm2ss_2	Epée Flence des Embourbés	une	l'	Epées Flence des Embourbés	des	les	
DIFF SWAP 6415 5885									
DIFF CHANGED 5885 	_32B540B9778263C4	icbm1sa	Hache Cleven des Taxeurs	une	la	Haches Cleven des Taxeurs	des	les	
DIFF SWAP 6416 5886									
DIFF CHANGED 5886 	_27F887DC8A1EBB89	icbm1sa_2	Hache Cleven des Renegades	une	la	Haches Cleven des Renegades	des	les	
DIFF SWAP 6417 5887									
DIFF CHANGED 5887 	_EBB7A046FED16F35	icbm1sa_3	Hache Cleven des Fraiders	une	la	Haches Cleven des Fraiders	des	les	
DIFF SWAP 6409 5888									
DIFF CHANGED 5888 	_546524D1FE7C7B1E	icbm1pd	Dague Fyler des Corsaires	une	la	Dagues Fyler des Corsaires	des	les	
DIFF SWAP 6410 5889									
DIFF CHANGED 5889 	_2049B5A6D0029C50	icbm1pd_2	Dague Fyler des Illuminés	une	la	Dagues Fyler des Illuminés	des	les	
DIFF SWAP 6411 5890									
DIFF CHANGED 5890 	_4C3E08FC91BEB069	icbm1pd_3	Dague Fyler des Cuzans	une	la	Dagues Fyler des Cuzans	des	les	
DIFF SWAP 6412 5891									
DIFF CHANGED 5891 	_4940D97F838E3064	icbm1ps	Lance Palor des Amazones	une	la	Lances Palor des Amazones	des	les	
DIFF SWAP 6413 5892									
DIFF CHANGED 5892 	_8489AC4649EB7BA4	icbm1ps_2	Lance Palor des Matisec	une	la	Lances Palor des Matisec	des	les	
DIFF SWAP 6414 5893									
DIFF CHANGED 5893 	_240D0C187511ADB7	icbm1ps_3	Lance Palor des Esclaves de la sève	une	la	Lances Palor des Esclaves de la sève	des	les	
DIFF SWAP 6403 5894									
DIFF CHANGED 5894 	_2B7988AD7D405EE8	icbm1bm	Massue Nanka des Zokamis	une	la	Massues Nanka des Zokamis	des	les	
DIFF SWAP 6404 5895									
DIFF CHANGED 5895 	_739B4DF98992C09F	icbm1bm_2	Massue Nanka du Cercle noir	une	la	Massues Nanka du Cercle noir	des	les	
DIFF SWAP 6405 5896									
DIFF CHANGED 5896 	_9491F885383C2FC0	icbm1bm_3	Massue Nanka des Gibads	une	la	Massues Nanka des Gibads	des	les	
DIFF SWAP 6406 5897									
DIFF CHANGED 5897 	_5CCA0507E567FBC6	icbm1bs	Bâton Shopan de l Arbre éternel	un	le	Bâtons Shopan de l Arbre éternel	des	les	
DIFF SWAP 6407 5898									
DIFF CHANGED 5898 	_141502B0C09677E8	icbm1bs_2	Bâton Shopan des Sèves sèches	un	le	Bâtons Shopan des Sèves sèches	des	les	
DIFF SWAP 6408 5899									
DIFF CHANGED 5899 	_302925517C4B0570	icbm1bs_3	Bâton Shopan des Maîtres de la goo	un	le	Bâtons Shopan des Maîtres de la goo	des	les	
DIFF SWAP 6418 5900									
DIFF CHANGED 5900 	_B2C3630E0928CE4F	icbm1ss	Epée Tanner des Contrebandiers	une	l'	Epées Tanner des Contrebandiers	des	les	
DIFF SWAP 6419 5901									
DIFF CHANGED 5901 	_CC8678AE739E6713	icbm1ss_2	Epée Tanner des Mercenaires écarlates	une	l'	Epées Tanner des Mercenaires écarlates	des	les	
DIFF SWAP 6421 5902									
DIFF CHANGED 5902 	_31C7EFDDC71BD88E	icbm1ss_3	Epée Tanner des Frères de la lagune	une	l'	Epées Tanner des Frères de la lagune	des	les	
DIFF SWAP 6439 5903									
DIFF CHANGED 5903 	_7C31B90EC021D0EF	icbr2a	Mitrailleuse Fraser des Façonneurs nocturnes	une	la	Mitrailleuses Fraser des Façonneurs nocturnes	des	les	
DIFF SWAP 6440 5904									
DIFF CHANGED 5904 	_0BC23687E60E118F	icbr2a_2	Mitrailleuse Fraser des Sauvages	une	la	Mitrailleuses Fraser des Sauvages	des	les	
DIFF SWAP 6441 5905									
DIFF CHANGED 5905 	_C892FA80269E19AC	icbr2a_3	Mitrailleuse Fraser des Sanguins	une	la	Mitrailleuses Fraser des Sanguins	des	les	
DIFF SWAP 6442 5906									
DIFF CHANGED 5906 	_41BC666723F68C5D	icbr2b	Fusil-Arbalète Ma-kam des Frères des plantes 	un	le	Fusil-Arbalètes Ma-kam des Frères des plantes 	des	les	
DIFF SWAP 6443 5907									
DIFF CHANGED 5907 	_C44917DCB2484C39	icbr2b_2	Fusil-Arbalète Ma-kam des Antekamis	un	le	Fusil-Arbalètes Ma-kam des Antekamis	des	les	
DIFF SWAP 6444 5908									
DIFF CHANGED 5908 	_D31BA3E9F2F9B807	icbr2b_3	Fusil-Arbalète Ma-kam des Mémoires	un	le	Fusil-Arbalètes Ma-kam des Mémoires	des	les	
DIFF SWAP 6446 5909									
DIFF CHANGED 5909 	_C96301658F8B098F	icbr2l	Lance-Grenades Brazer des Chasseurs de frahars	un	le	Lances-Grenades Brazer des Chasseurs de frahars	des	les	
DIFF SWAP 6447 5910									
DIFF CHANGED 5910 	_21B34E34301557E7	icbr2l_2	Lance-Grenades Brazer des Sans loi	un	le	Lances-Grenades Brazer des Sans loi	des	les	
DIFF SWAP 6426 5911									
DIFF CHANGED 5911 	_9A72E994AFC87368	icbr1p	Pistolet Maka des Bagnards	un	le	Pistolets Maka des Bagnards	des	les	
DIFF SWAP 6427 5912									
DIFF CHANGED 5912 	_6E64E38954A8CF89	icbr1p_2	Pistolet Maka des Matisagoo	un	le	Pistolets Maka des Matisagoo	des	les	
DIFF SWAP 6428 5913									
DIFF CHANGED 5913 	_4A8D903202EB249A	icbr1p_3	Pistolet Maka des Esclavagistes	un	le	Pistolets Maka des Esclavagistes	des	les	
DIFF SWAP 6438 5914									
DIFF CHANGED 5914 	_0E6007CB18696F22	icbr1b	Pistolet-Arbalète Fletcher des Marchands associés	un	le	Pistolets-Arbalète Fletcher des Marchands associés	des	les	
DIFF SWAP 6424 5915									
DIFF CHANGED 5915 	_DB0A24AB8FD87060	icbr1b_2	Pistolet-Arbalète Fletcher des Chlorogoos	un	le	Pistolets-Arbalète Fletcher des Chlorogoos	des	les	
DIFF SWAP 6425 5916									
DIFF CHANGED 5916 	_1DAA2C9891889848	icbr1b_3	Pistolet-Arbalète Fletcher des Cancrelats	un	le	Pistolets-Arbalète Fletcher des Cancrelats	des	les	
DIFF SWAP 6448 5917									
DIFF CHANGED 5917 	_273AACE94B59B4AF	icbr2r	Fusil Boomer des Trafiquants des ombres	un	le	Fusils Boomer des Trafiquants des ombres	des	les	
DIFF SWAP 6449 5918									
DIFF CHANGED 5918 	_53F1E542309E661E	icbr2r_2	Fusil Boomer de la Kuilde	un	le	Fusils Boomer de la Kuilde	des	les	
DIFF SWAP 6450 5919									
DIFF CHANGED 5919 	_F823A05B300E2D2D	icbr2r_3	Fusil Boomer des Saigneurs de racines	un	le	Fusils Boomer des Saigneurs de racines	des	les	
DIFF SWAP 6451 5920									
DIFF CHANGED 5920 	_256D35F2C5A70404	icbsb	Rondache Kastu des Iconodoules	une	la	Rondaches Kastu des Iconodoules	des	les	
DIFF SWAP 6452 5921									
DIFF CHANGED 5921 	_601841A7547E24DB	icbsb_2	Rondache Katsu des Déferlants	une	la	Rondaches Katsu des Déferlants	des	les	
DIFF SWAP 6453 5922									
DIFF CHANGED 5922 	_832B724EC96018AD	icbsb_3	Rondache Kastu des Écorchés	une	la	Rondaches Kastu des Écorchés	des	les	
DIFF SWAP 6454 5923									
DIFF CHANGED 5923 	_85D8B94BB7E9F0EC	icbss	Bouclier Stok des Dresseurs d eau	un	le	Boucliers Stok des Dresseurs d eau	des	les	
DIFF SWAP 6455 5924									
DIFF CHANGED 5924 	_012E2235343CB1AD	icbss_2	Bouclier Stok des Pyromanciennes	un	le	Boucliers Stok des Pyromanciennes	des	les	
DIFF SWAP 6456 5925									
DIFF CHANGED 5925 	_B7894180CB07507E	icbss_3	Bouclier Stok des Puisatiers	un	le	Boucliers Stok des Puisatiers	des	les	
DIFF SWAP 6352 5926									
DIFF CHANGED 5926 	_95829D6A573A7B56	test_scroll	Parchemin usé	un	le	Parchemins usés	des	les	@{FFF9}Ce parchemin usé est illisible...
DIFF SWAP 6936 5927									
DIFF CHANGED 5927 	_26A82E2C736968FF	ep2_large_bark_splinter	Grand Éclat d'Écorce	un	le	Grands Éclats d'Écorce	des	les	
DIFF SWAP 6129 5928									
DIFF CHANGED 5928 	_43FF15B4E2428065	ep2_large_fibers	Grosse Poignée de Fibres	une	la	Grandes Poignées de Fibres	des	les	
DIFF SWAP 6699 5929									
DIFF CHANGED 5929 	_7D8480F4EBD96ABB	ep2_large_root_piece	Grand Morceau de Racine	une	le	Grands Morceaux de Racines	des	les	
DIFF SWAP 6765 5930									
DIFF CHANGED 5930 	_69B2A3328BF8B02E	ep2_large_trunk	Longue Partie de Tronc	une	la	Longues Parties de Troncs	des	les	
DIFF SWAP 6566 5931									
DIFF CHANGED 5931 	_3D228D8CD7612330	ep2_major_maduk_core	Pièce Majeure du Noyau de Ma-Duk	une	la	Pièces Majeures du Noyau de Ma-Duk	des	les	
DIFF SWAP 6467 5932									
DIFF CHANGED 5932 	_0291763EEFEE915A	ep2_major_symbol_part	Pièce Majeure du Symbole	une	la	Pièces Majeures du Symbole	des	les	
DIFF SWAP 6624 5933									
DIFF CHANGED 5933 	_E6BC0942CCCA3619	ep2_minor_maduk_core	Pièce Mineure du Noyau de Ma-Duk	une	la	Pièces Mineures du Symbole	des	les	
DIFF SWAP 6600 5934									
DIFF CHANGED 5934 	_0311763EEF2EC162	ep2_minor_symbol_part	Pièce Mineure du Symbole	une	la	Pièces Mineures du Symbole	des	les	
DIFF SWAP 6805 5935									
DIFF CHANGED 5935 	_C9E6BE5AAEE3BCCB	ep2_small_bark_splinter	Petit Éclat d'Écorce	une	le	Petits Éclats d'Écorces	des	les	
DIFF SWAP 6596 5936									
DIFF CHANGED 5936 	_C15021BFE960D46D	ep2_small_fibers	Petite Poignée de Fibres	une	la	Petites Poignées de Fibres	des	les	
DIFF SWAP 6653 5937									
DIFF CHANGED 5937 	_4557FB3B22073DE9	ep2_small_root_piece	Petit Morceau de Racine	un	le	Petits Morceaux de Racines	des	les	
DIFF SWAP 6661 5938									
DIFF CHANGED 5938 	_29D3BF398AD70C3C	ep2_small_trunk	Courte Partie de Tronc	une	la	Courtes Parties de Troncs	des	les	
DIFF SWAP 6461 5939									
DIFF CHANGED 5939 	_BC5191C78EE1FED4	ep2_large_moss_patch	Grande Plaque de Mousse	une	la	Grandes Plaques de Mousse	des	les	
DIFF SWAP 6847 5940									
DIFF CHANGED 5940 	_8F9116D876F84899	ep2_small_bud	Petit Bourgeon d'Ornement	un	le	Petits Bourgeons d'Ornement	des	les	
DIFF SWAP 6607 5941									
DIFF CHANGED 5941 	_42354CE71D952AF3	ep2_small_moss_patch	Petite Plaque de Mousse	une	la	Petites Plaque de Mousse	des	les	
DIFF SWAP 6784 5942									
DIFF CHANGED 5942 	_CA00D6D66FD9887F	ep2_large_bud	Grand Bourgeon d'Ornement	un	le	Grands Bourgeons D'ornement	des	les	
DIFF SWAP 6926 5943									
DIFF CHANGED 5943 	_243FE7C75D08466D	ep2_high_brick	Brique Supérieure de Muraille	une	la	Briques Supérieures de Muraille	des	les	
DIFF SWAP 6564 5944									
DIFF CHANGED 5944 	_5A2D672E92639F42	ep2_large_conglomerate	Grand Conglomérat de Comble	un	le	Petits Conglomérats de Comble	des	les	
DIFF SWAP 6779 5945									
DIFF CHANGED 5945 	_15335AA51325C108	ep2_low_brick	Brique Inférieure de Muraille	une	la	Briques Inférieures de Muraille	des	les	
DIFF SWAP 6720 5946									
DIFF CHANGED 5946 	_3614EEA5F764F0B3	ep2_major_column	Pièce Majeure de Colonne	une	la	Pièces Majeures de Colonnes	des	les	
DIFF SWAP 6768 5947									
DIFF CHANGED 5947 	_F93BFE01FC38724D	ep2_major_justice_column	Pièce Majeure de Colonne de Justice	une	la	Pièces Majeures de Colonne de Justice	des	les	
DIFF SWAP 6897 5948									
DIFF CHANGED 5948 	_C91907D2BD773DB4	ep2_major_ornament	Pièce Majeure d'Ornement	une	la	Pièces Majeures d'Ornement	des	les	
DIFF SWAP 6660 5949									
DIFF CHANGED 5949 	_76ECE3AA52EEFAB6	ep2_large_patch_cover	Plaque Majeure de Revêtement	une	la	Plaque Majeures de Revêtement	des	les	
DIFF SWAP 6568 5950									
DIFF CHANGED 5950 	_D12772F5D837E5D0	ep2_major_pedestal	Pièce Majeure de Socle	une	la	Pièces Majeures de Socle	des	les	
DIFF SWAP 6575 5951									
DIFF CHANGED 5951 	_1F95629D83FA01FD	ep2_major_statue_part	Partie Majeure de Statue	une	la	Parties Majeures de Statue	des	les	
DIFF SWAP 6953 5952									
DIFF CHANGED 5952 	_74A326AA36A443C1	ep2_minor_column	Pièce Mineure de Colonne	une	la	Pièces Majeures de Colonne	des	les	
DIFF SWAP 6598 5953									
DIFF CHANGED 5953 	_F93B0E0DFE78924D	ep2_minor_justice_column	Pièce Mineure de Colonne de Justice	une	la	Pièces Mineures de Colonne de Justice	des	les	
DIFF SWAP 6925 5954									
DIFF CHANGED 5954 	_C95927D6BFB75DB4	ep2_minor_ornament	Pièce Mineure d'Ornement	une	la	Pièces Mineures d'Ornement	des	les	
DIFF SWAP 6642 5955									
DIFF CHANGED 5955 	_798A83F9D4F9848D	ep2_small_patch_cover	Plaque Mineure de Revêtement	une	la	Plaques Mineures de Revêtement	des	les	
DIFF SWAP 6899 5956									
DIFF CHANGED 5956 	_D16792F5D8B725D0	ep2_minor_pedestal	Pièce Mineure de Socle	une	la	Pièces Mineures de Socle	des	les	
DIFF SWAP 6933 5957									
DIFF CHANGED 5957 	_2195629D837A4101	ep2_minor_statue_part	Partie Mineure de Statue	une	la	Parties Mineures de Statue	des	les	
DIFF SWAP 6929 5958									
DIFF CHANGED 5958 	_5A2E534891E3CF49	ep2_small_conglomerate	Petit Conglomérat de Comble	un	le	Petits Conglomérats de Comble	des	les	
DIFF SWAP 6135 5959									
DIFF CHANGED 5959 	_B946D567EE8D669A	ixpca01	Cristal d'Élévation	un	le	Cristaux d'Élévation	des	les	Les cristaux donnent un bonus d'expérience. Une fois activés ils sont consommés en fonction du gain d'expérience ce qui va jusqu'à doubler l'expérience reçue. Le cristal n'est efficace que pour des actions de niveau inférieur à sa qualité. Pour l'activer cliquer avec le bouton droit sur l'objet dans l'inventaire puis cliquer l'option dans le menu.
DIFF SWAP 6247 5960									
DIFF CHANGED 5960 	_B946D567EE9D669A	ixpca02	Cristal d'Élévation	un	le	Cristaux d'Élévation	des	les	Les cristaux donnent un bonus d'expérience. Une fois activés ils sont consommés en fonction du gain d'expérience ce qui va jusqu'à doubler l'expérience reçue. Le cristal n'est efficace que pour des actions de niveau inférieur à sa qualité. Pour l'activer cliquer avec le bouton droit sur l'objet dans l'inventaire puis cliquer l'option dans le menu.
DIFF SWAP 6024 5961									
