*HASH_VALUE	creature ID	name	ia	da	p	pia	pda		
_-	ckhfe4	Awesome  Kipee	an	the			Awesome  Kipees		the
_-	ckhfe5	Kethaa	a	the					
_-	ckhfe7	Kipeekin							
_-	ckhfe8	Destroyer Kipee	a	the					
_-	ckhff1	Gruesome Kipee	a	the			Gruesome Kipees		the
_-	ckhff2	Lacerating  Kipee	a	the			Lacerating  Kipees		the
_-	ckhff3	Killer  Kipee	a	the			Killer  Kipees		the
_-	ckhff4	Great Kipee	a	the					
_-	ckhff6	Kipee	a	the					
_-	ckhff7	Kipeekin							
_-	ckhfx4	Kipee Faible	un	le	du	au	Kipees Faibles	des	les
_-	ckhib1	Trooper Kipee							the
_-	ckhib2	Power Trooper Kipee							the
_-	ckhib3	Great Trooper Kipee							the
_-	ckhib4	Elite Trooper Kipee							the
_-	ckhic1	Raider Kipee							the
_-	ckhic2	Power Raider Kipee							the
_-	ckhic3	Great Raider Kipee							the
_-	ckhic4	Elite Raider Kipee							the
_-	ckhid1	Warrior Kipee							the
_-	ckhid2	Power Warrior Kipee							the
_-	ckhid3	Great Warrior Kipee							the
_-	ckhid4	Elite Warrior Kipee							the
_-	ckhie1	Reaper Kipee							the
_-	ckhie2	Power Reaper Kipee							the
_-	ckhie3	Great Reaper Kipee							the
_-	ckhie4	Elite Reaper Kipee							the
_-	ckhif1	Overlord Kipee							the
_-	ckhif2	Power Overlord Kipee							the
_-	ckhif3	Great Overlord Kipee							the
_-	ckhif4	Elite Overlord Kipee							the
_-	ckhja1	Weeny  Kipee	a	the			Weeny  Kipees		the
_-	ckhja2	Puny  Kipee	a	the			Puny  Kipees		the
_-	ckhja3	Feeble  Kipee	a	the			Feeble  Kipees		the
_-	ckhja4	Young Kipee	a	the			Young Kipees		the
_-	ckhjb1	Vigorous  Kipee	a	the			Vigorous  Kipees		the
_-	ckhjb2	Vulgar  Kipee	a	the			Vulgar  Kipees		the
_-	ckhjb3	Moderate  Kipee	a	the			Moderate  Kipees		the
_-	ckhjb4	Hard Kipee	a	the			Hard Kipees		the
_-	ckhjb7	Kipeekya							
_-	ckhjb8	Demolisher Kipee	a	the					
_-	ckhjc1	Vigilant Kipee	a	the			Vigilant Kipees		the
_-	ckhjc2	Strong  Kipee	a	the			Strong  Kipees		the
_-	ckhjc3	Mean Kipee	a	the			Mean Kipees		the
_-	ckhjc4	Vicious  Kipee	a	the			Vicious  Kipees		the
_-	ckhjc7	Kipeekya							
_-	ckhjd1	Dreaded Kipee	a	the			Dreaded Kipees		the
_-	ckhjd2	Master Kipee	a	the			Master Kipees		the
_-	ckhjd3	Veteran Kipee	a	the			Veteran Kipees		the
_-	ckhjd4	Hungry  Kipee	a	the			Hungry  Kipees		the
_-	ckhjd7	Kipeekya							
_-	ckhje1	Nettled  Kipee	a	the			Nettled  Kipees		the
_-	ckhje2	Incensed  Kipee	an	the			Incensed  Kipees		the
_-	ckhje3	Mighty Kipee	a	the			Mighty Kipees		the
_-	ckhje4	Awesome  Kipee	an	the			Awesome  Kipees		the
_-	ckhje7	Kipeekya							
_-	ckhje8	Demolisher Kipee	a	the					
_-	ckhjf1	Gruesome Kipee	a	the			Gruesome Kipees		the
_-	ckhjf2	Lacerating  Kipee	a	the			Lacerating  Kipees		the
_-	ckhjf3	Killer  Kipee	a	the			Killer  Kipees		the
_-	ckhjf4	Great Kipee	a	the					
_-	ckhjf7	Kipeekya							
_-	ckhla1	Weeny  Kipee	a	the			Weeny  Kipees		the
_-	ckhla2	Puny  Kipee	a	the			Puny  Kipees		the
_-	ckhla3	Feeble  Kipee	a	the			Feeble  Kipees		the
_-	ckhla4	Young Kipee	a	the			Young Kipees		the
_-	ckhlb1	Vigorous  Kipee	a	the			Vigorous  Kipees		the
_-	ckhlb2	Vulgar  Kipee	a	the			Vulgar  Kipees		the
_-	ckhlb3	Moderate  Kipee	a	the			Moderate  Kipees		the
_-	ckhlb4	Hard Kipee	a	the			Hard Kipees		the
_-	ckhlb7	Kipeekan							
_-	ckhlc1	Vigilant Kipee	a	the			Vigilant Kipees		the
_-	ckhlc2	Strong  Kipee	a	the			Strong  Kipees		the
_-	ckhlc3	Mean Kipee	a	the			Mean Kipees		the
_-	ckhlc4	Vicious  Kipee	a	the			Vicious  Kipees		the
_-	ckhlc7	Kipeekan							
_-	ckhld1	Dreaded Kipee	a	the			Dreaded Kipees		the
_-	ckhld2	Master Kipee	a	the			Master Kipees		the
_-	ckhld3	Veteran Kipee	a	the			Veteran Kipees		the
_-	ckhld4	Hungry  Kipee	a	the			Hungry  Kipees		the
_-	ckhld7	Kipeekan							
_-	ckhle1	Nettled  Kipee	a	the			Nettled  Kipees		the
_-	ckhle2	Incensed  Kipee	an	the			Incensed  Kipees		the
_-	ckhle3	Mighty Kipee	a	the			Mighty Kipees		the
_-	ckhle4	Awesome  Kipee	an	the			Awesome  Kipees		the
_-	ckhle5	Kritter							the
_-	ckhle7	Kipeekan							
_-	ckhlf1	Gruesome Kipee	a	the			Gruesome Kipees		the
_-	ckhlf2	Lacerating  Kipee	a	the			Lacerating  Kipees		the
_-	ckhlf3	Killer  Kipee	a	the			Killer  Kipees		the
_-	ckhlf4	Great Kipee							the
_-	ckhlf7	Kipeekan							
_-	ckhpa1	Weeny  Kipee	a	the			Weeny  Kipees		the
_-	ckhpa2	Puny  Kipee	a	the			Puny  Kipees		the
_-	ckhpa3	Feeble  Kipee	a	the			Feeble  Kipees		the
_-	ckhpa4	Young Kipee	a	the			Young Kipees		the
_-	ckhpb1	Vigorous  Kipee	a	the			Vigorous  Kipees		the
_-	ckhpb2	Vulgar  Kipee	a	the			Vulgar  Kipees		the
_-	ckhpb3	Moderate  Kipee	a	the			Moderate  Kipees		the
_-	ckhpb4	Hard Kipee	a	the			Hard Kipees		the
_-	ckhpb7	Kipeekoo							
_-	ckhpc1	Vigilant Kipee	a	the			Vigilant Kipees		the
_-	ckhpc2	Strong  Kipee	a	the			Strong  Kipees		the
_-	ckhpc3	Mean Kipee	a	the			Mean Kipees		the
_-	ckhpc4	Vicious  Kipee	a	the			Vicious  Kipees		the
_-	ckhpc7	Kipeekoo							
_-	ckhpd1	Dreaded Kipee	a	the			Dreaded Kipees		the
_-	ckhpd2	Master Kipee	a	the			Master Kipees		the
_-	ckhpd3	Veteran Kipee	a	the			Veteran Kipees		the
_-	ckhpd4	Hungry  Kipee	a	the			Hungry  Kipees		the
_-	ckhpd5	Dunka							the
_-	ckhpd7	Kipeekoo							
_-	ckhpe1	Nettled  Kipee	a	the			Nettled  Kipees		the
_-	ckhpe2	Incensed  Kipee	an	the			Incensed  Kipees		the
_-	ckhpe3	Mighty Kipee	a	the			Mighty Kipees		the
_-	ckhpe4	Awesome  Kipee	an	the			Awesome  Kipees		the
_-	ckhpe7	Kipeekoo							
_-	ckhpf1	Gruesome Kipee	a	the			Gruesome Kipees		the
_-	ckhpf2	Lacerating  Kipee	a	the			Lacerating  Kipees		the
_-	ckhpf3	Killer  Kipee	a	the			Killer  Kipees		the
_-	ckhpf4	Great Kipee					Great Kipees		the
_-	ckhpf5	Cetra							the
_-	ckhpf7	Kipeekoo							
_-	ckhpf8	Terminator Kipee	a	the					
_-	CKICF4	Kizoar Mortel	un	le	du	au	Kizoars Mortels	des	les
_-	ckida1	Weeny  Kizoar	a	the			Weeny  Kizoars		the
_-	ckida2	Puny  Kizoar	a	the			Puny  Kizoars		the
_-	ckida3	Feeble  Kizoar	a	the			Feeble  Kizoars		the
_-	ckida4	Young Kizoar	a	the			Young Kizoars		the
_-	ckidb1	Vigorous  Kizoar	a	the			Vigorous  Kizoars		the
_-	ckidb2	Vulgar  Kizoar	a	the			Vulgar  Kizoars		the
_-	ckidb3	Moderate  Kizoar	a	the			Moderate  Kizoars		the
_-	ckidb4	Hard Kizoar	a	the			Hard Kizoars		the
_-	ckidb7	Kizoketh							
_-	ckidc1	Vigilant Kizoar	a	the			Vigilant Kizoars		the
_-	ckidc2	Strong  Kizoar	a	the			Strong  Kizoars		the
_-	ckidc3	Mean Kizoar	a	the			Mean Kizoars		the
_-	ckidc4	Vicious  Kizoar	a	the			Vicious  Kizoars		the
_-	ckidc7	Kizoketh							
_-	ckidd1	Dreaded Kizoar	a	the			Dreaded Kizoars		the
_-	ckidd2	Master Kizoar	a	the			Master Kizoars		the
_-	ckidd3	Veteran Kizoar	a	the			Veteran Kizoars		the
_-	ckidd4	Hungry  Kizoar	a	the			Hungry  Kizoars		the
_-	ckidd7	Kizoketh							
_-	ckide1	Nettled  Kizoar	a	the			Nettled  Kizoars		the
_-	ckide2	Incensed  Kizoar	an	the			Incensed  Kizoars		the
_-	ckide3	Mighty Kizoar	a	the			Mighty Kizoars		the
_-	ckide4	Awesome  Kizoar	an	the			Awesome  Kizoars		the
_-	ckide5	Zorak	a	the					
_-	ckide7	Kizoketh							
_-	ckidf1	Gruesome Kizoar	a	the			Gruesome Kizoars		the
_-	ckidf2	Lacerating  Kizoar	a	the			Lacerating  Kizoars		the
_-	ckidf3	Killer  Kizoar	a	the			Killer  Kizoars		the
_-	ckidf4	Great Kizoar	a	the					
_-	ckidf7	Kizoketh							
_-	ckifb7	Kizokin							
_-	ckifc1	Vigilant Kizoar	a				Vigilant Kizoars		the
_-	ckifc2	Strong  Kizoar	a				Strong  Kizoars		the
_-	ckifc3	Mean Kizoar	a				Mean Kizoars		the
_-	ckifc4	Vicious  Kizoar	a				Vicious  Kizoars		the
_-	ckifc7	Kizokin							
_-	ckifc8	Destroyer Kizoar	a	the					
_-	ckifd1	Dreaded Kizoar	a				Dreaded Kizoars		the
_-	ckifd2	Master Kizoar	a				Master Kizoars		the
_-	ckifd3	Veteran Kizoar	a				Veteran Kizoars		the
_-	ckifd4	Hungry  Kizoar	a				Hungry  Kizoars		the
_-	ckifd7	Kizokin							
_-	ckife1	Nettled  Kizoar	a				Nettled  Kizoars		the
_-	ckife2	Incensed  Kizoar	an				Incensed  Kizoars		the
_-	ckife3	Mighty Kizoar	a				Mighty Kizoars		the
_-	ckife4	Awesome  Kizoar	an				Awesome  Kizoars		the
_-	ckife5	Razoa	a	the					
_-	ckife7	Kizokin							
_-	ckiff1	Gruesome Kizoar	a				Gruesome Kizoars		the
_-	ckiff2	Lacerating  Kizoar	a				Lacerating  Kizoars		the
_-	ckiff3	Killer  Kizoar	a				Killer  Kizoars		the
_-	ckiff4	Great  Kizoar	a				Great  Kizoars		the
_-	ckiff7	Kizokin							
_-	ckiff8	Destroyer Kizoar	a	the					
_-	ckifx4	Kizoar Faible	un	le	du	au	Kizoars Faibles	des	les
_-	ckiga1	Impure Kizoar	an	the			Impure Kizoars		the
_-	ckiga2	Blighted Kizoar	a	the			Blighted Kizoars		the
_-	ckiga3	Contaminated Kizoar	a	the			Contaminated Kizoars		the
_-	ckiga4	Infected Kizoar	an	the			Infected Kizoars		the
_-	ckigb1	Nauseous Kizoar	a	the			Nauseous Kizoars		the
_-	ckigb2	Stinking Kizoar	a	the			Stinking Kizoars		the
_-	ckigb3	Morbid Kizoar	a	the			Morbid Kizoars		the
_-	ckigb4	Poisoned Kizoar	a	the			Poisoned Kizoars		the
_-	ckigc1	Plagued Kizoar	a	the			Plagued Kizoars		the
_-	ckigc2	Sickly  Kizoar	a	the			Sickly  Kizoars		the
_-	ckigc3	Putrescent Kizoar	a	the			Putrescent Kizoars		the
_-	ckigc4	Virulent Kizoar	a	the			Virulent Kizoars		the
_-	ckigd1	Ravaged Kizoar	a	the			Ravaged Kizoars		the
_-	ckigd2	Festering Kizoar	a	the			Festering Kizoars		the
_-	ckigd3	Pestiferous Kizoar	a	the			Pestiferous Kizoars		the
_-	ckigd4	Raving Kizoar	a	the			Raving Kizoars		the
_-	ckige1	Pustulous Kizoar	a	the			Pustulous Kizoars		the
_-	ckige2	Seeping Kizoar	a	the			Seeping Kizoars		the
_-	ckige3	Foaming Kizoar	a	the			Foaming Kizoars		the
_-	ckige4	Revolting Kizoar	a	the			Revolting Kizoars		the
_-	ckigf1	Demented Kizoar	a	the			Demented Kizoars		the
_-	ckigf2	Frenzied Kizoar	a	the			Frenzied Kizoars		the
_-	ckigf3	Fiendish Kizoar	a	the			Fiendish Kizoars		the
_-	ckigf4	Lethal Kizoar							the
_-	ckiib1	Trooper Kizoar							the
_-	ckiib2	Power Trooper Kizoar							the
_-	ckiib3	Great Trooper Kizoar							the
_-	ckiib4	Elite Trooper Kizoar							the
_-	ckiic1	Raider Kizoar							the
_-	ckiic2	Power Raider Kizoar							the
_-	ckiic3	Great Raider Kizoar							the
_-	ckiic4	Elite Raider Kizoar							the
_-	ckiid1	Warrior Kizoar							the
_-	ckiid2	Power Warrior Kizoar							the
_-	ckiid3	Great Warrior Kizoar							the
_-	ckiid4	Elite Warrior Kizoar							the
_-	ckiie1	Reaper Kizoar							the
_-	ckiie2	Power Reaper Kizoar							the
_-	ckiie3	Great Reaper Kizoar							the
_-	ckiie4	Elite Reaper Kizoar							the
_-	ckiif1	Overlord Kizoar							the
_-	ckiif2	Power Overlord Kizoar							the
_-	ckiif3	Great Overlord Kizoar							the
_-	ckiif4	Elite Overlord Kizoar							the
_-	ckija1	Weeny  Kizoar	a	the			Weeny  Kizoars		the
_-	ckija2	Puny  Kizoar	a	the			Puny  Kizoars		the
_-	ckija3	Feeble  Kizoar	a	the			Feeble  Kizoars		the
_-	ckija4	Young Kizoar	a	the			Young Kizoars		the
_-	ckijb1	Vigorous  Kizoar	a	the			Vigorous  Kizoars		the
_-	ckijb2	Vulgar  Kizoar	a	the			Vulgar  Kizoars		the
_-	ckijb3	Moderate  Kizoar	a	the			Moderate  Kizoars		the
_-	ckijb4	Hard Kizoar	a	the			Hard Kizoars		the
_-	ckijb7	Kizokya							
_-	ckijc1	Vigilant Kizoar	a	the			Vigilant Kizoars		the
_-	ckijc2	Strong  Kizoar	a	the			Strong  Kizoars		the
_-	ckijc3	Mean Kizoar	a	the			Mean Kizoars		the
_-	ckijc4	Vicious  Kizoar	a	the			Vicious  Kizoars		the
_-	ckijc5	Tang-Ka	a				Tang-Kas		the
_-	ckijc7	Kizokya							
_-	ckijd1	Dreaded Kizoar	a	the			Dreaded Kizoars		the
_-	ckijd2	Master Kizoar	a	the			Master Kizoars		the
_-	ckijd3	Veteran Kizoar	a	the			Veteran Kizoars		the
_-	ckijd4	Hungry  Kizoar	a	the			Hungry  Kizoars		the
_-	ckijd7	Kizokya							
_-	ckije1	Nettled  Kizoar	a	the			Nettled  Kizoars		the
_-	ckije2	Incensed  Kizoar	an	the			Incensed  Kizoars		the
_-	ckije3	Mighty Kizoar	a	the			Mighty Kizoars		the
_-	ckije4	Awesome  Kizoar	an	the			Awesome  Kizoars		the
_-	ckije5	Razing	a	the					
_-	ckije7	Kizokya							
_-	ckijf1	Gruesome Kizoar	a	the			Gruesome Kizoars		the
_-	ckijf2	Lacerating  Kizoar	a	the			Lacerating  Kizoars		the
_-	ckijf3	Killer  Kizoar	a	the			Killer  Kizoars		the
_-	ckijf4	Great Kizoar	a	the					
_-	ckijf7	Kizokya							
_-	ckilb7	Kizokan							
_-	ckilc1	Vigilant Kizoar	a				Vigilant Kizoars		the
_-	ckilc2	Strong  Kizoar	a				Strong  Kizoars		the
_-	ckilc3	Mean Kizoar	a				Mean Kizoars		the
_-	ckilc4	Vicious  Kizoar	a				Vicious  Kizoars		the
_-	ckilc7	Kizokan							
_-	ckild1	Dreaded Kizoar	a				Dreaded Kizoars		the
_-	ckild2	Master Kizoar	a				Master Kizoars		the
_-	ckild3	Veteran Kizoar	a				Veteran Kizoars		the
_-	ckild4	Hungry  Kizoar	a				Hungry  Kizoars		the
_-	ckild7	Kizokan							
_-	ckile1	Nettled  Kizoar	a				Nettled  Kizoars		the
_-	ckile2	Incensed  Kizoar	an				Incensed  Kizoars		the
_-	ckile3	Mighty Kizoar	a				Mighty Kizoars		the
_-	ckile4	Awesome  Kizoar	an				Awesome  Kizoars		the
_-	ckile7	Kizokan							
_-	ckilf1	Gruesome Kizoar	a				Gruesome Kizoars		the
_-	ckilf2	Lacerating  Kizoar	a				Lacerating  Kizoars		the
_-	ckilf3	Killer  Kizoar	a				Killer  Kizoars		the
_-	ckilf4	Great  Kizoar	a				Great  Kizoars		the
_-	ckilf7	Kizokan							
_-	ckipa1	Weeny  Kizoar	a	the			Weeny  Kizoars		the
_-	ckipa2	Puny  Kizoar	a	the			Puny  Kizoars		the
_-	ckipa3	Feeble  Kizoar	a	the			Feeble  Kizoars		the
_-	ckipa4	Young Kizoar	a	the			Young Kizoars		the
_-	ckipb1	Vigorous  Kizoar	a	the			Vigorous  Kizoars		the
_-	ckipb2	Vulgar  Kizoar	a	the			Vulgar  Kizoars		the
_-	ckipb3	Moderate  Kizoar	a	the			Moderate  Kizoars		the
_-	ckipb4	Hard Kizoar	a	the			Hard Kizoars		the
_-	ckipb7	Kizokoo							
_-	ckipc1	Vigilant Kizoar	a	the			Vigilant Kizoars		the
_-	ckipc2	Strong  Kizoar	a	the			Strong  Kizoars		the
_-	ckipc3	Mean Kizoar	a	the			Mean Kizoars		the
_-	ckipc4	Vicious  Kizoar	a	the			Vicious  Kizoars		the
_-	ckipc7	Kizokoo							
_-	ckipd1	Dreaded Kizoar	a	the			Dreaded Kizoars		the
_-	ckipd2	Master Kizoar	a	the			Master Kizoars		the
_-	ckipd3	Veteran Kizoar	a	the			Veteran Kizoars		the
_-	ckipd4	Hungry  Kizoar	a	the			Hungry  Kizoars		the
_-	ckipd7	Kizokoo							
_-	ckipd8	Terminator Kizoar							the
_-	ckipe1	Nettled  Kizoar	a	the			Nettled  Kizoars		the
_-	ckipe2	Incensed  Kizoar	an	the			Incensed  Kizoars		the
_-	ckipe3	Mighty Kizoar	a	the			Mighty Kizoars		the
_-	ckipe4	Awesome  Kizoar	an	the			Awesome  Kizoars		the
_-	ckipe5	Rayler							the
_-	ckipe7	Kizokoo							
_-	ckipe8	Terminator Kizoar							the
_-	ckipf1	Gruesome Kizoar	a	the			Gruesome Kizoars		the
_-	ckipf2	Lacerating  Kizoar	a	the			Lacerating  Kizoars		the
_-	ckipf3	Killer  Kizoar	a	the			Killer  Kizoars		the
_-	ckipf4	Great Kizoar					Great Kizoars		the
_-	ckipf5	Scaver							the
_-	ckipf7	Kizokoo							
_-	ckipf8	Terminator Kizoar	a	the					
_-	ckjad1	Kipesta							
_-	ckjad4	Kipesta Vorace							
_-	ckjaf2	Kipesta							
_-	ckjbd1	Kipesta							
_-	ckjbd4	Kipesta Vorace							
_-	ckjbf2	Kipesta							
_-	CKJCF4	Kipesta Mortel	un	le	du	au	Kipestas Mortels	des	les
_-	ckjdb7	Kipesketh							
_-	ckjdc7	Kipesketh							
_-	ckjdd1	Dreaded Kipesta	a				Dreaded Kipestas		the
_-	ckjdd2	Master Kipesta	a				Master Kipestas		the
_-	ckjdd3	Veteran Kipesta	a				Veteran Kipestas		the
_-	ckjdd4	Hungry  Kipesta	a				Hungry  Kipestas		the
_-	ckjdd7	Kipesketh							
_-	ckjdd8	Slayer Kipesta	a	the					
_-	ckjde1	Nettled  Kipesta	a				Nettled  Kipestas		the
_-	ckjde2	Incensed  Kipesta	an				Incensed  Kipestas		the
_-	ckjde3	Mighty Kipesta	a				Mighty Kipestas		the
_-	ckjde4	Awesome  Kipesta	an				Awesome  Kipestas		the
_-	ckjde7	Kipesketh							
_-	ckjde8	Slayer Kipesta	a	the					
_-	ckjdf1	Gruesome Kipesta	a				Gruesome Kipestas		the
_-	ckjdf2	Lacerating  Kipesta	a				Lacerating  Kipestas		the
_-	ckjdf3	Killer  Kipesta	a				Killer  Kipestas		the
_-	ckjdf4	Great  Kipesta	a				Great  Kipestas		the
_-	ckjdf7	Kipesketh							
_-	ckjfb7	Kipeskin							
_-	ckjfc7	Kipeskin							
_-	ckjfd1	Dreaded Kipesta	a				Dreaded Kipestas		the
_-	ckjfd2	Master Kipesta	a				Master Kipestas		the
_-	ckjfd3	Veteran Kipesta	a				Veteran Kipestas		the
_-	ckjfd4	Hungry  Kipesta	a				Hungry  Kipestas		the
_-	ckjfd7	Kipeskin							
_-	ckjfe1	Nettled  Kipesta	a				Nettled  Kipestas		the
_-	ckjfe2	Incensed  Kipesta	an				Incensed  Kipestas		the
_-	ckjfe3	Mighty Kipesta	a				Mighty Kipestas		the
_-	ckjfe4	Awesome  Kipesta	an				Awesome  Kipestas		the
_-	ckjfe5	Stapika	a	the					
_-	ckjfe7	Kipeskin							
_-	ckjff1	Gruesome Kipesta	a				Gruesome Kipestas		the
_-	ckjff2	Lacerating  Kipesta	a				Lacerating  Kipestas		the
_-	ckjff3	Killer  Kipesta	a				Killer  Kipestas		the
_-	ckjff4	Great  Kipesta	a				Great  Kipestas		the
_-	ckjff7	Kipeskin							
_-	ckjfx4	Kipesta Jeune	un	le	du	au	Kipestas Jeunes	des	les
_-	ckjga1	Impure Kipesta	an	the			Impure Kipestas		the
_-	ckjga2	Blighted Kipesta	a	the			Blighted Kipestas		the
_-	ckjga3	Contaminated Kipesta	a	the			Contaminated Kipestas		the
_-	ckjga4	Infected Kipesta	an	the			Infected Kipestas		the
_-	ckjgb1	Nauseous Kipesta	a	the			Nauseous Kipestas		the
_-	ckjgb2	Stinking Kipesta	a	the			Stinking Kipestas		the
_-	ckjgb3	Morbid Kipesta	a	the			Morbid Kipestas		the
_-	ckjgb4	Poisoned Kipesta	a	the			Poisoned Kipestas		the
_-	ckjgc1	Plagued Kipesta	a	the			Plagued Kipestas		the
_-	ckjgc2	Sickly  Kipesta	a	the			Sickly  Kipestas		the
_-	ckjgc3	Putrescent Kipesta	a	the			Putrescent Kipestas		the
_-	ckjgc4	Virulent Kipesta	a	the			Virulent Kipestas		the
_-	ckjgd1	Ravaged Kipesta	a	the			Ravaged Kipestas		the
_-	ckjgd2	Festering Kipesta	a	the			Festering Kipestas		the
_-	ckjgd3	Pestiferous Kipesta	a	the			Pestiferous Kipestas		the
_-	ckjgd4	Raving Kipesta	a	the			Raving Kipestas		the
_-	ckjge1	Pustulous Kipesta	a	the			Pustulous Kipestas		the
_-	ckjge2	Seeping Kipesta	a	the			Seeping Kipestas		the
_-	ckjge3	Foaming Kipesta	a	the			Foaming Kipestas		the
_-	ckjge4	Revolting Kipesta	a	the			Revolting Kipestas		the
_-	ckjgf1	Demented Kipesta	a	the			Demented Kipestas		the
_-	ckjgf2	Frenzied Kipesta	a	the			Frenzied Kipestas		the
_-	ckjgf3	Fiendish Kipesta	a	the			Fiendish Kipestas		the
_-	ckjgf4	Lethal Kipesta							the
_-	ckjib1	Trooper Kipesta							the
_-	ckjib2	Power Trooper Kipesta							the
_-	ckjib3	Great Trooper Kipesta							the
_-	ckjib4	Elite Trooper Kipesta							the
_-	ckjic1	Raider Kipesta							the
_-	ckjic2	Power Raider Kipesta							the
_-	ckjic3	Great Raider Kipesta							the
_-	ckjic4	Elite Raider Kipesta							the
_-	ckjid1	Warrior Kipesta							the
_-	ckjid2	Power Warrior Kipesta							the
_-	ckjid3	Great Warrior Kipesta							the
_-	ckjid4	Elite Warrior Kipesta							the
_-	ckjie1	Reaper Kipesta							the
_-	ckjie2	Power Reaper Kipesta							the
_-	ckjie3	Great Reaper Kipesta							the
_-	ckjie4	Elite Reaper Kipesta							the
_-	ckjif1	Overlord Kipesta							the
_-	ckjif2	Power Overlord Kipesta							the
_-	ckjif3	Great Overlord Kipesta							the
_-	ckjif4	Elite Overlord Kipesta							the
_-	ckjjb7	Kipeskya							
_-	ckjjc7	Kipeskya							
_-	ckjjd1	Dreaded Kipesta	a				Dreaded Kipestas		the
_-	ckjjd2	Master Kipesta	a				Master Kipestas		the
_-	ckjjd3	Veteran Kipesta	a				Veteran Kipestas		the
_-	ckjjd4	Hungry  Kipesta	a				Hungry  Kipestas		the
_-	ckjjd7	Kipeskya							
_-	ckjjd8	Demolisher Kipesta	a	the					
_-	ckjje1	Nettled  Kipesta	a				Nettled  Kipestas		the
_-	ckjje2	Incensed  Kipesta	an				Incensed  Kipestas		the
_-	ckjje3	Mighty Kipesta	a				Mighty Kipestas		the
_-	ckjje4	Awesome  Kipesta	an				Awesome  Kipestas		the
_-	ckjje7	Kipeskya							
_-	ckjje8	Demolisher Kipesta	a	the					
_-	ckjjf1	Gruesome Kipesta	a				Gruesome Kipestas		the
_-	ckjjf2	Lacerating  Kipesta	a				Lacerating  Kipestas		the
_-	ckjjf3	Killer  Kipesta	a				Killer  Kipestas		the
_-	ckjjf4	Great  Kipesta	a				Great  Kipestas		the
_-	ckjjf7	Kipeskya							
_-	ckjjf8	Demolisher Kipesta	a	the					
_-	ckjlb7	Kipeskan							
_-	ckjlc7	Kipeskan							
_-	ckjld1	Dreaded Kipesta	a				Dreaded Kipestas		the
_-	ckjld2	Master Kipesta	a				Master Kipestas		the
_-	ckjld3	Veteran Kipesta	a				Veteran Kipestas		the
_-	ckjld4	Hungry  Kipesta	a				Hungry  Kipestas		the
_-	ckjld7	Kipeskan							
_-	ckjle1	Nettled  Kipesta	a				Nettled  Kipestas		the
_-	ckjle2	Incensed  Kipesta	an				Incensed  Kipestas		the
_-	ckjle3	Mighty Kipesta	a				Mighty Kipestas		the
_-	ckjle4	Awesome  Kipesta	an				Awesome  Kipestas		the
_-	ckjle7	Kipeskan							
_-	ckjle8	Death Kipesta							the
_-	ckjlf1	Gruesome Kipesta	a				Gruesome Kipestas		the
_-	ckjlf2	Lacerating  Kipesta	a				Lacerating  Kipestas		the
_-	ckjlf3	Killer  Kipesta	a				Killer  Kipestas		the
_-	ckjlf4	Great  Kipesta	a				Great  Kipestas		the
_-	ckjlf7	Kipeskan							
_-	ckjpa1	Weeny  Kipesta	a	the			Weeny  Kipestas		the
_-	ckjpa2	Puny  Kipesta	a	the			Puny  Kipestas		the
_-	ckjpa3	Feeble  Kipesta	a	the			Feeble  Kipestas		the
_-	ckjpa4	Young Kipesta	a	the			Young Kipestas		the
_-	ckjpb1	Vigorous  Kipesta	a	the			Vigorous  Kipestas		the
_-	ckjpb2	Vulgar  Kipesta	a	the			Vulgar  Kipestas		the
_-	ckjpb3	Moderate  Kipesta	a	the			Moderate  Kipestas		the
_-	ckjpb4	Hard Kipesta	a	the			Hard Kipestas		the
_-	ckjpb7	Kipeskoo							
_-	ckjpc1	Vigilant Kipesta	a	the			Vigilant Kipestas		the
_-	ckjpc2	Strong  Kipesta	a	the			Strong  Kipestas		the
_-	ckjpc3	Mean Kipesta	a	the			Mean Kipestas		the
_-	ckjpc4	Vicious  Kipesta	a	the			Vicious  Kipestas		the
_-	ckjpc7	Kipeskoo							
_-	ckjpd1	Dreaded Kipesta	a	the			Dreaded Kipestas		the
_-	ckjpd2	Master Kipesta	a	the			Master Kipestas		the
_-	ckjpd3	Veteran Kipesta	a	the			Veteran Kipestas		the
_-	ckjpd4	Hungry  Kipesta	a	the			Hungry  Kipestas		the
_-	ckjpd5	Voole							the
_-	ckjpd7	Kipeskoo							
_-	ckjpd8	Terminator Kipesta							the
_-	ckjpe1	Nettled  Kipesta	a	the			Nettled  Kipestas		the
_-	ckjpe2	Incensed  Kipesta	an	the			Incensed  Kipestas		the
_-	ckjpe3	Mighty Kipesta	a	the			Mighty Kipestas		the
_-	ckjpe4	Awesome  Kipesta	an	the			Awesome  Kipestas		the
_-	ckjpe7	Kipeskoo							
_-	ckjpf1	Gruesome Kipesta	a	the			Gruesome Kipestas		the
_-	ckjpf2	Lacerating  Kipesta	a	the			Lacerating  Kipestas		the
_-	ckjpf3	Killer  Kipesta	a	the			Killer  Kipestas		the
_-	ckjpf4	Great Kipesta					Great Kipestas		the
_-	ckjpf5	Zinch							the
_-	ckjpf7	Kipeskoo							
_-	ckjpf8	Terminator Kipesta	a	the					
