DIFF_CMD	*HASH_VALUE	sbrick ID	name	ia	da	p	pia	pda	description	description2
DIFF CHANGED 3573 	_F59BA2DD30E33A9A	bsxca15	Credit Disable Time 15	a	the				Disable power for $SP_RECAST_TIME seconds.	Disable power for $SP_RECAST_TIME s.
DIFF CHANGED 3574 	_F59BA2DD30F33A9B	bsxca16	Credit Disable Time 16	a	the				Disable power for $SP_RECAST_TIME seconds.	Disable power for $SP_RECAST_TIME s.
DIFF CHANGED 3575 	_F59BA2DD30033A9C	bsxca17	Credit Disable Time 17	a	the				Disable power for $SP_RECAST_TIME seconds.	Disable power for $SP_RECAST_TIME s.
DIFF CHANGED 3576 	_F59BA2DD30133A9D	bsxca18	Credit Disable Time 18	a	the				Disable power for $SP_RECAST_TIME seconds.	Disable power for $SP_RECAST_TIME s.
DIFF CHANGED 3577 	_F59BA2DD30233A9E	bsxca19	Credit Disable Time 19	a	the				Disable power for $SP_RECAST_TIME seconds.	Disable power for $SP_RECAST_TIME s.
DIFF CHANGED 3578 	_359BA2DD30933E95	bsxca20	Credit Disable Time 20	a	the				Disable power for $SP_RECAST_TIME seconds.	Disable power for $SP_RECAST_TIME s.
DIFF CHANGED 3579 	_359BA2DD30A33E96	bsxca21	Credit Disable Time 21	a	the				Disable power for $SP_RECAST_TIME seconds.	Disable power for $SP_RECAST_TIME s.
DIFF CHANGED 3580 	_359BA2DD30B33E97	bsxca22	Credit Disable Time 22	a	the				Disable power for $SP_RECAST_TIME seconds.	Disable power for $SP_RECAST_TIME s.
DIFF CHANGED 3581 	_359BA2DD30C33E98	bsxca23	Credit Disable Time 23	a	the				Disable power for $SP_RECAST_TIME seconds.	Disable power for $SP_RECAST_TIME s.
DIFF CHANGED 3582 	_359BA2DD30D33E99	bsxca24	Credit Disable Time 24	a	the				Disable power for $SP_RECAST_TIME seconds.	Disable power for $SP_RECAST_TIME s.
DIFF CHANGED 3583 	_359BA2DD30E33E9A	bsxca25	Credit Disable Time 25	a	the				Disable power for $SP_RECAST_TIME seconds.	Disable power for $SP_RECAST_TIME s.
DIFF CHANGED 3584 	_359BA2DD30F33E9B	bsxca26	Credit Disable Time 26	a	the				Disable power for $SP_RECAST_TIME seconds.	Disable power for $SP_RECAST_TIME s.
DIFF CHANGED 3585 	_1254BD38055B5420	big_remove	Remove this brick						Remove this brick	
DIFF CHANGED 3586 	_96C6F2C2FDECE965	bmstmc00005	Create Crystal 1	a	the			the	Create a Sap Crystal: $MA_RECHARGE Sap	
DIFF CHANGED 3587 	_9686FAC2FDECE965	bmstmc00020	Create Crystal 2	a	the			the	Create a Sap Crystal: $MA_RECHARGE Sap	
DIFF CHANGED 3588 	_969606C2FDECE965	bmstmc00050	Create Crystal 3	a	the			the	Create a Sap Crystal: $MA_RECHARGE Sap	
DIFF CHANGED 3589 	_96A6F2C3FDECE965	bmstmc00100	Create Crystal 4	a	the			the	Create a Sap Crystal: $MA_RECHARGE Sap	
DIFF CHANGED 3590 	_96B60AC3FDECE965	bmstmc00160	Create Crystal 5	a	the			the	Create a Sap Crystal: $MA_RECHARGE Sap	
DIFF CHANGED 3591 	_96C6F2C4FDECE965	bmstmc00200	Create Crystal 6	a	the			the	Create a Sap Crystal: $MA_RECHARGE Sap	
DIFF CHANGED 3592 	_96D606C4FDECE965	bmstmc00250	Create Crystal 7	a	the			the	Create a Sap Crystal: $MA_RECHARGE Sap	
DIFF CHANGED 3593 	_CCE53DC6301D7541	bthp01	Increase HP 1	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3594 	_CCF53DC6301D7941	bthp02	Increase HP 2	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3595 	_CC053DC6301D7D41	bthp03	Increase HP 3	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3596 	_CC153DC6301D8141	bthp04	Increase HP 4	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3597 	_CC253DC6301D8541	bthp05	Increase HP 5	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3598 	_CC353DC6301D8941	bthp06	Increase HP 6	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3599 	_CC453DC6301D8D41	bthp07	Increase HP 7	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3600 	_CC553DC6301D9141	bthp08	Increase HP 8	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3601 	_CC653DC6301D9541	bthp09	Increase HP 9	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3602 	_5D89E429D413D40F	bthp10	Increase HP 10	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3603 	_9D89E429D413D80F	bthp11	Increase HP 11	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3604 	_DD89E429D413DC0F	bthp12	Increase HP 12	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3605 	_1D89E429D413E00F	bthp13	Increase HP 13	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3606 	_5E89E429D413E40F	bthp14	Increase HP 14	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3607 	_9E89E429D413E80F	bthp15	Increase HP 15	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3608 	_DE89E429D413EC0F	bthp16	Increase HP 16	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3609 	_1E89E429D413F00F	bthp17	Increase HP 17	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3610 	_5F89E429D413F40F	bthp18	Increase HP 18	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3611 	_9F89E429D413F80F	bthp19	Increase HP 19	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3612 	_5D99E429D413D410	bthp20	Increase HP 20	a	the				Increase your Health Points capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3613 	_6FD484385AB74042	btsap01	Increase Sap 1	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3614 	_6FD484385AC74043	btsap02	Increase Sap 2	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3615 	_6FD484385AD74044	btsap03	Increase Sap 3	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3616 	_6FD484385AE74045	btsap04	Increase Sap 4	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3617 	_6FD484385AF74046	btsap05	Increase Sap 5	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3618 	_6FD484385A074047	btsap06	Increase Sap 6	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3619 	_6FD484385A174048	btsap07	Increase Sap 7	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3620 	_6FD484385A274049	btsap08	Increase Sap 8	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3621 	_6FD484385A37404A	btsap09	Increase Sap 9	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3622 	_7CF23C2D993257E7	btsap10	Increase Sap 10	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3623 	_7CF23C2D99425BE7	btsap11	Increase Sap 11	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3624 	_7CF23C2D99525FE7	btsap12	Increase Sap 12	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3625 	_7CF23C2D996263E7	btsap13	Increase Sap 13	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3626 	_7CF23C2D997267E7	btsap14	Increase Sap 14	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3627 	_7CF23C2D99826BE7	btsap15	Increase Sap 15	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3628 	_7CF23C2D99926FE7	btsap16	Increase Sap 16	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3629 	_7CF23C2D99A273E7	btsap17	Increase Sap 17	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3630 	_7CF23C2D99B277E7	btsap18	Increase Sap 18	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3631 	_7CF23C2D99C27BE7	btsap19	Increase Sap 19	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3632 	_7CF23C2D99325BE8	btsap20	Increase Sap 20	a	the				Increase your Sap capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3633 	_9EC5D2B3A5C140C2	btsta01	Increase stamina 1	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3634 	_9EC5D2B4A5D140C2	btsta02	Increase stamina 2	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3635 	_9EC5D2B5A5E140C2	btsta03	Increase stamina 3	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3636 	_9EC5D2B6A5F140C2	btsta04	Increase stamina 4	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3637 	_9EC5D2B7A50140C2	btsta05	Increase stamina 5	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3638 	_9EC5D2B8A51140C2	btsta06	Increase stamina 6	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3639 	_9EC5D2B9A52140C2	btsta07	Increase stamina 7	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3640 	_9EC5D2BAA53140C2	btsta08	Increase stamina 8	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3641 	_9EC5D2BBA54140C2	btsta09	Increase stamina 9	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3642 	_180DF08B7861AD6C	btsta10	Increase stamina 10	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3643 	_180DF48B7871AD6C	btsta11	Increase stamina 11	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3644 	_180DF88B7881AD6C	btsta12	Increase stamina 12	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3645 	_180DFC8B7891AD6C	btsta13	Increase stamina 13	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3646 	_180D008B78A1AD6C	btsta14	Increase stamina 14	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3647 	_180D048B78B1AD6C	btsta15	Increase stamina 15	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3648 	_180D088B78C1AD6C	btsta16	Increase stamina 16	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3649 	_180D0C8B78D1AD6C	btsta17	Increase stamina 17	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3650 	_180D108B78E1AD6C	btsta18	Increase stamina 18	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3651 	_180D148B78F1AD6C	btsta19	Increase stamina 19	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3652 	_180DF08C7861B16C	btsta20	Increase stamina 20	a	the				Increase your Stamina capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3653 	_F9547284AAEC5F7D	btfoc01	Increase focus 1	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3654 	_F9547284AA0C5F7D	btfoc02	Increase focus 2	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3655 	_F9547284AA2C5F7D	btfoc03	Increase focus 3	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3656 	_F9547284AA4C5F7D	btfoc04	Increase focus 4	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3657 	_F9547284AA6C5F7D	btfoc05	Increase focus 5	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3658 	_F9547284AA8C5F7D	btfoc06	Increase focus 6	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3659 	_F9547284AAAC5F7D	btfoc07	Increase focus 7	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3660 	_F9547284AACC5F7D	btfoc08	Increase focus 8	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3661 	_F9547284AAEC5F7D	btfoc09	Increase focus 9	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3662 	_E02A598129BF2EDF	btfoc10	Increase focus 10	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3663 	_E02A598169CF2EDF	btfoc11	Increase focus 11	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3664 	_E02A5981A9DF2EDF	btfoc12	Increase focus 12	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3665 	_E02A5981E9EF2EDF	btfoc13	Increase focus 13	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3666 	_E02A59812AFF2EDF	btfoc14	Increase focus 14	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3667 	_E02A59816A0F2EDF	btfoc15	Increase focus 15	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3668 	_E02A5981AA1F2EDF	btfoc16	Increase focus 16	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3669 	_E02A5981EA2F2EDF	btfoc17	Increase focus 17	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3670 	_E02A59812B3F2EDF	btfoc18	Increase focus 18	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3671 	_E02A59816B4F2EDF	btfoc19	Increase focus 19	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3672 	_E02A598129CF32DF	btfoc20	Increase focus 20	a	the				Increase your Focus capacity by $1SCORE_UPGRADE.	
DIFF CHANGED 3673 	_83A0E753C872E3F8	bmor00008	Concentrate 1	a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.	
DIFF CHANGED 3674 	_83A0E7510872E7F8	bmor00016	Concentrate 2	a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.	
DIFF CHANGED 3675 	_83A0E74B8872EBF8	bmor00030	Concentrate 3	a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.	
DIFF CHANGED 3676 	_83A0E750C972EFF8	bmor00045	Concentrate 4	a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.	
DIFF CHANGED 3677 	_83A0E7504972F3F8	bmor00065	Concentrate 5	a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.	
DIFF CHANGED 3678 	_83A0E74BCA72F7F8	bmor00080	Concentrate 6	a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.	
DIFF CHANGED 3679 	_83A0E74BC882FBF8	bmor00100	Concentrate 7	a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.	
DIFF CHANGED 3680 	_83A0E74B4882FFF8	bmor00120	Concentrate 8	a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.	
DIFF CHANGED 3681 	_83A0E74BC98203F8	bmor00140	Concentrate 9	a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.	
DIFF CHANGED 3682 	_52D47298E5433991	bmor00160	Concentrate 10	a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.	
DIFF CHANGED 3683 	_52D4729866533991	bmor00180	Concentrate 11	a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.	
DIFF CHANGED 3684 	_52D4729864733991	bmor00200	Concentrate 12	a	the				Increase your skill level by up to $MA_BREAK_RES against interruptions. Maximum efficiency for spell up to level $1MA_BREAK_RES.	
DIFF CHANGED 3685 	_85A0E47823CF20B9	bcrmea06	Refugee Dagger Craft Pattern	a	the				Brick Craftman's plan for refugee dagger	
DIFF CHANGED 3686 	_F59F1E55B2E43089	bcrmea10	Refugee Sword Craft Pattern	a	the				Brick Craftman's plan for refugee sword	
DIFF CHANGED 3687 	_7D732CCB672DFADD	bcrmea15	Refugee Magic Amplifier Craft Pattern	a	the				Brick Craftman's plan for refugee Magic Amplifier	
DIFF CHANGED 3688 	_A955801CAA18B777	bapa01	Teleport	a	the				Teleport ticket	
DIFF CHANGED 3689 	_1985C1883B4DE50D	bapa02	Disconnection	a	the				Disconnection from game	
DIFF CHANGED 3690 	_DEBE0D1CB83850CF	bptea01	Kami Ally Title	a	the				Kami Ally Title	
DIFF CHANGED 3691 	_0D96196EF49E010F	bptea02	Karavan Ally Title	a	the				Karavan Ally Title	
DIFF CHANGED 3692 	_3E0F08C610738F1E	bsfeb08	Fire Wall	a	the				Crée une barrière de feu autour de vous qui blesse tous les ennemis qui vous atteignent au corps à corps	
DIFF CHANGED 3693 	_B16D092D0F4CCD36	bsfmi01	Fire Wall Power 1	a	the				Crée pendant $1SP_FIRE_WALL_AURA secondes une barrière de feu autour de vous qui inflige $4SP_FIRE_WALL_AURA points de dégats à tous les ennemis qui vous atteignent au corps à corps	
DIFF CHANGED 3694 	_6646B1B4F2C5C377	bsfeb09	Thorn Wall	a	the				Crée une barrière d'épine autour de vous qui ralenti l'attaque de tous les ennemis qui vous atteignent au corps à corps	
DIFF CHANGED 3695 	_7EF3632037CDCDD6	bsfmj01	Thorn Wall Power 1	a	the				Crée pendant $1SP_THORN_WALL_AURA secondes une barrière d'épine autour de vous qui ralenti $INFO fois l'attaque de tous les ennemis qui vous atteignent au corps à corps	
DIFF CHANGED 3696 	_5ED0ECBF6D7D6A20	bsfeb10	Water Wall	a	the				Crée une barrière d'eau autour de vous qui absorbe une partie des dégâts au corps à corps infligés par l'ennemi	
DIFF CHANGED 3697 	_2032565FF5EBD4DA	bsfmk01	Water Wall Power 1	a	the				Crée pendant $1SP_WATER_WALL_AURA secondes une barrière d'eau autour de vous qui absorbe $4SP_WATER_WALL_AURA % des dégâts au corps à corps infligés par l'ennemi	
DIFF CHANGED 3698 	_7FCE66D34AB3D2EF	bsfeb11	Lightning Wall	a	the				Crée une barrière électrique autour de vous qui diminue les compétences d'attaque de tous les ennemis qui vous atteignent au corps à corps	
DIFF CHANGED 3699 	_832028F4AE9A19EA	bsfml01	Lightning Wall Power 1	a	the				Crée pendant $1SP_LIGHTNING_WALL_AURA secondes une barrière électrique autour de vous qui diminue provisoirement de $|4SP_LIGHTNING_WALL_AURA niveaux les compétences d'attaque de tous les ennemis qui vous atteignent au corps à corps.	
DIFF CHANGED 3700 	_BF7D51643B3CAD49	fire_wall_aura	Fire Wall Aura	a	the				Vous êtes entouré d'un bouclier qui blesse vos agresseurs	
DIFF CHANGED 3701 	_02E1FEB4DB6C1E3F	thorn_wall_aura	Thorn Wall Aura	a	the				Vous êtes entouré d'un bouclier qui ralenti les coups de vos agresseurs	
DIFF CHANGED 3702 	_E9B073D38E866E51	water_wall_aura	Water Wall Aura	a	the				Vous êtes entouré d'un bouclier qui absorbe une partie des coups de vos agresseurs	
DIFF CHANGED 3703 	_30F73642252751BC	lightning_wall_aura	Lightning Wall Aura	a	the				Vous êtes entouré d'un bouclier qui aveugle vos agresseurs	
DIFF CHANGED 3704 	_5BE899152FB31741	bfmb01	Hit Rate + 1	a	the				Stanza qui permet d'augmenter la cadence de tir	
DIFF CHANGED 3705 	_5BE89D152FB31B41	bfmb02	Hit Rate + 2	a	the				Stanza qui permet d'augmenter la cadence de tir	
DIFF CHANGED 3706 	_5BE8A1152FB31F41	bfmb03	Hit Rate + 3	a	the				Stanza qui permet d'augmenter la cadence de tir	
DIFF CHANGED 3707 	_5BE8A5152FB32341	bfmb04	Hit Rate + 4	a	the				Stanza qui permet d'augmenter la cadence de tir	
DIFF CHANGED 3708 	_5BE8A9152FB32741	bfmb05	Hit Rate + 5	a	the				Stanza qui permet d'augmenter la cadence de tir	
DIFF CHANGED 3709 	_5BE8AD152FB32B41	bfmb06	Hit Rate + 6	a	the				Stanza qui permet d'augmenter la cadence de tir	
DIFF CHANGED 3710 	_5BE8B1152FB32F41	bfmb07	Hit Rate + 7	a	the				Stanza qui permet d'augmenter la cadence de tir	
DIFF CHANGED 3711 	_5BE8B5152FB33341	bfmb08	Hit Rate + 8	a	the				Stanza qui permet d'augmenter la cadence de tir	
DIFF CHANGED 3712 	_5BE8B9152FB33741	bfmb09	Hit Rate + 9	a	the				Stanza qui permet d'augmenter la cadence de tir	
DIFF CHANGED 3713 	_A9FB5E28DB8BCF58	bfmb10	Hit Rate + 10	a	the				Stanza qui permet d'augmenter la cadence de tir	
DIFF CHANGED 3714 	_A90B5E28DB8BD358	bfmb11	Hit Rate + 11	a	the				Stanza qui permet d'augmenter la cadence de tir	
DIFF CHANGED 3715 	_A91B5E28DB8BD758	bfmb12	Hit Rate + 12	a	the				Stanza qui permet d'augmenter la cadence de tir	
DIFF CHANGED 3716 	_A92B5E28DB8BDB58	bfmb13	Hit Rate + 13	a	the				Stanza qui permet d'augmenter la cadence de tir	
DIFF CHANGED 3717 	_20325660F5FBD4DA	bsfmk02	Water Wall Power 2	a	the				Crée pendant $1SP_WATER_WALL_AURA secondes une barrière d'eau autour de vous qui absorbe $4SP_WATER_WALL_AURA % des dégâts au corps à corps infligés par l'ennemi	
DIFF CHANGED 3718 	_20325661F50BD4DA	bsfmk03	Water Wall Power 3	a	the				Crée pendant $1SP_WATER_WALL_AURA secondes une barrière d'eau autour de vous qui absorbe $4SP_WATER_WALL_AURA % des dégâts au corps à corps infligés par l'ennemi	
DIFF CHANGED 3719 	_20325662F51BD4DA	bsfmk04	Water Wall Power 4	a	the				Crée pendant $1SP_WATER_WALL_AURA secondes une barrière d'eau autour de vous qui absorbe $4SP_WATER_WALL_AURA % des dégâts au corps à corps infligés par l'ennemi	
DIFF CHANGED 3720 	_20325663F52BD4DA	bsfmk05	Water Wall Power 5	a	the				Crée pendant $1SP_WATER_WALL_AURA secondes une barrière d'eau autour de vous qui absorbe $4SP_WATER_WALL_AURA % des dégâts au corps à corps infligés par l'ennemi	
DIFF CHANGED 3721 	_B16D092D4F5CCD36	bsfmi02	Fire Wall Power 2	a	the				Crée pendant $1SP_FIRE_WALL_AURA secondes une barrière de feu autour de vous qui inflige $4SP_FIRE_WALL_AURA points de dégats à tous les ennemis qui vous atteignent au corps à corps	
DIFF CHANGED 3722 	_B16D092D8F6CCD36	bsfmi03	Fire Wall Power 3	a	the				Crée pendant $1SP_FIRE_WALL_AURA secondes une barrière de feu autour de vous qui inflige $4SP_FIRE_WALL_AURA points de dégats à tous les ennemis qui vous atteignent au corps à corps	
DIFF CHANGED 3723 	_B16D092DD07CCD36	bsfmi04	Fire Wall Power 4	a	the				Crée pendant $1SP_FIRE_WALL_AURA secondes une barrière de feu autour de vous qui inflige $4SP_FIRE_WALL_AURA points de dégats à tous les ennemis qui vous atteignent au corps à corps	
DIFF CHANGED 3724 	_B16D092D108CCD36	bsfmi05	Fire Wall Power 5	a	the				Crée pendant $1SP_FIRE_WALL_AURA secondes une barrière de feu autour de vous qui inflige $4SP_FIRE_WALL_AURA points de dégats à tous les ennemis qui vous atteignent au corps à corps	
DIFF CHANGED 3725 	_7EF3632137DDCDD6	bsfmj02	Thorn Wall Power 2	a	the				Crée pendant $1SP_THORN_WALL_AURA secondes une barrière d'épine autour de vous qui ralenti $INFO fois l'attaque de tous les ennemis qui vous atteignent au corps à corps	
DIFF CHANGED 3726 	_7EF3632237EDCDD6	bsfmj03	Thorn Wall Power 3	a	the				Crée pendant $1SP_THORN_WALL_AURA secondes une barrière d'épine autour de vous qui ralenti $INFO fois l'attaque de tous les ennemis qui vous atteignent au corps à corps	
DIFF CHANGED 3727 	_7EF3632337FDCDD6	bsfmj04	Thorn Wall Power 4	a	the				Crée pendant $1SP_THORN_WALL_AURA secondes une barrière d'épine autour de vous qui ralenti $INFO fois l'attaque de tous les ennemis qui vous atteignent au corps à corps	
DIFF CHANGED 3728 	_7EF36324370DCDD6	bsfmj05	Thorn Wall Power 5	a	the				Crée pendant $1SP_THORN_WALL_AURA secondes une barrière d'épine autour de vous qui ralenti $INFO fois l'attaque de tous les ennemis qui vous atteignent au corps à corps	
DIFF CHANGED 3729 	_832028F4AEAA19EB	bsfml02	Lightning Wall Power 2	a	the				Crée pendant $1SP_LIGHTNING_WALL_AURA secondes une barrière électrique autour de vous qui diminue provisoirement de $|4SP_LIGHTNING_WALL_AURA niveaux les compétences d'attaque de tous les ennemis qui vous atteignent au corps à corps.	
DIFF CHANGED 3730 	_832028F4AEBA19EC	bsfml03	Lightning Wall Power 3	a	the				Crée pendant $1SP_LIGHTNING_WALL_AURA secondes une barrière électrique autour de vous qui diminue provisoirement de $|4SP_LIGHTNING_WALL_AURA niveaux les compétences d'attaque de tous les ennemis qui vous atteignent au corps à corps.	
DIFF CHANGED 3731 	_832028F4AECA19ED	bsfml04	Lightning Wall Power 4	a	the				Crée pendant $1SP_LIGHTNING_WALL_AURA secondes une barrière électrique autour de vous qui diminue provisoirement de $|4SP_LIGHTNING_WALL_AURA niveaux les compétences d'attaque de tous les ennemis qui vous atteignent au corps à corps.	
DIFF CHANGED 3732 	_832028F4AEDA19EE	bsfml05	Lightning Wall Power 5	a	the				Crée pendant $1SP_LIGHTNING_WALL_AURA secondes une barrière électrique autour de vous qui diminue provisoirement de $|4SP_LIGHTNING_WALL_AURA niveaux les compétences d'attaque de tous les ennemis qui vous atteignent au corps à corps.	
DIFF CHANGED 3733 	_FC60E37FBE2666EA	bccrea02	Generic Bowrifle Craft Pattern	a	the				Brick Craftman's plan for Generic Bowrifle	
DIFF CHANGED 3734 	_358C96196EF37F16	bcbmea01	Plan de Création/Hache à 2M des Percécorces	un	le				Plan de Création/Hache à 2M des Percécorces	
DIFF CHANGED 3735 	_363C5DC3F83A8AB8	bcbmea01_2	Plan de Création/Hache à 2M des Pillards du Désert	un	le				Plan de Création/Hache à 2M des Pillards du Désert	
DIFF CHANGED 3736 	_D9E9E95AF253A630	bcbmea01_3	Plan de Création/Hache à 2M des Veilleurs	un	le				Plan de Création/Hache à 2M des Veilleurs	
DIFF CHANGED 3737 	_8B369766C37FD88C	bcbmea02	Plan de Création/Pique des Gardes-frontières	un	le				Plan de Création/Pique des Gardes-frontières	
