*HASH_VALUE	creature ID	name	ia	da	p	pia	pda	cc	pr
_E1A3CC16CDC6AB6E	ckcrb2	<GEN>ckcrb2	r						
_E1A3CC170DC6AF6E	ckcrb3	<GEN>ckcrb3	r						
_E1A3CC184EC6B36E	ckcrb4	<GEN>ckcrb4	r						
_E1A3CC15CDD6A76F	ckcrc1	<GEN>ckcrc1	r						
_E1A3CC160DD6AB6F	ckcrc2	<GEN>ckcrc2	r						
_E1A3CC174DD6AF6F	ckcrc3	<GEN>ckcrc3	r						
_E1A3CC188ED6B36F	ckcrc4	<GEN>ckcrc4	r						
_E1A3CC150EE6A770	ckcrd1	<GEN>ckcrd1	r						
_E1A3CC164EE6AB70	ckcrd2	<GEN>ckcrd2	r						
_E1A3CC178EE6AF70	ckcrd3	<GEN>ckcrd3	r						
_E1A3CC18CFE6B370	ckcrd4	<GEN>ckcrd4	r						
_E1A3CC154EF6A771	ckcre1	<GEN>ckcre1	r						
_E1A3CC168EF6AB71	ckcre2	<GEN>ckcre2	r						
_E1A3CC17CEF6AF71	ckcre3	<GEN>ckcre3	r						
_E1A3CC180FF6B371	ckcre4	<GEN>ckcre4	r						
_E1A3CC158E06A772	ckcrf1	<GEN>ckcrf1	r						
_E1A3CC16CE06AB72	ckcrf2	<GEN>ckcrf2	r						
_E1A3CC170E06AF72	ckcrf3	<GEN>ckcrf3	r						
_E1A3CC184F06B372	ckcrf4	<GEN>ckcrf4	r						
_E1B3CC15CEC6AB6F	ckdrb1	<GEN>ckdrb1	r						
_E1B3CC160EC6AF6F	ckdrb2	<GEN>ckdrb2	r						
_E1B3CC174EC6B36F	ckdrb3	<GEN>ckdrb3	r						
_E1B3CC188FC6B76F	ckdrb4	<GEN>ckdrb4	r						
_E1B3CC150ED6AB70	ckdrc1	<GEN>ckdrc1	r						
_E1B3CC164ED6AF70	ckdrc2	<GEN>ckdrc2	r						
_E1B3CC178ED6B370	ckdrc3	<GEN>ckdrc3	r						
_E1B3CC18CFD6B770	ckdrc4	<GEN>ckdrc4	r						
_E1B3CC154FE6AB71	ckdrd1	<GEN>ckdrd1	r						
_E1B3CC168FE6AF71	ckdrd2	<GEN>ckdrd2	r						
_E1B3CC17CFE6B371	ckdrd3	<GEN>ckdrd3	r						
_E1B3CC1810E6B771	ckdrd4	<GEN>ckdrd4	r						
_E1B3CC158FF6AB72	ckdre1	<GEN>ckdre1	r						
_E1B3CC16CFF6AF72	ckdre2	<GEN>ckdre2	r						
_E1B3CC170FF6B372	ckdre3	<GEN>ckdre3	r						
_E1B3CC1850F6B772	ckdre4	<GEN>ckdre4	r						
_E1B3CC15CF06AB73	ckdrf1	<GEN>ckdrf1	r						
_E1B3CC160F06AF73	ckdrf2	<GEN>ckdrf2	r						
_E1B3CC174F06B373	ckdrf3	<GEN>ckdrf3	r						
_E1B3CC189006B773	ckdrf4	<GEN>ckdrf4	r						
_E1C3CC150EC6AF70	ckerb1	<GEN>ckerb1	r						
_E1C3CC164EC6B370	ckerb2	<GEN>ckerb2	r						
_E1C3CC178EC6B770	ckerb3	<GEN>ckerb3	r						
_E1C3CC18CFC6BB70	ckerb4	<GEN>ckerb4	r						
_E1C3CC154ED6AF71	ckerc1	<GEN>ckerc1	r						
_E1C3CC168ED6B371	ckerc2	<GEN>ckerc2	r						
_E1C3CC17CED6B771	ckerc3	<GEN>ckerc3	r						
_E1C3CC180FD6BB71	ckerc4	<GEN>ckerc4	r						
_E1C3CC158FE6AF72	ckerd1	<GEN>ckerd1	r						
_E1C3CC16CFE6B372	ckerd2	<GEN>ckerd2	r						
_E1C3CC170FE6B772	ckerd3	<GEN>ckerd3	r						
_E1C3CC1850E6BB72	ckerd4	<GEN>ckerd4	r						
_E1C3CC15CFF6AF73	ckere1	<GEN>ckere1	r						
_E1C3CC160FF6B373	ckere2	<GEN>ckere2	r						
_E1C3CC174FF6B773	ckere3	<GEN>ckere3	r						
_E1C3CC1890F6BB73	ckere4	<GEN>ckere4	r						
_E1C3CC150F06AF74	ckerf1	<GEN>ckerf1	r						
_E1C3CC164F06B374	ckerf2	<GEN>ckerf2	r						
_E1C3CC178F06B774	ckerf3	<GEN>ckerf3	r						
_E1C3CC18D006BB74	ckerf4	<GEN>ckerf4	r						
_E1E3CC158EC6B772	ckgrb1	<GEN>ckgrb1	r						
_E1E3CC16CEC6BB72	ckgrb2	<GEN>ckgrb2	r						
_E1E3CC170EC6BF72	ckgrb3	<GEN>ckgrb3	r						
_E1E3CC184FC6C372	ckgrb4	<GEN>ckgrb4	r						
_E1E3CC15CED6B773	ckgrc1	<GEN>ckgrc1	r						
_E1E3CC160ED6BB73	ckgrc2	<GEN>ckgrc2	r						
_E1E3CC174ED6BF73	ckgrc3	<GEN>ckgrc3	r						
_E1E3CC188FD6C373	ckgrc4	<GEN>ckgrc4	r						
_E1E3CC150FE6B774	ckgrd1	<GEN>ckgrd1	r						
_E1E3CC164FE6BB74	ckgrd2	<GEN>ckgrd2	r						
_E1E3CC178FE6BF74	ckgrd3	<GEN>ckgrd3	r						
_E1E3CC18D0E6C374	ckgrd4	<GEN>ckgrd4	r						
_E1E3CC154FF6B775	ckgre1	<GEN>ckgre1	r						
_E1E3CC168FF6BB75	ckgre2	<GEN>ckgre2	r						
_E1E3CC17CFF6BF75	ckgre3	<GEN>ckgre3	r						
_E1E3CC1810F6C375	ckgre4	<GEN>ckgre4	r						
_E1E3CC158F06B776	ckgrf1	<GEN>ckgrf1	r						
_E1E3CC16CF06BB76	ckgrf2	<GEN>ckgrf2	r						
_E1E3CC170F06BF76	ckgrf3	<GEN>ckgrf3	r						
_E1E3CC185006C376	ckgrf4	<GEN>ckgrf4	r						
_E103CC150FC6BF74	ckirb1	<GEN>ckirb1	r						
_E103CC164FC6C374	ckirb2	<GEN>ckirb2	r						
_E103CC178FC6C774	ckirb3	<GEN>ckirb3	r						
_E103CC18D0C6CB74	ckirb4	<GEN>ckirb4	r						
_E103CC154FD6BF75	ckirc1	<GEN>ckirc1	r						
_E103CC168FD6C375	ckirc2	<GEN>ckirc2	r						
_E103CC17CFD6C775	ckirc3	<GEN>ckirc3	r						
_E103CC1810D6CB75	ckirc4	<GEN>ckirc4	r						
_E103CC1590E6BF76	ckird1	<GEN>ckird1	r						
_E103CC16D0E6C376	ckird2	<GEN>ckird2	r						
_E103CC1710E6C776	ckird3	<GEN>ckird3	r						
_E103CC1851E6CB76	ckird4	<GEN>ckird4	r						
_E103CC15D0F6BF77	ckire1	<GEN>ckire1	r						
_E103CC1610F6C377	ckire2	<GEN>ckire2	r						
_E103CC1750F6C777	ckire3	<GEN>ckire3	r						
_E103CC1891F6CB77	ckire4	<GEN>ckire4	r						
_E103CC151006BF78	ckirf1	<GEN>ckirf1	r						
_E103CC165006C378	ckirf2	<GEN>ckirf2	r						
_E103CC179006C778	ckirf3	<GEN>ckirf3	r						
_E103CC18D106CB78	ckirf4	<GEN>ckirf4	r						
_E113CC154FC6C375	ckjrb1	<GEN>ckjrb1	r						
_E113CC168FC6C775	ckjrb2	<GEN>ckjrb2	r						
_E113CC17CFC6CB75	ckjrb3	<GEN>ckjrb3	r						
_E113CC1810C6CF75	ckjrb4	<GEN>ckjrb4	r						
_E113CC158FD6C376	ckjrc1	<GEN>ckjrc1	r						
_E113CC16CFD6C776	ckjrc2	<GEN>ckjrc2	r						
_E113CC170FD6CB76	ckjrc3	<GEN>ckjrc3	r						
_E113CC1850D6CF76	ckjrc4	<GEN>ckjrc4	r						
_E113CC15D0E6C377	ckjrd1	<GEN>ckjrd1	r						
_E113CC1610E6C777	ckjrd2	<GEN>ckjrd2	r						
_E113CC1750E6CB77	ckjrd3	<GEN>ckjrd3	r						
_E113CC1891E6CF77	ckjrd4	<GEN>ckjrd4	r						
_E113CC1510F6C378	ckjre1	<GEN>ckjre1	r						
_E113CC1650F6C778	ckjre2	<GEN>ckjre2	r						
_E113CC1790F6CB78	ckjre3	<GEN>ckjre3	r						
_E113CC18D1F6CF78	ckjre4	<GEN>ckjre4	r						
_E113CC155006C379	ckjrf1	<GEN>ckjrf1	r						
_E113CC169006C779	ckjrf2	<GEN>ckjrf2	r						
_E113CC17D006CB79	ckjrf3	<GEN>ckjrf3	r						
_E113CC181106CF79	ckjrf4	<GEN>ckjrf4	r						
_2383E0150D179F71	cparb1	<GEN>cparb1	r						
_2383E0164D17A371	cparb2	<GEN>cparb2	r						
_2383E0178D17A771	cparb3	<GEN>cparb3	r						
_2383E018CE17AB71	cparb4	<GEN>cparb4	r						
_2383E0154D279F72	cparc1	<GEN>cparc1	r						
_2383E0168D27A372	cparc2	<GEN>cparc2	r						
_2383E017CD27A772	cparc3	<GEN>cparc3	r						
_2383E0180E27AB72	cparc4	<GEN>cparc4	r						
_2383E0158E379F73	cpard1	<GEN>cpard1	r						
_2383E016CE37A373	cpard2	<GEN>cpard2	r						
_2383E0170E37A773	cpard3	<GEN>cpard3	r						
_2383E0184F37AB73	cpard4	<GEN>cpard4	r						
_2383E015CE479F74	cpare1	<GEN>cpare1	r						
_2383E0160E47A374	cpare2	<GEN>cpare2	r						
_2383E0174E47A774	cpare3	<GEN>cpare3	r						
_2383E0188F47AB74	cpare4	<GEN>cpare4	r						
_2383E0150E579F75	cparf1	<GEN>cparf1	r						
_2383E0164E57A375	cparf2	<GEN>cparf2	r						
_2383E0178E57A775	cparf3	<GEN>cparf3	r						
_2383E018CF57AB75	cparf4	<GEN>cparf4	r						
_2393E0154D17A372	cpbrb1	<GEN>cpbrb1	r						
_2393E0168D17A772	cpbrb2	<GEN>cpbrb2	r						
_2393E017CD17AB72	cpbrb3	<GEN>cpbrb3	r						
_2393E0180E17AF72	cpbrb4	<GEN>cpbrb4	r						
_2393E0158D27A373	cpbrc1	<GEN>cpbrc1	r						
_2393E016CD27A773	cpbrc2	<GEN>cpbrc2	r						
_2393E0170D27AB73	cpbrc3	<GEN>cpbrc3	r						
_2393E0184E27AF73	cpbrc4	<GEN>cpbrc4	r						
_2393E015CE37A374	cpbrd1	<GEN>cpbrd1	r						
_2393E0160E37A774	cpbrd2	<GEN>cpbrd2	r						
_2393E0174E37AB74	cpbrd3	<GEN>cpbrd3	r						
_2393E0188F37AF74	cpbrd4	<GEN>cpbrd4	r						
_2393E0150E47A375	cpbre1	<GEN>cpbre1	r						
_2393E0164E47A775	cpbre2	<GEN>cpbre2	r						
_2393E0178E47AB75	cpbre3	<GEN>cpbre3	r						
_2393E018CF47AF75	cpbre4	<GEN>cpbre4	r						
_2393E0154E57A376	cpbrf1	<GEN>cpbrf1	r						
_2393E0168E57A776	cpbrf2	<GEN>cpbrf2	r						
_2393E017CE57AB76	cpbrf3	<GEN>cpbrf3	r						
_2393E0180F57AF76	cpbrf4	<GEN>cpbrf4	r						
_23A3E0158D17A773	cpcrb1	<GEN>cpcrb1	r						
_23A3E016CD17AB73	cpcrb2	<GEN>cpcrb2	r						
_23A3E0170D17AF73	cpcrb3	<GEN>cpcrb3	r						
_23A3E0184E17B373	cpcrb4	<GEN>cpcrb4	r						
_23A3E015CD27A774	cpcrc1	<GEN>cpcrc1	r						
_23A3E0160D27AB74	cpcrc2	<GEN>cpcrc2	r						
_23A3E0174D27AF74	cpcrc3	<GEN>cpcrc3	r						
_23A3E0188E27B374	cpcrc4	<GEN>cpcrc4	r						
_23A3E0150E37A775	cpcrd1	<GEN>cpcrd1	r						
_23A3E0164E37AB75	cpcrd2	<GEN>cpcrd2	r						
_23A3E0178E37AF75	cpcrd3	<GEN>cpcrd3	r						
_23A3E018CF37B375	cpcrd4	<GEN>cpcrd4	r						
_23A3E0154E47A776	cpcre1	<GEN>cpcre1	r						
_23A3E0168E47AB76	cpcre2	<GEN>cpcre2	r						
_23A3E017CE47AF76	cpcre3	<GEN>cpcre3	r						
_23A3E0180F47B376	cpcre4	<GEN>cpcre4	r						
_23A3E0158E57A777	cpcrf1	<GEN>cpcrf1	r						
_23A3E016CE57AB77	cpcrf2	<GEN>cpcrf2	r						
_23A3E0170E57AF77	cpcrf3	<GEN>cpcrf3	r						
_23A3E0184F57B377	cpcrf4	<GEN>cpcrf4	r						
_23B3E015CE17AB74	cpdrb1	<GEN>cpdrb1	r						
_23B3E0160E17AF74	cpdrb2	<GEN>cpdrb2	r						
_23B3E0174E17B374	cpdrb3	<GEN>cpdrb3	r						
_23B3E0188F17B774	cpdrb4	<GEN>cpdrb4	r						
_23B3E0150E27AB75	cpdrc1	<GEN>cpdrc1	r						
_23B3E0164E27AF75	cpdrc2	<GEN>cpdrc2	r						
_23B3E0178E27B375	cpdrc3	<GEN>cpdrc3	r						
_23B3E018CF27B775	cpdrc4	<GEN>cpdrc4	r						
_23B3E0154F37AB76	cpdrd1	<GEN>cpdrd1	r						
_23B3E0168F37AF76	cpdrd2	<GEN>cpdrd2	r						
_23B3E017CF37B376	cpdrd3	<GEN>cpdrd3	r						
_23B3E0181037B776	cpdrd4	<GEN>cpdrd4	r						
_23B3E0158F47AB77	cpdre1	<GEN>cpdre1	r						
_23B3E016CF47AF77	cpdre2	<GEN>cpdre2	r						
_23B3E0170F47B377	cpdre3	<GEN>cpdre3	r						
_23B3E0185047B777	cpdre4	<GEN>cpdre4	r						
_23B3E015CF57AB78	cpdrf1	<GEN>cpdrf1	r						
_23B3E0160F57AF78	cpdrf2	<GEN>cpdrf2	r						
_23B3E0174F57B378	cpdrf3	<GEN>cpdrf3	r						
_23B3E0189057B778	cpdrf4	<GEN>cpdrf4	r						
_23C3E0150E17AF75	cperb1	<GEN>cperb1	r						
_23C3E0164E17B375	cperb2	<GEN>cperb2	r						
_23C3E0178E17B775	cperb3	<GEN>cperb3	r						
_23C3E018CF17BB75	cperb4	<GEN>cperb4	r						
_23C3E0154E27AF76	cperc1	<GEN>cperc1	r						
_23C3E0168E27B376	cperc2	<GEN>cperc2	r						
_23C3E017CE27B776	cperc3	<GEN>cperc3	r						
_23C3E0180F27BB76	cperc4	<GEN>cperc4	r						
_23C3E0158F37AF77	cperd1	<GEN>cperd1	r						
_23C3E016CF37B377	cperd2	<GEN>cperd2	r						
_23C3E0170F37B777	cperd3	<GEN>cperd3	r						
_23C3E0185037BB77	cperd4	<GEN>cperd4	r						
_23C3E015CF47AF78	cpere1	<GEN>cpere1	r						
_23C3E0160F47B378	cpere2	<GEN>cpere2	r						
_23C3E0174F47B778	cpere3	<GEN>cpere3	r						
_23C3E0189047BB78	cpere4	<GEN>cpere4	r						
_23C3E0150F57AF79	cperf1	<GEN>cperf1	r						
_23C3E0164F57B379	cperf2	<GEN>cperf2	r						
_23C3E0178F57B779	cperf3	<GEN>cperf3	r						
_23C3E018D057BB79	cperf4	<GEN>cperf4	r						
_23D3E0154E17B376	cpfrb1	<GEN>cpfrb1	r						
_23D3E0168E17B776	cpfrb2	<GEN>cpfrb2	r						
_23D3E017CE17BB76	cpfrb3	<GEN>cpfrb3	r						
_23D3E0180F17BF76	cpfrb4	<GEN>cpfrb4	r						
_23D3E0158E27B377	cpfrc1	<GEN>cpfrc1	r						
_23D3E016CE27B777	cpfrc2	<GEN>cpfrc2	r						
_23D3E0170E27BB77	cpfrc3	<GEN>cpfrc3	r						
_23D3E0184F27BF77	cpfrc4	<GEN>cpfrc4	r						
_23D3E015CF37B378	cpfrd1	<GEN>cpfrd1	r						
_23D3E0160F37B778	cpfrd2	<GEN>cpfrd2	r						
_23D3E0174F37BB78	cpfrd3	<GEN>cpfrd3	r						
_23D3E0189037BF78	cpfrd4	<GEN>cpfrd4	r						
_23D3E0150F47B379	cpfre1	<GEN>cpfre1	r						
_23D3E0164F47B779	cpfre2	<GEN>cpfre2	r						
_23D3E0178F47BB79	cpfre3	<GEN>cpfre3	r						
_23D3E018D047BF79	cpfre4	<GEN>cpfre4	r						
_23D3E0154F57B37A	cpfrf1	<GEN>cpfrf1	r						
_23D3E0168F57B77A	cpfrf2	<GEN>cpfrf2	r						
_23D3E017CF57BB7A	cpfrf3	<GEN>cpfrf3	r						
_23D3E0181057BF7A	cpfrf4	<GEN>cpfrf4	r						
_65579B89A4D5EE88	cbajb7	Igakya	un	l'	Igakyas	des	les	de l'	à l'
_2847E3972333D7A4	ccfjd4	Najab rôdeur	un	le	Najabs rôdeurs	des	les	du	au
_63C528B09876BB8C	ccfjd7	Najakya	un	le	Najakyas	des	les	du	au
_99297088A5F69788	cdbje7	Gibbakya	un	le	Gibbakyas	des	les	du	au
_6086F85A6816C39E	chaje8	Arma démolisseur	un	l'	Armas démolisseurs	des	les	de l'	à l'
_A9296075A4A5AAA1	chijc2	Monture Mektoub	une	la	Montures Mektoubs	des	les	de la	à la
_A9296075E5A5AAA2	chijd2	Monture Mektoub	une	la	Montures Mektoubs	des	les	de la	à la
_A929607525A5AAA3	chije2	Monture Mektoub	une	la	Montures Mektoubs	des	les	de la	à la
_A929607565A5AAA4	chijf2	Monture Mektoub	une	la	Montures Mektoubs	des	les	de la	à la
_999A88ABE878B392	chtjf7	Plodekya	un	le	Plodekyas	des	les	du	au
_995A80A627D8BF98	chuje7	Wombakya	un	le	Wombakyas	des	les	du	au
_D5C9106D5B729B80	ckdje5	Kincher nommé	un	le	Kinchers Nommés	des	les	du	au
_A4C588B89AC6DB96	ckfjf7	Kirokya	un	le	Kirokyas	des	les	du	au
_9989F08D6EC7D394	cpdje7	Slavekya	un	le	Slavekyas	des	les	du	au
_619598951718AF96	cbclc7	Yberkan	un	l'	Yberkans	des	les	de l'	au
_18C934A361C34339	ccclf4	Grand Goari	un	le	Grands Goaris	des	les	du	au
_ACF6A38D6C34F290	ccclf7	Goakan	un	le	Goakans	des	les	du	au
_EDD90C58E3362AA1	chcld4	Capryni parasitaire	un	le	Caprynis parasitaires	des	les	du	au
_5D29C8AF29A7BB6B	chcld7	Caprykan	un	le	Caprykans	des	les	du	au
_5DB5D4919CA79FAA	chele7	Craykan	un	le	Craykans	des	les	du	au
_2A296075A4C5AAA1	chilc2	Monture Mektoub	une	la	Montures Mektoubs	des	les	de la	à la
_2A296075E5C5AAA2	child2	Monture Mektoub	une	la	Montures Mektoubs	des	les	de la	à la
_2A29607525C5AAA3	chile2	Monture Mektoub	une	la	Montures Mektoubs	des	les	de la	à la
_2A29607565C5AAA4	chilf2	Monture Mektoub	une	la	Montures Mektoubs	des	les	de la	à la
_70B887A3A5942A96	cpblf4	Stinga dévastatrice	une	la	Stingas dévastatrices	des	les	de la	à la
_6385CC995C88BFAA	cpblf7	Stinkan	un	le	Stinkans	des	les	du	au
_2997C781D6B8B3A7	cbbpe4	Izam avide	un	l'	Izams avides	des	les	de l'	à l'
_B1D69B8C3344EE8E	cbbpe7	Izakoo	un	l'	Izakoos	des	les	de l'	à l'
_9AE934ADA3433748	ccepf4	Grand Ragus	un	le	Grands Ragus	des	les	du	au
_9BC8546AA418B38A	ccepf7	Rakoo	un	le	Rakoos	des	les	du	au
_5ED04494EA34F28C	ccfpe4	Imposant Najab	un	l'	Imposants Najabs	des	les	de l'	à l'
_62C564AC9886D39B	ccfpe7	Najakoo	un	le	Najakoos	des	les	du	au
_64E5C4B41988F39D	cchpe7	Varykoo	un	le	Varykoos	des	les	du	au
_6CC7A39CA9D6F29D	ccipd7	Zerkoo	un	le	Zerkoos	des	les	du	au
_AF36CB982F34069A	chape7	Armkoo	un	le	Armkoos	des	les	du	au
_24D5B0AFDD97DFAF	chgpd7	Lumpkoo	un	le	Lumpkoos	des	les	du	au
_2B296075E506AAA2	chipd2	Monture Mektoub	une	la	Montures Mektoubs	des	les	de la 	à la
_2B2960752506AAA3	chipe2	Monture Mektoub	une	la	Montures Mektoubs	des	les	de la	à la
_2B2960756506AAA4	chipf2	Monture Mektoub	une	la	Montures Mektoubs	des	les	de la	à la
_A4B670A6A8859AB0	chvpf4	Madakam violent	un	le	Madakams violents	des	les	du	au
_64C67CA69CD6BBAC	chvpf7	Madakoo	un	le	Madakoos	des	les	du	au
_A375A4A65956BB9E	ckape7	Kidikoo	un	le	Kidikoos	des	les	du	au
_6DF6E39AAB84129D	ckbpf7	Kinkoo	un	le	Kinkoos	des	les	du	au
_A30598B29B26EBA8	ckjpf7	Kipekoo	un	le	Kipekoos	des	les	du	au
_9E5800B36DA75A88	cpcpf4	Psykopla énervé	un	le	Psykoplas énervés	des	les	du	au
_9E88DCAEEE082788	cpcpf7	Psykokoo	un	le	Psykokoos	des	les	du	au
_5E3570292818D89A	mektoub_packer_test	Mektoub de bât	un	le	Mektoubs de bât	des	les	du	au
_A819707DE2354084	hjlb9	Tenwo	un	le	Tenwo	des	les	du	au
_839F5D4C191A6D19	kami_altar	Autel Kami	un	l'	Autels Kami	des	les		
_94A3DBCCA5B63139	karavan_altar	Autel Karavan	un	l'	Autels Karavan	des	les		
_212658A81C069798	ckjad1	Kipesta effroyable	un	le	Kipestas effroyables	des	les	du	au
_213660A85C269B9A	ckjaf2	Kipesta lacérant	un	le	Kipestas lacérants	des	les	du	au
_21C658A89B069792	ckdad1	Kincher effroyable	un	le	Kinchers effroyables	des	les	du	au
_21D660A8DB269B94	ckdaf2	Kincher lacérant	un	le	Kinchers lacérants	des	les	du	au
_612658A91C069B98	ckjbd1	Kipesta effroyable	un	le	Kipestas effroyables	des	les	du	au
_613660A95C269F9A	ckjbf2	Kipesta lacérant	un	le	Kipestas lacérants	des	les	du	au
_610660A99B26A396	ckfbf3	Kirosta tueur	un	le	Kirostas tueurs	des	les	du	au
_611660A9DC26A796	ckfbf4	Grand Kirosta	un	le	Grands Kirostas	des	les	du	au
_61E660A91B26A394	ckdbf3	Kincher tueur	un	le	Kinchers tueurs	des	les	du	au
_61F660A95C26A794	ckdbf4	Grand Kincher	un	le	Grands Kinchers	des	les	du	au
_610680AB9BA6AB94	ckfbd3	Kirosta chevronné	un	le	Kirostas chevronnés	des	les	du	au
_9D35949859E69BA3	ckdbd3	Kincher chevronné	un	le	Kinchers chevronnés	des	les	du	au
_64B68FA7E6E58AA7	ckdad4	Kincher vorace	un	le	Kinchers voraces	des	les	du	au
_28C797A9AAF69298	ckjad4	Kipesta vorace	un	le	Kipestas voraces	des	les	du	au
_68C797A9EAF69298	ckjbd4	Kipesta vorace	un	le	Kipestas voraces	des	les	du	au
_C1303D4DDA0C8218	cphfa4	Énorme cadeau d'Atysoël	un	l'	Énormes cadeaux d'Atysoël	des	les		
_6A84740A202A1637	cphfa3	Gros cadeau d'Atysoël	un	le	Gros cadeaux d'Atysoël	des	les		
_5668FA21DA9D9639	cphfa2	Cadeau d'Atysoël	un	le	Cadeaux d'Atysoël	des	les		
_6A82A0AF22D79119	cphfa1	Petit cadeau d'Atysoël	un	le	Petits cadeaux d'Atysoël	des	les		
_DC188074E827DF95	chjlb9	Tenwo	un	le	Tenwo	des	les	du	au
_AE459A6C242E66DC	chdfx1	Yubo inexpérimenté	un	le	Yubos inexpérimentés	des	les	du	au
_6485DA812FB920DD	chpfx1	Rendor docile	un	le	Rendors dociles	des	les	du	au
_6B22CBF85F7B357E	ccjfx2	Javing nouveau-né	un	le	Javings nouveau-nés	des	les	du	au
_1943C162A0F2EC90	cpdfx1	Slaveni placide	un	le	Slavenis placides	des	les	du	au
_48E8008CC30CBFDB	chpfx2	Rendor sevré	un	le	Rendors sevrés	des	les	du	au
_F43F2E6503ABC0AC	chbfx2	Bodoc docile	un	le	Bodocs dociles	des	les	du	au
_3B9D1FD1E1D3798E	cpdfx2	Slaveni tranquille	un	le	Slavenis tranquilles	des	les	du	au
_3AFA1C1B8920CC11	chlfx2	Yelk sevré	un	le	Yelks sevrés	des	les	du	au
_A4E6EC3C4DE3D75F	chogx3	Frippo nauséeux	un	le	Frippos nauséeux	des	les	du	au
_6415F26C31D930DD	chpfx3	Rendor faible	un	le	Rendors faibles	des	les	du	au
_BA0DFFCFE2D29176	cpefx2	Cratcha tranquille	un	le	Cratchas tranquilles	des	les	du	au
_91286EF5B903948C	chcfx2	Capryni nauséeux	un	le	Caprynis nauséeux	des	les	du	au
_AAAA1DD668A8C30D	cclfx3	Jeune Ocyx	un	l'	Jeunes Ocyx	des	les	de l'	à l'
_F8F954102F86F0FA	chefx3	Jeune Cray	un	le	Jeunes Crays	des	les	du	au
_5F255202455A548C	chhfx2	Mektoub docile	un	le	Mektoubs dociles	des	les	du	au
_62F42A01C57C4B91	cpefx3	Cratcha soumis	un	le	Cratchas soumis	des	les	du	au
_C41FBA8F87BB9FDB	ccdfx3	Jeune Torbak	un	le	Jeunes Torbaks	des	les	du	au
_2CB3267A7C28900C	cclfx7	Ocyx dominant	un	l'	Ocyx dominants	des	les	de l'	à l'
_A5C61E65664B5322	chhfx3	Jeune Mektoub	un	le	Jeunes Mektoubs	des	les	du	au
_5AA22E73BB5C20E9	chefx7	Cray dominant	un	le	Crays dominants	des	les	du	au
_F4DFEA76C14B98AE	ckhfx4	Kipee faible	un	le	Kipees faibles	des	les	du	au
_E1745A7C706834DD	ckifx4	Kizoar faible	un	le	Kizoars faibles	des	les	du	au
_6636026EE62B5320	ckjfx4	Kipesta Jeune	un	le	Kipestas Jeunes	des	les	du	au
_5580F7D5A353348C	ckffx7	Kirosta dominant	un	le	Kirostas dominants	des	les	du	au
_3B37CA3DA8AD2117	object_1_crate_15_a	Caisse	une	la	Caisses	des	les	de la	à la
_17476D1EEC75C555	object_chest_wisdom_fyros_sel	Coffre de Sagesse	un	le	Coffres de Sagesse	des	les	du	au
_17476D1E6B95655C	object_chest_wisdom_matis_sel	Coffre de Sagesse	un	le	Coffres de Sagesse	des	les	du	au
_9DA4A49219F6817F	object_chest_wisdom_std_sel	Coffre de Sagesse	un	le	Coffres de Sagesse	des	les	du	au
_A00B6A1F9EF53067	object_chest_wisdom_tryker_sel	Coffre de Sagesse	un	le	Coffres de Sagesse	des	les	du	au
_17476D1469759D69	object_chest_wisdom_zorai_sel	Coffre de Sagesse	un	le	Coffres de Sagesse	des	les	du	au
_EAF43DF202CF78FC	CHLCF4	Yelk mortel	un	le	Yelks mortels	des	les	du	au
_94E36E7A38D950AB	CCDCF4	Torbak mortel	un	le	Torbaks mortels	des	les	du	au
_81D358B08B654F39	CCEGF3	Ragus démoniaque	un	le	Ragus démoniaques	des	les	du	au
_EA9F501AF7D06776	CBCCF2	Yber frénétique	un	l'	Ybers frénétiques	des	les	de l'	à l'
_17E49EE0B4E020A9	CCMCF1	Jugula dément	un	le	Jugulas déments	des	les	du	au
_58546A6FB7D950A9	CHKCF4	Timari mortel	un	le	Timaris mortels	des	les	du	au
_0153766840DBC7BF	CCHCF4	Varinx mortel	un	le	Varinx mortels	des	les	du	au
_2BCD2A55841CEC83	CCFCF4	Najab mortel	un	le	Najabs mortels	des	les	du	au
_2B5DAE43867CF383	CBACF4	Igara mortel	un	l'	Igaras mortels	des	les	de l'	à l'
_17A41AEB07BB0076	CCBCF4	Clopper mortel	un	le	Cloppers mortels	des	les	du	au
_C58897811F64F340	CCACF3	Gingo démoniaque	un	le	Gingos démoniaques	des	les	du	au
_D92376DD88AA0C58	CPECF4	Cratcha mortel	un	le	Cratchas mortels	des	les	du	au
_4FF0925D9A91616B	CPCCF4	Psykopla mortel	un	le	Psykoplas mortels	des	les	du	au
_2B5DB6458E9CEC83	CPACF4	Jubla mortel	un	le	Jublas mortels	des	les	du	au
_2B7DB2438A3CEC83	CCCCF4	Goari mortel	un	le	Goaris mortels	des	les	du	au
_9FA51FCFA01AB997	CDCCF3	Frahar démoniaque	un	le	Frahars démoniaques	des	les	du	au
_4FC0BAD35D7F59D5	CDACF3	Cute démoniaque	un	le	Cutes démoniaques	des	les	du	au
_9D9507C75ECABD8E	CDBCF3	Gibbai démoniaque	un	le	Gibbais démoniaques	des	les	du	au
_5633466C75F850B2	CDCCF4	Frahar mortel	un	le	Frahars mortels	des	les	du	au
_EA4415F4086F20FC	CDACF4	Cute mortel	un	le	Cutes mortels	des	les	du	au
