*HASH_VALUE	sbrick ID	name	description	description2
_1D1DE1CC489FF5C8	bcmjea05_2	Чертеж кулона среднего качества матисов	Чертеж для изготовления кулона среднего качества матисов.	
_4B98C52103954A1D	bcmjea06_2	Чертеж кольца среднего качества матисов	Чертеж для изготовления кольца среднего качества матисов.	
_5B9DAB5012F0194B	bctjea01_2	Чертеж ножного браслета среднего качества трайкеров	Чертеж для изготовления ножного браслета среднего качества трайкеров.	
_0DECB9E1A7970657	bctjea02_2	Чертеж браслета среднего качества трайкеров	Чертеж для изготовления браслета среднего качества трайкеров.	
_D21D844041AE6042	bctjea03_2	Чертеж диадемы среднего качества трайкеров	Чертеж для изготовления диадемы среднего качества трайкеров.	
_881857F42869C82C	bctjea04_2	Чертеж серьги среднего качества трайкеров	Чертеж для изготовления серег среднего качества трайкеров.	
_37F1940A852FBB49	bctjea05_2	Чертеж кулона среднего качества трайкеров	Чертеж для изготовления кулона среднего качества трайкеров.	
_66AF7168840F57AD	bctjea06_2	Чертеж кольца среднего качества трайкеров	Чертеж для изготовления кольца среднего качества трайкеров.	
_02B542FAEBC96B2A	bczjea01_2	Чертеж ножного браслета среднего качества Зораи	Чертеж для изготовления ножного браслета среднего качества Зораи.	
_6596E1B3BA5C9728	bczjea02_2	Чертеж браслета среднего качества Зораи	Чертеж для изготовления браслета среднего качества Зораи.	
_CCA775F22DB86968	bczjea03_2	Чертеж диадемы среднего качества Зораи	Чертеж для изготовления диадемы среднего качества Зораи.	
_67326BB6074AB60D	bczjea04_2	Чертеж серьги среднего качества Зораи	Чертеж для изготовления серег среднего качества Зораи.	
_2530EBA7BCE5EF5A	bczjea05_2	Чертеж кулона среднего качества Зораи	Чертеж для изготовления кулона среднего качества Зораи.	
_3E8F01BB8CF712F0	bczjea06_2	Чертеж кольца среднего качества Зораи	Чертеж для изготовления кольца среднего качества Зораи.	
_479F378291A62B94	bcfjea01_3	Чертеж ножного браслета высокого качества файросов	Чертеж для изготовления ножного браслета высокого качества файросов.	
_422F5BC822323AAA	bcfjea02_3	Чертеж браслета высокого качества файросов	Чертеж для изготовления браслета высокого качества файросов.	
_0BC9C78962E410BB	bcfjea03_3	Чертеж диадемы высокого качества файросов	Чертеж для изготовления диадемы высокого качества файросов.	
_FE1C3D0FF831DD35	bcfjea04_3	Чертеж серьги высокого качества файросов	Чертеж для изготовления серег высокого качества файросов.	
_5EEA2DFC3994711F	bcfjea05_3	Чертеж кулона высокого качества файросов	Чертеж для изготовления кулона высокого качества файросов.	
_802ADCFD3B84581B	bcfjea06_3	Чертеж кольца высокого качества файросов	Чертеж для изготовления кольца высокого качества файросов.	
_C88E3B7E0C95478E	bcmjea01_3	Чертеж ножного браслета высокого качества матисов	Чертеж для изготовления ножного браслета высокого качества матисов.	
_423F63AAE4D1F6B1	bcmjea02_3	Чертеж браслета высокого качества матисов	Чертеж для изготовления браслета высокого качества матисов.	
_8F39C789E144C092	bcmjea03_3	Чертеж диадемы высокого качества матисов	Чертеж для изготовления диадемы высокого качества матисов.	
_FE2C45F1BAD0993C	bcmjea04_3	Чертеж серьги высокого качества матисов	Чертеж для изготовления серег высокого качества матисов.	
_AC17351C25C6B61C	bcmjea05_3	Чертеж кулона высокого качества матисов	Чертеж для изготовления кулона высокого качества матисов.	
_01B9E8E7F7F45815	bcmjea06_3	Чертеж кольца высокого качества матисов	Чертеж для изготовления кольца высокого качества матисов.	
_1A2CB798B4F31BA4	bctjea01_3	Чертеж ножного браслета высокого качества трайкеров	Чертеж для изготовления ножного браслета высокого качества трайкеров.	
_117E9A8AB03159A7	bctjea02_3	Чертеж браслета высокого качества трайкеров	Чертеж для изготовления браслета высокого качества трайкеров.	
_90BA7620D4340C2D	bctjea03_3	Чертеж диадемы высокого качества трайкеров	Чертеж для изготовления диадемы высокого качества трайкеров.	
_BF50047884CBF7AA	bctjea04_3	Чертеж серьги высокого качества трайкеров	Чертеж для изготовления серег высокого качества трайкеров.	
_5F22A6BDD12506E2	bctjea05_3	Чертеж кулона высокого качества трайкеров	Чертеж для изготовления кулона высокого качества трайкеров.	
_1B6CD183BDE9BCD7	bctjea06_3	Чертеж кольца высокого качества трайкеров	Чертеж для изготовления кольца высокого качества трайкеров.	
_F0B9926CA0248671	bczjea01_3	Чертеж ножного браслета высокого качества Зораи	Чертеж для изготовления ножного браслета высокого качества Зораи.	
_760F760A3540EDE9	bczjea02_3	Чертеж браслета высокого качества Зораи	Чертеж для изготовления браслета высокого качества Зораи.	
_D03473591BC95F01	bczjea03_3	Чертеж диадемы высокого качества Зораи	Чертеж для изготовления диадемы высокого качества Зораи.	
_32FC58510B3F9074	bczjea04_3	Чертеж серьги высокого качества Зораи	Чертеж для изготовления серег высокого качества Зораи.	
_C69DCBC5B1B2AA64	bczjea05_3	Чертеж кулона высокого качества Зораи	Чертеж для изготовления кулона высокого качества Зораи.	
_69F6D43D3529F6B0	bczjea06_3	Чертеж кольца высокого качества Зораи	Чертеж для изготовления кольца высокого качества Зораи.	
_45A1AEB91B9CDA0D	bcokamem1bm_1	Чертеж палицы Тэкорн-Дук	Чертеж для изготовления палиц Тэкорн-Дук.	
_A462D8AA5C449E17	bcokamem1bs_1	Чертеж посоха Тэкорн-Дук	Чертеж для изготовления посохов Тэкорн-Дук.	
_C6C0E6B2189CBE01	bcokamem1pd_1	Чертеж кинжала Тэкорн-Дук	Чертеж для изготовления кинжалов Тэкорн-Дук.	
_41A1E6A8DA9C9608	bcokamem1ps_1	Чертеж копья Тэкорн-Дук	Чертеж для изготовления копий Тэкорн-Дук.	
_8390F2A9179C9AFD	bcokamem1sa_1	Чертеж топора Тэкорн-Дук 	Чертеж для изготовления топоров Тэкорн-Дук.	
_F06154BD023D18DD	bcokamem1ss_1	Чертеж меча Тэкорн-Дук 	Чертеж для изготовления мечей Тэкорн-Дук.	
_0ADFE154E2F2922E	bcokamem2bm_1	Чертеж двуручной палицы Тэкорн-Дук 	Чертеж для изготовления двуручных палиц Тэкорн-Дук.	
_1A96D819246F6300	bcokamem2ms_1	Чертеж усилителей магии Мага-Дук 	Чертеж для изготовления усилителей магии Мага-Дук.	
_C8E306BF9B1CEE0B	bcokamem2pp_1	Чертеж пики Тэкорн-Дук 	Чертеж для изготовления пик Тэкорн-Дук.	
_0A1EE5499DF2521E	bcokamem2sa_1	Чертеж двуручного топора Тэкорн-Дук 	Чертеж для изготовления двуручных топоров Тэкорн-Дук.	
_C011F36A6377E07D	bcokamem2ss_1	Чертеж двуручного меча Тэкорн-Дук 	Чертеж для изготовления двуручных мечей Тэкорн-Дук.	
_024096AB575C9AFF	bcokamem1bm_2	Чертеж палицы Ведичи-Дук 	Чертеж для изготовления палиц Ведичи-Дук.	
_6101C09C98045E09	bcokamem1bs_2	Чертеж посоха Ведичи-Дук 	Чертеж для изготовления посохов Ведичи-Дук.	
_835FCEA4545C7EF3	bcokamem1pd_2	Чертеж кинжала Ведичи-Дук 	Чертеж для изготовления кинжалов Ведичи-Дук.	
_FE40CE9A165C56FA	bcokamem1ps_2	Чертеж копья Ведичи-Дук 	Чертеж для изготовления копий Ведичи-Дук.	
_402FDA9B535C5AEF	bcokamem1sa_2	Чертеж топора Ведичи-Дук 	Чертеж для изготовления топоров Ведичи-Дук.	
_6E4240AE81ADA0D4	bcokamem1ss_2	Чертеж меча Ведичи-Дук 	Чертеж для изготовления мечей Ведичи-Дук.	
_89FFA550DF015E19	bcokamem2bm_2	Чертеж двуручной палицы Ведичи-Дук 	Чертеж для изготовления двуручных палиц Ведичи-Дук.	
_170F24D4A8251EA4	bcokamem2ms_2	Чертеж усилителей магии Шенг-Дук 	Чертеж для изготовления усилителей магии Шенг-Дук.	
_8582EEB1D7DCAEFD	bcokamem2pp_2	Чертеж пики Ведичи-Дук 	Чертеж для изготовления пик Ведичи-Дук.	
_893EA9459A011E09	bcokamem2sa_2	Чертеж двуручного топора Ведичи-Дук 	Чертеж для изготовления двуручных топоров Ведичи-Дук.	
_BBBFC35E63B7BC6F	bcokamem2ss_2	Чертеж двуручного меча Ведичи-Дук 	Чертеж для изготовления двуручных мечей Ведичи-Дук.	
_4101BAA95D9B0610	bcokarem1bm_1	Чертеж палицы Тэкорн-Джен	Чертеж для изготовления палиц Тэкорн-Джен.	
_A0C2E49A9E43CA1A	bcokarem1bs_1	Чертеж посоха Тэкорн-Джен	Чертеж для изготовления посохов Тэкорн-Джен.	
_C220F2A25A9BEA04	bcokarem1pd_1	Чертеж кинжала Тэкорн-Джен	Чертеж для изготовления кинжалов Тэкорн-Джен.	
_3D01F2981C9BC20B	bcokarem1ps_1	Чертеж копья Тэкорн-Джен	Чертеж для изготовления копий Тэкорн-Джен.	
_7FF0FE99599BC600	bcokarem1sa_1	Чертеж топора Тэкорн-Джен	Чертеж для изготовления топоров Тэкорн-Джен.	
_CA9BFD691803C26D	bcokarem1ss_1	Чертеж меча Тэкорн-Джен	Чертеж для изготовления мечей Тэкорн-Джен.	
_CBDE054463226634	bcokarem2bm_1	Чертеж двуручной палицы Тэкорн-Джен	Чертеж для изготовления двуручных палиц Тэкорн-Джен.	
_DB95FC09666E8F00	bcokarem2ms_1	Чертеж усилителей магии Мага-Джен	Чертеж для изготовления усилителей магии Мага-Джен.	
_C44312AFDD1B1A0E	bcokarem2pp_1	Чертеж пики Тэкорн-Джен 	Чертеж для изготовления пик Тэкорн-Джен.	
_CB1D09391E222624	bcokarem2sa_1	Чертеж двуручного топора Тэкорн-Джен	Чертеж для изготовления двуручных топоров Тэкорн-Джен.	
_C011FF5A6675247D	bcokarem2ss_1	Чертеж двуручного меча Тэкорн-Джен	Чертеж для изготовления двуручных мечей Тэкорн-Джен.	
_FEA0A29B995BC602	bcokarem1bm_2	Чертеж палицы Ведичи-Джен	Чертеж для изготовления палиц Ведичи-Джен.	
_5D61CC8CDA038A0C	bcokarem1bs_2	Чертеж посоха Ведичи-Джен 	Чертеж для изготовления посохов Ведичи-Джен.	
_7FBFDA94965BAAF6	bcokarem1pd_2	Чертеж кинжала Ведичи-Джен	Чертеж для изготовления кинжалов Ведичи-Джен.	
_FAA0DA8A585B82FD	bcokarem1ps_2	Чертеж копья Ведичи-Джен	Чертеж для изготовления копий Ведичи-Джен.	
_DE5BB899CE3174AE	bcokarem1sa_2	Чертеж топора Ведичи-Джен	Чертеж для изготовления топоров Ведичи-Джен.	
_092BC96315827661	bcokarem1ss_2	Чертеж меча Ведичи-Джен	Чертеж для изготовления мечей Ведичи-Джен.	
_1F583F1EEBA53149	bcokarem2bm_2	Чертеж двуручной палицы Ведичи-Джен	Чертеж для изготовления двуручных палиц Ведичи-Джен.	
_EE369D0D87FD12EC	bcokarem2ms_2	Чертеж усилителей магии Шенг-Джен	Чертеж для изготовления усилителей магии Шенг-Джен.	
_644DCCA752B1C8C9	bcokarem2pp_2	Чертеж пики Ведичи-Джен	Чертеж для изготовления пик Ведичи-Джен.	
_4A3DCD351B31F20F	bcokarem2sa_2	Чертеж двуручного топора Ведичи-Джен	Чертеж для изготовления двуручных топоров Ведичи-Джен.	
_BBBFCF4E66B5006F	bcokarem2ss_2	Чертеж двуручного меча Ведичи-Джен	Чертеж для изготовления двуручных мечей Ведичи-Джен.	
_18838EAC083BC0DE	bcokamer1b_1	Чертеж самострела Тэкорн-Дук	Чертеж для изготовления самострелов Тэкорн-Дук.	
_30812EFDDA3B87EA	bcokamer1p_1	Чертеж пистолета Тэкорн-Дук	Чертеж для изготовления пистолетов Тэкорн-Дук.	
_0CBEEB2B899371C0	bcokamer2a_1	Чертеж автометателя Тэкорн-Дук	Чертеж для изготовления автометателей Тэкорн-Дук.	
_624B6C701563FAC9	bcokamer2b_1	Чертеж арбалета Тэкорн-Дук	Чертеж для изготовления арбалетов Тэкорн-Дук.	
_9CCAF06076E25C38	bcokamer2l_1	Чертеж метателя Тэкорн-Дук	Чертеж для изготовления метателей Тэкорн-Дук.	
_01EC69931C83EB96	bcokamer2r_1	Чертеж ружья Тэкорн-Дук	Чертеж для изготовления ружей Тэкорн-Дук.	
_913262A588CB84CF	bcokamer1b_2	Чертеж самострела Ведичи-Дук	Чертеж для изготовления самострелов Ведичи-Дук.	
_2E709EEA585B97EA	bcokamer1p_2	Чертеж пистолета Ведичи-Дук	Чертеж для изготовления пистолетов Ведичи-Дук.	
_8B4EB725861225B3	bcokamer2a_2	Чертеж автометателя Ведичи-Дук	Чертеж для изготовления автометателей Ведичи-Дук.	
_E0DB746951737EB4	bcokamer2b_2	Чертеж арбалета Ведичи-Дук	Чертеж для изготовления арбалетов Ведичи-Дук.	
_1A5AF859B2F2E023	bcokamer2l_2	Чертеж метателя Ведичи-Дук	Чертеж для изготовления метателей Ведичи-Дук.	
_7D1C118D9992DB86	bcokamer2r_2	Чертеж ружья Ведичи-Дук	Чертеж для изготовления ружей Ведичи-Дук.	
_18B34EB5C59AECDE	bcokarer1b_1	Чертеж самострела Тэкорн-Джен	Чертеж для изготовления самострелов Тэкорн-Джен.	
_30812EFD9B9A33F6	bcokarer1p_1	Чертеж пистолета Тэкорн-Джен	Чертеж для изготовления пистолетов Тэкорн-Джен.	
_CDEDC33189C345C6	bcokarer2a_1	Чертеж автометателя Тэкорн-Джен	Чертеж для изготовления автометателей Тэкорн-Джен.	
_5EDB386696630ECC	bcokarer2b_1	Чертеж арбалета Тэкорн-Джен	Чертеж для изготовления арбалетов Тэкорн-Джен.	
_985ABC56F7E2703B	bcokarer2l_1	Чертеж метателя Тэкорн-Джен	Чертеж для изготовления метателей Тэкорн-Джен.	
_C2EB81961813BF9C	bcokarer2r_1	Чертеж ружья Тэкорн-Джен	Чертеж для изготовления ружей Тэкорн-Джен.	
_916222AE452AB0CF	bcokarer1b_2	Чертеж самострела Ведичи-Джен	Чертеж для изготовления самострелов Ведичи-Джен.	
_2E709EEA19BA43F6	bcokarer1p_2	Чертеж пистолета Ведичи-Джен	Чертеж для изготовления пистолетов Ведичи-Джен.	
_4C7D8F2B8642F9B9	bcokarer2a_2	Чертеж автометателя Ведичи-Джен	Чертеж для изготовления автометателей Ведичи-Джен.	
_DC6B405FD27392B7	bcokarer2b_2	Чертеж арбалета Ведичи-Джен	Чертеж для изготовления арбалетов Ведичи-Джен.	
_16EAC44F33F2F426	bcokarer2l_2	Чертеж метателя Ведичи-Джен	Чертеж для изготовления метателей Ведичи-Джен.	
_3E1B29909522AF8C	bcokarer2r_2	Чертеж ружья Ведичи-Джен	Чертеж для изготовления ружей Ведичи-Джен.	
_42223FF047C9BF42	bcokametammo_1	Чертеж инструмента для изготовления зарядов Армило-Дук	Чертеж для изготовления инструментов для изготовления зарядов Армило-Дук.	
_95A58029C7BF1444	bcokametarmor_1	Чертеж инструмента для изготовления доспехов Армило-Дук	Чертеж для изготовления инструментов для изготовления доспехов Армило-Дук.	
_FE654937BAC1EC3A	bcokametjewel_1	Чертеж инструмента для изготовления украшений Армило-Дук	Чертеж для изготовления ювелирных инструментов Армило-Дук.	
_2DBA73ED8E90296D	bcokametmwea_1	Чертеж инструмента для изготовления оружия ближнего боя Армило-Дук	Чертеж для изготовления инструментов для изготовления оружия ближнего боя Армило-Дук.	
_F6A47F5879B1F61D	bcokametrwea_1	Чертеж инструмента для изготовления оружия дальнего боя Армило-Дук	Чертеж для изготовления инструментов для изготовления оружия дальнего боя Армило-Дук.	
_40FF45E77B45D06B	bcokametforage_1	Чертеж кирки Греслин-Дук	Чертеж для изготовления кирки Греслин-Дук.	
_65775E261251960D	bcokametammo_2	Чертеж инструмента для изготовления зарядов Руббарн-Дук	Чертеж для изготовления инструментов для изготовления зарядов Руббарн-Дук.	
_E2F12C5626898FDF	bcokametarmor_2	Чертеж инструмента для изготовления доспехов Руббарн-Дук	Чертеж для изготовления инструментов для изготовления доспехов Руббарн-Дук.	
_EBCD2C9FA9191789	bcokametjewel_2	Чертеж инструмента для изготовления украшений Руббарн-Дук	Чертеж для изготовления ювелирных инструментов Руббарн-Дук.	
_5FA7951C1480FAF8	bcokametmwea_2	Чертеж инструмента для изготовления оружия ближнего боя Руббарн-Дук	Чертеж для изготовления инструментов для изготовления оружия ближнего боя Руббарн-Дук.	
_B058E84E4F816EA2	bcokametrwea_2	Чертеж инструмента для изготовления оружия дальнего боя Руббарн-Дук	Чертеж для изготовления инструментов для изготовления оружия дальнего боя Руббарн-Дук.	
_65824885358D022D	bcokametforage_2	Чертеж кирки Эгирос-Дук	Чертеж для изготовления кирки Эгирос-Дук.	
_C3224BE3C429DF32	bcokaretammo_1	Чертеж инструмента для изготовления зарядов Армило-Джен	Чертеж для изготовления инструментов для изготовления зарядов Армило-Джен.	
_5204982CC31F2847	bcokaretarmor_1	Чертеж инструмента для изготовления доспехов Армило-Джен	Чертеж для изготовления инструментов для изготовления доспехов Армило-Джен.	
_BBC4613AB621003D	bcokaretjewel_1	Чертеж инструмента для изготовления украшений Армило-Джен	Чертеж для изготовления ювелирных инструментов Армило-Джен.	
_291A8BCD90903D70	bcokaretmwea_1	Чертеж инструмента для изготовления оружия ближнего боя Армило-Джен	Чертеж для изготовления инструментов для изготовления оружия ближнего боя Армило-Джен.	
_77A47F583AE0EE13	bcokaretrwea_1	Чертеж инструмента для изготовления оружия дальнего боя Армило-Джен	Чертеж для изготовления инструментов для изготовления оружия дальнего боя Армило-Джен.	
_43FD75E77B45F05B	bcokaretforage_1	Чертеж кирки Греслин-Джен	Чертеж для изготовления кирки Греслин-Джен.	
_E7758E2612816A13	bcokaretammo_2	Чертеж инструмента для изготовления зарядов Руббарн-Джен	Чертеж для изготовления инструментов для изготовления зарядов Руббарн-Джен.	
_9F50445626B963E8	bcokaretarmor_2	Чертеж инструмента для изготовления доспехов Руббарн-Джен	Чертеж для изготовления инструментов для изготовления доспехов Руббарн-Джен.	
_A82C449FA949EB92	bcokaretjewel_2	Чертеж инструмента для изготовления украшений Руббарн-Джен	Чертеж для изготовления ювелирных инструментов Руббарн-Джен.	
_20D66D22D57F26F8	bcokaretmwea_2	Чертеж инструмента для изготовления оружия ближнего боя Руббарн-Джен	Чертеж для изготовления инструментов для изготовления оружия ближнего боя Руббарн-Джен.	
_B058F4418DE09AA2	bcokaretrwea_2	Чертеж инструмента для изготовления оружия дальнего боя Руббарн-Джен	Чертеж для изготовления инструментов для изготовления оружия дальнего боя Руббарн-Джен.	
_65E2D481B68D162D	bcokaretforage_2	Чертеж кирки Эгирос-Дук	Чертеж для изготовления кирки Эгирос-Дук.	
_00E8190114E23264	bcpa30	Инструменты файросов	Базовая станза для изготовления инструментов файросов.	
_008821DDD8E06E64	bcpa31	Инструменты матисов	Базовая станза для изготовления инструментов матисов.	
_D32ABBFA2262922D	bcpa32	Инструменты трайкеров	Базовая станза для изготовления инструментов трайкеров.	
_1F08FDDB19A0DE64	bcpa33	Инструменты Зораи	Базовая станза для изготовления инструментов Зораи.	
_CD16BB4D68FC0429	bcztca01	Zoraï Tools 1	Lets you make Zoraï tools of quality $cr_recommended.	Zoraï Tools 1 - Quality: $cr_recommended
_C4C6D2FF6518300D	bcttca01	Tryker Tools 1	Lets you make Tryker tools of quality $cr_recommended.	Tryker Tools 1 - Quality: $cr_recommended
_7460E7E946E4428C	bcmtca01	Matis Tools 1	Lets you make Matis tools of quality $cr_recommended.	Matis Tools 1 - Quality: $cr_recommended
_7A40EF17C8745A8A	bcftca01	Fyros Tools 1	Lets you make Fyros tools of quality $cr_recommended.	Fyros Tools 1 - Quality: $cr_recommended
_C09902B9A783F0B1	chg_charac	Улучшение характеристик	Одна из ваших характеристик временно повышается.	
_B17C782B2FF7B85A	mod_protect_magic	Модификатор защиты	Некоторые параметры вашей защиты временно изменяются.	
_014E9B28CF603E7A	mod_defense	Модификатор навыка - Защита	Ваши навыки защиты изменились. Со временем эти изменения пройдут.	
_780A779E8B2C9A04	mod_dodge	Модификатор навыка - Уклонение	Ваши навыки уклонения от ударов изменились. Со временем эти изменения пройдут.	
_F02AEB7CEC835BEC	mod_parry	Модификатор навыка - Парирование	Ваши навыки парирования от ударов изменились. Со временем эти изменения пройдут.	
_E7A297497996FBF8	mod_craft_success	Модификатор навыка - Ремесло	Ваши навыки ремесла изменились. Со временем эти изменения пройдут.	
_D1B91585ADFE0721	mod_melee_success	Модификатор навыка - Ближний бой	Ваши навыки ближнего боя изменились. Со временем эти изменения пройдут.	
_CC9B95600B01AD5B	mod_range_success	Модификатор навыка - Дальний бой	Ваши навыки дальнего боя изменились. Со временем эти изменения пройдут.	
_40AF1BCB98861867	mod_magic_success	Модификатор навыка - Магия	Ваши навыки магии изменились. Со временем эти изменения пройдут.	
_B311C215413612F9	mod_forage_success	Модификатор навыка - Добыча ресурсов	Ваши навыки добычи ресурсов изменились. Со временем эти изменения пройдут.	
_6D4442737B3C428E	mod_desert_forage_success	Модификатор навыка - Добыча ресурсов пустыни	Ваши навыки добычи ресурсов пустыни изменились. Со временем эти изменения пройдут.	
_72261F0ED0EB0DB1	mod_forest_forage_success	Модификатор навыка - Добыча ресурсов леса	Ваши навыки добычи ресурсов леса изменились. Со временем эти изменения пройдут.	
_D208AB294A672891	mod_lacustre_forage_success	Модификатор навыка - Добыча ресурсов озер	Ваши навыки добычи ресурсов озер изменились. Со временем эти изменения пройдут.	
_EB331E93FDAB2670	mod_jungle_forage_success	Модификатор навыка - Добыча ресурсов джунглей	Ваши навыки добычи ресурсов джунглей изменились. Со временем эти изменения пройдут.	
_A58B89292F72F116	mod_primary_root_forage_success	Модификатор навыка - Добыча ресурсов Изначальных Корней	Ваши навыки добычи ресурсов Изначальных Корней изменились. Со временем эти изменения пройдут.	
_7EEE302A89CCA808	slaughter_week_title_01	Название		
_7EEE302A89DCA808	slaughter_week_title_02	Название		
_7EEE302A89ECA808	slaughter_week_title_03	Название		
_7EEE302A89FCA808	slaughter_week_title_04	Название		
_7EEE302A890CA808	slaughter_week_title_05	Название		
_7EEE302A891CA808	slaughter_week_title_06	Название		
_7EEE302A892CA808	slaughter_week_title_07	Название		
_7EEE302A893CA808	slaughter_week_title_08	Название		
_7EEE302A894CA808	slaughter_week_title_09	Название		
_83EEC59C4D2B2C04	slaughter_week_title_10	Название		
_36044969C72F8F33	bcbahb_m	Ремесленное мастерство мародеров	Ремесленное мастерство мародеров.	
_36044969C72FA333	bcbahg_m	Ремесленное мастерство мародеров	Ремесленное мастерство мародеров.	
_36044969C72FA733	bcbahh_m	Ремесленное мастерство мародеров	Ремесленное мастерство мародеров.	
_36044969C72FC733	bcbahp_m	Ремесленное мастерство мародеров	Ремесленное мастерство мародеров.	
_36044969C72FD333	bcbahs_m	Ремесленное мастерство мародеров	Ремесленное мастерство мародеров.	
_36044969C72FDF33	bcbahv_m	Ремесленное мастерство мародеров	Ремесленное мастерство мародеров.	
_E8AB251A4F1ECBC9	bcbahb	Чертеж ботинок Эрук'ана	Чертеж для изготовления ботинок Эрук'ана.	
_2607364468801131	bcbahg	Чертеж рукавиц Эрук'ана	Чертеж для изготовления рукавиц Эрук'ана.	
_22BC190B4DFFD3BA	bcbahh	Чертеж шлемов Эрук'ана	Чертеж для изготовления шлемов Эрук'ана.	
_69454C111724CE7B	bcbahp	Чертеж поножей Эрук'ана	Чертеж для изготовления поножей Эрук'ана.	
_D24EC0D5A9299DB7	bcbahs	Чертеж наручей Эрук'ана	Чертеж для изготовления наручей Эрук'ана.	
_6426BDF737678DEC	bcbahv	Чертеж нагрудников Эрук'ана	Чертеж для изготовления нагрудников Эрук'ана.	
_482ECDC6ADEEAFE4	casino_title_1_index14	Название		
_482ECDC6ADEEB7E4	casino_title_2_index15	Название		
_5E7220210AED5AF8	death_penalty	Посмертный штраф	Вы получили посмертный штраф: весь опыт, который вы получаете будет уходить на снижение величины штрафа до тех пор пока она не достигнет 0.	
_F1CAFCBEDEA99CB3	hatred	 снадобьями	снадобьями	
_4B8319E8A61D6C0C	bcztca10	Zoraï Tools 2	Lets you make Zoraï tools of quality $cr_recommended.	Zoraï Tools 2 - Quality: $cr_recommended
_4B8319E9E71D6C0D	bcztca15	Zoraï Tools 3	Lets you make Zoraï tools of quality $cr_recommended.	Zoraï Tools 3 - Quality: $cr_recommended
_4B8319EAA62D6C0E	bcztca20	Zoraï Tools 4	Lets you make Zoraï tools of quality $cr_recommended.	Zoraï Tools 4 - Quality: $cr_recommended
_4B8319EBE72D6C0F	bcztca25	Zoraï Tools 5	Lets you make Zoraï tools of quality $cr_recommended.	Zoraï Tools 5 - Quality: $cr_recommended
_A0A8D36EF6DEECA4	bcttca10	Tryker Tools 2	Lets you make Tryker tools of quality $cr_recommended.	Tryker Tools 2 - Quality: $cr_recommended
_A0A8D36E37DEF0A5	bcttca15	Tryker Tools 3	Lets you make Tryker tools of quality $cr_recommended.	Tryker Tools 3 - Quality: $cr_recommended
_A0A8D36EF6EEF4A6	bcttca20	Tryker Tools 4	Lets you make Tryker tools of quality $cr_recommended.	Tryker Tools 4 - Quality: $cr_recommended
_A0A8D36E37EEF8A7	bcttca25	Tryker Tools 5	Lets you make Tryker tools of quality $cr_recommended.	Tryker Tools 5 - Quality: $cr_recommended
_CEF2BB67295D0E8B	bcmtca10	Matis Tools 2	Lets you make Matis tools of quality $cr_recommended.	Matis Tools 2 - Quality: $cr_recommended
_CEF2BB686A5D0E8C	bcmtca15	Matis Tools 3	Lets you make Matis tools of quality $cr_recommended.	Matis Tools 3 - Quality: $cr_recommended
_CEF2BB69296D0E8D	bcmtca20	Matis Tools 4	Lets you make Matis tools of quality $cr_recommended.	Matis Tools 4 - Quality: $cr_recommended
_CEF2BB6A6A6D0E8E	bcmtca25	Matis Tools 5	Lets you make Matis tools of quality $cr_recommended.	Matis Tools 5 - Quality: $cr_recommended
_CEE3FF6629BE528A	bcftca10	Fyros Tools 2	Lets you make Fyros tools of quality $cr_recommended.	Fyros Tools 2 - Quality: $cr_recommended
_CEE3FF676ABE528B	bcftca15	Fyros Tools 3	Lets you make Fyros tools of quality $cr_recommended.	Fyros Tools 3 - Quality: $cr_recommended
_CEE3FF6829CE528C	bcftca20	Fyros Tools 4	Lets you make Fyros tools of quality $cr_recommended.	Fyros Tools 4 - Quality: $cr_recommended
_CEE3FF696ACE528D	bcftca25	Fyros Tools 5	Lets you make Fyros tools of quality $cr_recommended.	Fyros Tools 5 - Quality: $cr_recommended
_C8E6C4860FE38705	bcftca02	<GEN>bcftca02		
_C8E6C4864FE38707	bcftca03	<GEN>bcftca03		
_C8E6C48690E38709	bcftca04	<GEN>bcftca04		
_C8E6C486D0E3870B	bcftca05	<GEN>bcftca05		
_C8E6C48610E3870D	bcftca06	<GEN>bcftca06		
_C8E6C48650E3870F	bcftca07	<GEN>bcftca07		
_C8E6C48691E38711	bcftca08	<GEN>bcftca08		
_C8E6C486D1E38713	bcftca09	<GEN>bcftca09		
_48E6C486CFF38703	bcftca11	<GEN>bcftca11		
_48E6C4860FF38705	bcftca12	<GEN>bcftca12		
_48E6C4864FF38707	bcftca13	<GEN>bcftca13		
_48E6C48690F38709	bcftca14	<GEN>bcftca14		
_48E6C48610F3870D	bcftca16	<GEN>bcftca16		
_48E6C48650F3870F	bcftca17	<GEN>bcftca17		
_48E6C48691F38711	bcftca18	<GEN>bcftca18		
_48E6C486D1F38713	bcftca19	<GEN>bcftca19		
_C8E6C486CF038703	bcftca21	<GEN>bcftca21		
_C8E6C4860F038705	bcftca22	<GEN>bcftca22		
_C8E6C4864F038707	bcftca23	<GEN>bcftca23		
_C8E6C48690038709	bcftca24	<GEN>bcftca24		
_C856C48693E38705	bcmtca02	<GEN>bcmtca02		
_C856C486D3E38707	bcmtca03	<GEN>bcmtca03		
_C856C48614E38709	bcmtca04	<GEN>bcmtca04		
_C856C48654E3870B	bcmtca05	<GEN>bcmtca05		
_C856C48694E3870D	bcmtca06	<GEN>bcmtca06		
_C856C486D4E3870F	bcmtca07	<GEN>bcmtca07		
