// HASH_VALUE 7C0DD08E0B74B048
// INDEX 0
abandon_mission	[&TSK&Vous avez abandonné une mission.]
// INDEX 6381
r_05_39_o_visit_place_1	[Trouvez la trace de la bête dans les environs de l'avant-poste.]

// HASH_VALUE 1FDDFB0F0F62DEC0
// INDEX 6382
r_05_39_p_bc_chase_creature_1	[Par le feu du dragon, heureusement que vous étiez là pour nous sauver ! A mon avis, cette créature est affaiblie et va essayer de retrouver ses forces.{break}Il me semble que son repaire se trouve en contre bas dans le Canyon Interdit. Vos meilleures chances de réussite sont de la trouver là-bas avant qu'elle ne récupère.]

// HASH_VALUE 2F0CC0062CA90D18
// INDEX 6383
r_05_39_p_bc_chief_brief_1	[Ainsi vous venez pour nous débarrasser de ce démon ? Vous êtes bien certain de vouloir lui donner la chasse seul ? Nombre de nos meilleurs guerriers y ont déjà laissé la vie, et cette horreur continue à dévorer les membres de notre tribu. Trouver la et débarrassez nous-en. Avec un peu de chance vous la trouverez dans les environs du village, mais méfiez vous, cette créature s'en prend à tous ceux qu'elle voit ! La meilleure chance que vous ayez est de chercher des traces de la bête dans les environs de l'avant-poste.]

// HASH_VALUE 31CBD19F7603F024
// INDEX 6384
r_05_39_p_bc_debrief_1	[Vous avez fait preuve d'un grand courage en bravant cette terrifiante créature. Vous êtes digne de recevoir la sagesse des Fyros.]

// HASH_VALUE 52A1A71307915F0D
// INDEX 6385
r_05_39_p_ldf_intro_1	[Une bête géante répand la mort dans la région de Sawdust Mines et soulève de nombreuses rumeurs. Certains parlent même d'un démon venu des primes racines. Si tu ramènes sa tête, tu prouveras ton honneur et je t'enseignerai une façon d'améliorer ton Endurance. Il est apparu la dernière fois près de l'avant-poste qui se trouve le long de la falaise, au Nord Ouest d'ici, dans la région de Sawdust Mines.]

// HASH_VALUE 758D28F49D3A41A6
// INDEX 6386
r_05_41_mis_desc	[Des vols de javings terrorisent la région. Le garde ne sait plus vers qui se tourner et demande l'aide de chasseurs courageux.]

// HASH_VALUE 0344FC95A34104A0
// INDEX 6387
r_05_41_mis_title	[Une attaque de javings.]

// HASH_VALUE B3A2B815CED7EC27
// INDEX 6388
r_05_41_m_t2_debrief_1	[Les javings ont été exterminés.]

// HASH_VALUE 71AA3C01ADBCCB74
// INDEX 6389
r_05_41_m_t2_mer_leader_1	[Nous les avons repoussés.]

// HASH_VALUE 967E6E8E06AEE773
// INDEX 6390
r_05_41_m_t2_tri_leader_1	[Nous venons vous apporter notre aide contre les javings.]

// HASH_VALUE 2E46B59FEC04F8CE
// INDEX 6391
r_05_41_o_es_protect_1	[Protéger les marchands des javings.]

// HASH_VALUE 7327D116FA22EF72
// INDEX 6392
r_05_41_p_bc_debrief_1	[Ah bien, vous êtes de retour ! L'annonce de votre réussite est parvenue jusqu'à mes oreilles. Félicitations ! Prenez ce cube d'ambre et préparez-vous à recevoir mon enseignement.]

// HASH_VALUE A8811131495C28D7
// INDEX 6393
r_05_41_p_bc_go_lair_1	[Cela nous réchauffe le coeur, nous commencions à perdre espoir. Je pense qu'il serait préférable de les éloigner de leur colonie que nous avons localisé au sud-ouest de notre campement.]

// HASH_VALUE D02C0D4C2382CF9C
// INDEX 6394
r_05_41_p_bc_vis_tribe_1_m	[Mille mercis, vous êtes arrivé à temps ! Qui sait ce qui se serait passé si vous n'aviez pas été là... Si vous souhaitez repousser les javings, vous devriez vérifier les alentours du campement des Iconodoules.{break}Quand nous sommes passés dans le coin, ces créatures violentes semblaient plutôt agitées.]

// HASH_VALUE C1EBB9719967DABD
// INDEX 6395
r_05_41_p_bc_vis_tribe_1_f	[Mille mercis, vous êtes arrivée à temps ! Qui sait ce qui se serait passé si vous n'aviez pas été là... Si vous souhaitez repousser les javings, vous devriez vérifier les alentours du campement des Iconodoules.{break}Quand nous sommes passés dans le coin, ces créatures violentes semblaient plutôt agitées.]

// HASH_VALUE 76E14F9171F9D916
// INDEX 6396
r_05_41_p_ldf_intro_1	[La situation est grave et va en s'empirant, un vol de javings sème la terreur sur nos terres. Ces créatures sont souvent agitées, mais cette fois ils se réunissent et forment une force d'attaque mortelle ce qui rend certaines régions très dangereuses.{break}Si vous avez la force et le courage de les repousser, vous en saurez suffisamment sur eux pour que je vous enseigne une technique de combat à laquelle les oiseaux sont très sensibles. Les dernières attaques ont eu lieu $place_attack_1.pr$ $place_attack_1$.{break}Allez patrouiller dans la zone et tuez les javings se mettant en travers de votre route.]

// HASH_VALUE 6CEBB7E1535D818E
// INDEX 6397
r_05_44_mis_desc	[Ramener du sang de $creature$ pour un scientifique matis]

// HASH_VALUE DECA9E5D72DA6773
// INDEX 6398
r_05_44_mis_title	[L'étude des $creature.p$]

// HASH_VALUE 66B0F3A335F70383
// INDEX 6399
r_05_44_p_an_sci_01a	[Non, $givervar$ m'a parlé de $creature.p$]

// HASH_VALUE 1844FB5085E69425
// INDEX 6400
r_05_44_p_an_sci_01b	[Hem, excusez-moi...]

// HASH_VALUE E09047F36EC8E9C0
// INDEX 6401
r_05_44_p_an_sci_01c	[D'accord, ramener du sang de $creature$ de la région de $lieu_groveofconfusion$, c'est ça ?]

// HASH_VALUE B8D1DA1EAD6B0CFA
// INDEX 6402
r_05_44_p_an_sci_02a	[Oui, c'est l'endroit que vous m'avez indiqué]

// HASH_VALUE E53612D75396E868
// INDEX 6403
r_05_44_p_an_sci_02b	[...Moi ramener vous sang de $creature$ de région $lieu_forbiddendepths$]

// HASH_VALUE 899261D63F2D5885
// INDEX 6404
r_05_44_p_an_sci_02c	[Grmbl... Sang, $creature$, $lieu_forbiddendepths$ !]

// HASH_VALUE A762AE906EF35CD4
// INDEX 6405
r_05_44_p_an_sci_03a	[Ne me dites pas... Ce n'est pas ce que vous vouliez ?]

// HASH_VALUE 55BF75FFE2954E9C
// INDEX 6406
r_05_44_p_bc_debrief_f	[Je vois à votre mine défaite que ça n'a pas dû être facile... mais vous vous en êtes bien tirée. Travailler pour $scientifique$ forge le caractère, et enseigne les vertus de la patience. Vous avez bien mérité votre récompense. Je vais vous apprendre la technique de défense dont je vous ai parlé. Prenez aussi ce cube d'ambre, afin d'en savoir plus sur $creature.pda$ $creature.p$.]

// HASH_VALUE 6D401287F093933B
// INDEX 6407
r_05_44_p_bc_debrief_m	[Je vois à votre mine défaite que ça n'a pas dû être facile... mais vous vous en êtes bien tiré. Travailler pour $scientifique$ forge le caractère, et enseigne les vertus de la patience. Vous avez bien mérité votre récompense. Je vais vous apprendre la technique de défense dont je vous ai parlé. Prenez aussi ce cube d'ambre, afin d'en savoir plus sur $creature.pda$ $creature.p$.]

// HASH_VALUE 9DC3AFC3A9846A8C
// INDEX 6408
r_05_44_p_bc_sci_01	[C'est bien ça ! Eh bien quoi, vous êtes encore là ? Pressons, pressons, j'ai de nombreuses découvertes à faire !]

// HASH_VALUE B4BB97D1294553F4
// INDEX 6409
r_05_44_p_bc_sci_02	[Eh bien, ça finit par rentrer ! Enfin, on ne va pas y passer la journée non plus... allez-y maintenant !]

// HASH_VALUE F11E9647129A0E86
// INDEX 6410
r_05_44_p_bc_sci_03	[Je vous ai demandé du sang de $creature_03$, et non pas du sang de $creature_02$ ! Jena ait pitié de vous... Ce n'est pourtant pas compliqué : sang... $creature_03$... $lieu_forbiddendepths$.{break}Allez, allez, au travail ! Vous savez que vous mettez ma patience à rude épreuve !]

// HASH_VALUE 249B728261147E66
// INDEX 6411
r_05_44_p_dcc_sang_ok	[Enfin, nous y voilà ! Vous voyez que ce n'était pas si compliqué. Laissez-moi maintenant, j'ai une autre étude sur les $creature_arma.p$ à mener. Ah, mais vous voulez peut-être m'aider pour... non ? Bon, tant pis !]

// HASH_VALUE 1849EB6D1AB110C8
// INDEX 6412
r_05_44_p_dc_sci_01a	[Ah, très bien, très bien ! Cette charmante enfant m'avait dit qu'elle m'enverrait quelqu'un. Parfait, parfait ! Vous êtes au courant que je travaille actuellement sur l'étude des $creature_arma.p$...]

// HASH_VALUE D576C123A9B17528
// INDEX 6413
r_05_44_p_dc_sci_01b_f	[Oui, c'est ce que je viens de vous dire à l'instant : sur l'étude des $creature.p$. Soyez un peu attentive, sinon on n'y arrivera jamais !]

// HASH_VALUE D71602C6FB58486D
// INDEX 6414
r_05_44_p_dc_sci_01b_m	[Oui, c'est ce que je viens de vous dire à l'instant : sur l'étude des $creature.p$. Soyez un peu attentif, sinon on n'y arrivera jamais !]

// HASH_VALUE 27412B32387B09BA
// INDEX 6415
r_05_44_p_dc_sci_01c	[Qu'est-ce-que je disais ? Ah oui, je voudrais que vous me rameniez du sang d'$creature_arma$. Vous en trouverez dans la région de $lieu_groveofconfusion$.]

// HASH_VALUE 64AF577157B53844
// INDEX 6416
r_05_44_p_dc_sci_02a	[Que voulez vous que je fasse de ça ? On dirait que ça vient de $creature.p$  des forêts. Vous êtes allé chercher ça dans la région de $lieu_groveofconfusion$, si je ne me trompe ?]

// HASH_VALUE 307C9A48E7BAFA54
// INDEX 6417
r_05_44_p_dc_sci_02b	[Comment ? Vous vous moquez de moi ! Ce n'est pas ce que je vous ai dit. On dirait que vous avez du mal à comprendre ! Je vais donc répéter ma requête avec des mots simples afin que votre esprit réduit puisse assimiler ce flot d'informations : vous rapporter moi sang d'$creature_arma$ vivant dans région $lieu_forbiddendepths$. Vous avez saisi ?]

// HASH_VALUE FCDA7AED0A88A094
// INDEX 6418
r_05_44_p_dc_sci_02c	[C'est ça ! Répétez-le encore une fois, afin que je sois sûr que vous avez bien compris.]

// HASH_VALUE 07464D7FEA143080
// INDEX 6419
r_05_44_p_dc_sci_03a	[Ah, enfin ! Attendez... ce n'est pas vrai, je rêve !]

// HASH_VALUE 15D63C992AF7A393
// INDEX 6420
r_05_44_p_ldc_intro_f	[$self$, il est temps pour vous de prouver vos talents de chasseresse.{break}Un vieil ami à moi, $scientifique$, se trouve être également l'un de nos plus éminents scientifiques.{break}Il étudie actuellement $creature.pda$ $creature.p$, des prédateurs plutôt vicieux, et il semblerait qu'il ait besoin de quelques spécimens. Ce qu'il veut en faire, je n'en ai pas la moindre idée, il vaut mieux que vous en discutiez directement avec lui.{break}Vous le trouverez à $lieu_yrka$, dans le quartier de $lieu_yrka_quartier$. Si je peux vous donner un conseil, soyez attentive à ce qu'il vous dit, et n'hésitez pas à le faire répéter si besoin est... Il a l'esprit un peu farfelu, et de gros problèmes de mémoire. Mais à sa façon, c'est un véritable génie !{break}Je compte sur vous, $self$. Si vous vous acquittez avec succès de cette mission de confiance, je vous montrerai comment faire bon usage de la magie pour se défendre contre un adversaire et le ralentir. Revenez me voir quand $scientifique$ sera satisfait.]

// HASH_VALUE 276414E1C0B35301
// INDEX 6421
r_05_44_p_ldc_intro_m	[$self$, il est temps pour vous de prouver vos talents de chasseur.{break}Un vieil ami à moi, $scientifique$, se trouve être également l'un de nos plus éminents scientifiques.{break}Il étudie actuellement $creature.pda$ $creature.p$, des prédateurs plutôt vicieux, et il semblerait qu'il ait besoin de quelques spécimens. Ce qu'il veut en faire, je n'en ai pas la moindre idée, il vaut mieux que vous en discutiez directement avec lui.{break}Vous le trouverez à $lieu_yrka$, dans le quartier de $lieu_yrka_quartier$. Si je peux vous donner un conseil, soyez attentif à ce qu'il vous dit, et n'hésitez pas à le faire répéter si besoin est... Il a l'esprit un peu farfelu, et de gros problèmes de mémoire. Mais à sa façon, c'est un véritable génie !{break}Je compte sur vous, $self$. Si vous vous acquittez avec succès de cette mission de confiance, je vous montrerai comment faire bon usage de la magie pour se défendre contre un adversaire et le ralentir. Revenez me voir quand $scientifique$ sera satisfait.]

// HASH_VALUE A02819F26F73FC03
// INDEX 6422
r_05_44_p_t2_debrief	[Ma mission est terminée... j'ai bien cru mourir !]

// HASH_VALUE 17F79C8406C77984
// INDEX 6423
r_05_44_p_t2_sci_01_f	[Je suis envoyée par $givervar$]

// HASH_VALUE 5C81F08285F61A79
// INDEX 6424
r_05_44_p_t2_sci_01_m	[Je suis envoyé par $givervar$]

// HASH_VALUE 25CE0441910D4F79
// INDEX 6425
r_06_06_mis_desc	[Trouver et tuer $kiban_lector.ia$ $kiban_lector$ dans les profondeurs de $lieu_terre$]

// HASH_VALUE 2281442CEE987865
// INDEX 6426
r_06_06_mis_title	[Le Récolteur des abysses]

// HASH_VALUE 738D7B1C021E8E32
// INDEX 6427
r_06_06_p_bc_debrief	[Bravo, $self$, je ne doutais pas que tu réussirais. Beau travail ! Reçois mon enseignement, et apprends comment porter de puissants coups à tes adversaires. Prends aussi ce cube d'ambre, et tu en sauras autant que moi sur $crea_kiban.pda$ $crea_kiban.p$.]

// HASH_VALUE C53135724B7D53F9
// INDEX 6428
r_06_06_p_ldc_intro_f	[Salut à toi, $self$. Souhaites-tu prouver ta valeur ? Dans ce cas prépare tes armes, car tu vas combattre nos plus féroces ennemis... $race_kitins.pda$ $race_kitins.p$ ! Nous voulons porter un coup dur à leur capacité d'extraction d'extraction de ressources. Les récolteurs $race_kitins$ sont $crea_kiban.pda$ $crea_kiban.p$, et c'est l'un d'entre eux que tu vas affronter. Mais pas n'importe lequel... il te faut un adversaire digne de toi.{break}Va dans les Primes Racines, dans l'obscurité des $lieu_terre$, et trouve $kiban_lector.ia$ $kiban_lector$. Tue-le, et rapporte-moi ses mandibules pour me prouver que le travail a bien été fait.{break}Si je puis me permettre de te donner un conseil : n'y va pas seule ! $kiban_lector.pda$ $kiban_lector.p$ sont non seulement des foreurs exceptionnels, mais aussi de formidables combattants.{break}Pars, et reviens lorsque tu auras gagné ton trophée ! Je te récompenserai en t'enseignant à tirer le meilleur parti de tes armes... si elles sont suffisamment solides.]

// HASH_VALUE 8A6FF7FD6C6E8528
// INDEX 6429
r_06_06_p_ldc_intro_m	[Salut à toi, $self$. Souhaites-tu prouver ta valeur ? Dans ce cas prépare tes armes, car tu vas combattre nos plus féroces ennemis... $race_kitins.pda$ $race_kitins.p$ ! Nous voulons porter un coup dur à leur capacité d'extraction d'extraction de ressources. Les récolteurs $race_kitins$ sont $crea_kiban.pda$ $crea_kiban.p$, et c'est l'un d'entre eux que tu vas affronter. Mais pas n'importe lequel... il te faut un adversaire digne de toi.{break}Va dans les Primes Racines, dans l'obscurité des $lieu_terre$, et trouve $kiban_lector.ia$ $kiban_lector$. Tue-le, et rapporte-moi ses mandibules pour me prouver que le travail a bien été fait.{break}Si je puis me permettre de te donner un conseil : n'y va pas seul ! $kiban_lector.pda$ $kiban_lector.p$ sont non seulement des foreurs exceptionnels, mais aussi de formidables combattants.{break}Pars, et reviens lorsque tu auras gagné ton trophée ! Je te récompenserai en t'enseignant à tirer le meilleur parti de tes armes... si elles sont suffisamment solides.]

// HASH_VALUE 05D805A35A088D61
// INDEX 6430
r_06_06_p_ovl_debrief	[Rapportez les mandibules du $kiban_lector$ à $givervar$]

// HASH_VALUE EC448CA1D5BDCB9E
// INDEX 6431
r_06_06_p_ovl_donner_trophee_1	[Donner les mandibules à $givervar$]

// HASH_VALUE 625E193757BA8CC9
// INDEX 6432
r_06_06_p_t2_debrief	[Me voici de retour avec le trophée !]

// HASH_VALUE 8720ACE906510767
// INDEX 6433
r_06_08_ask_report	[Ah ? Montre-moi ça.]

// HASH_VALUE D3351A03FB803AF5
// INDEX 6434
r_06_08_dont_lie_m	[Ne me mens pas ! Retournes-y et vite ! Je n'ai pas besoin d'avoir un homin inutile dans les jambes !]

// HASH_VALUE F7C0BD1ED15E40D4
// INDEX 6435
r_06_08_dont_lie_f	[Ne me mens pas ! Retournes-y et vite ! Je n'ai pas besoin d'avoir une homine inutile dans les jambes !]

// HASH_VALUE E7F3568C695DB39D
// INDEX 6436
r_06_08_finish	[Félicitations ! Grâce à toi, nous avons fait un pas dans la connaissance des kinchers.  Voici un cube qui contient de précieuses informations !]

// HASH_VALUE 5B358792FBE6AF61
// INDEX 6437
r_06_08_have_report_action	[J'ai le rapport de $givertask$.]

// HASH_VALUE 9F109FF8A7431C06
// INDEX 6438
r_06_08_intro_m	[Oren Pyr homin ! Tu es au courant du désastre ? Je suis hors de moi ! Ces satanés kinchers ont encore fait une razzia complète dans un couloir et ils ont blessé quatre de mes homins ! Notre méconnaissance des kitins joue contre nous. Nous devons en apprendre plus sur eux afin de mieux les combattre, pour que ceci ne se reproduise plus.\n
	Veux-tu bien aller trouver $givertask$, la spécialiste des Kinchers qui se trouve dans les Lagons de Loria, pour en apprendre plus sur eux, puis revenir me faire ton rapport ? Elle a toujours besoin d'aide, elle ne refusera pas.]

// HASH_VALUE 4ABEC3ED8F11237D
// INDEX 6439
r_06_08_intro_f	[Oren Pyr homine ! Tu es au courant du désastre ? Je suis hors de moi ! Ces satanés kinchers ont encore fait une razzia complète dans un couloir et ils ont blessé quatre de mes homins ! Notre méconnaissance des kitins joue contre nous. Nous devons en apprendre plus sur eux afin de mieux les combattre, pour que ceci ne se reproduise plus.\n
	Veux-tu bien aller trouver $givertask$, la spécialiste des Kinchers qui se trouve dans les Lagons de Loria, pour en apprendre plus sur eux, puis revenir me faire ton rapport ? Elle a toujours besoin d'aide, elle ne refusera pas.]

// HASH_VALUE 0B77FF3AB5D59A25
// INDEX 6440
r_06_08_i_dont_have_finished	[Euh, et bien, c'est que...]

// HASH_VALUE 68AE573BB7ED86C6
// INDEX 6441
r_06_08_i_have_finished	[Ma foi... Intéressante !]

// HASH_VALUE 136C440B91656C1D
// INDEX 6442
r_06_08_kitiniere_desc	[Tester les nouvelles connaissances sur les kinchers de la kitinière.]

// HASH_VALUE DC55F03E18FBFCC8
// INDEX 6443
r_06_08_kitiniere_mark_mp	[Marquer la source]

// HASH_VALUE 76BA6390A374781D
// INDEX 6444
r_06_08_kitiniere_title	[Les kinchers dans la kitinière.]

// HASH_VALUE E0F1D351576AA044
// INDEX 6445
r_06_08_loria_are_you_fine	[Vous allez bien $givervar$ ?]

// HASH_VALUE 4AC862CFD9C9D3B8
// INDEX 6446
r_06_08_loria_can_you_repeat	[Tu peux réexpliquer s'il te plait ?]

// HASH_VALUE 11E66A5834A6555F
// INDEX 6447
r_06_08_loria_desc	[En savoir plus sur le marquage des ressources par les kinchers.]

// HASH_VALUE FA2A957FB26405E2
// INDEX 6448
r_06_08_loria_dont_know_anything	[Si si, je sais que ça fait mal quand ça tape...]

// HASH_VALUE E02D016B4C25CC6C
// INDEX 6449
r_06_08_loria_give_me_phials	[Bien bien bien... Passe-moi tout ça.]

// HASH_VALUE 54DB7B321493C512
// INDEX 6450
r_06_08_loria_i_am	[Je suis $player$ et $givertask$ m'a dit que vous pourriez avoir besoin de moi.]

// HASH_VALUE 3EAA7435CA7B5BEC
// INDEX 6451
r_06_08_loria_obj_talk_to_mp	[Prélevez les matières marquées sur la source.]

// HASH_VALUE E7DAC00B23026E5A
// INDEX 6452
r_06_08_loria_obj_visit_mp	[Equipez-vous d'une $phial$ et prélevez le long du chemin de $gerder$ des échantillons des sources marquées.\n
	\n
	(Attention ! Toutes les sources ne sont pas marquées, si équipé d'une fiole et près de la source rien ne se passe, poursuivez pour en trouver une autre)]

// HASH_VALUE 24750E079219BCA8
// INDEX 6453
r_06_08_loria_passage_2	[Passage 2]

// HASH_VALUE 1BEF6D0A96F5B5F6
// INDEX 6454
r_06_08_loria_repeat_obj	[Bien sûr !\n
	\n
	Il faut que tu ailles trouver $gerder$ le Kincher qui sème la terreur dans la région. Attends à $gerder_food$ et il viendra à toi, observe-le et suis-le, tu verras qu'il marque certaines matières premières sur son passage.{break}Récolte les matières qu'il marque, mais fais bien attention, il ne marque pas toutes celles qui sont sur son passage. Quand tu auras ces matières, tue-le.]

// HASH_VALUE 47EFB62399D2A41E
// INDEX 6455
r_06_08_loria_return_kitinlair	[*Sourit* Pas mal ! Apporte ce flacon et ce rapport à $givertask$. Elle va adorer ! *Grimace de douleur* Ah... Que ça fait mal...]

// HASH_VALUE 0685E888EB789A7B
// INDEX 6456
r_06_08_loria_talk_to_giver_1	[Allez voir $givervar$.]

// HASH_VALUE CA72E24B2724DB5D
// INDEX 6457
r_06_08_loria_talk_to_mp	[Prélevez les matières marquées.]

// HASH_VALUE E93A980D41C679CD
// INDEX 6458
r_06_08_loria_task_finished_action	[Voilà ce que tu voulais !]

// HASH_VALUE 52719484954BB399
// INDEX 6459
r_06_08_loria_title	[Le marquage des ressources.]

// HASH_VALUE 9E88699BC4519C09
// INDEX 6460
r_06_08_loria_waiting_for_you	[Une fois tout ça accompli, reviens me voir le plus vite possible. Allez, ne perds pas de temps !]

// HASH_VALUE EE71B5C4BCAFCB94
// INDEX 6461
r_06_08_loria_wait_and_target_1	[Attendez la venue de $gerder$ et ciblez-le.]

// HASH_VALUE 6855E1314B204377
// INDEX 6462
r_06_08_loria_what_know_about_kitins	[*Rit* ! Je pense plutôt que c'est elle qui a besoin de moi ! Mais ce n'est pas demain qu'elle l'avouera ! Mais puisque tu es là, autant que tu profites de mon enseignement, n'est-ce pas ? Je parie que tu ne t'y connais pas en kinchers, pas vrai ?]

// HASH_VALUE 9AA27620F1564B6C
// INDEX 6463
r_06_08_loria_what_need_todo_m	[T'es drôle, tu sais ? *Rit puis tousse* \n
	Arrête de me faire rire, j'ai été transpercée par un dard de kincher et ma plaie s'ouvre quand je ris... *Pousse un petit cri de douleur* \n
	Il y en a beaucoup qui pensent qu'observer les kinchers c'est rester assis à les regarder en buvant de la bière de chez Ba'Naer. Mais oui ! Et c'est comme ça que je me suis presque fait arracher le bras à l'âge de 12 ans ! {break}Mon p'tit, prépares-toi à voir ce qu'est la vraie observation de kinchers. Ici tu es aux Lagons de Loria, une des régions les plus dangereuses d'Atys. Et c'est le lieu idéal pour cela. {break}Un kincher du nom de Gerder se ballade dans la zone, il vient du sud puis fait des allers-retours entre l'est et l'ouest. Je te montre sur la carte l'endroit à l'Est où il a l'habitude de s'arrêter.\n
	Va te poser là-bas et attends qu'il pointe son dard. Ensuite, suis-le ! {break}Tout le long de son parcours il y a des sources qu'il marque avec une substance spéciale. J'en ai compté douze en tout. Ce qui serait vraiment génial, c'est que tu me récupères 4 échantillons de ces matières marquées dans des fioles que je vais te donner. Fais gaffe, il ne les marque pas toutes, donc ne t'étonnes pas si tu trouves une source mais que tu ne puisses pas récupérer d'échantillon. Et n'oublie surtout pas d'avoir la fiole à la main, sinon ça sert à rien !]

// HASH_VALUE 17B1A21545C18C1E
// INDEX 6464
r_06_08_loria_what_need_todo_f	[T'es drôle, tu sais ? *Rit puis tousse* \n
	Arrête de me faire rire, j'ai été transpercée par un dard de kincher et ma plaie s'ouvre quand je ris... *Pousse un petit cri de douleur* \n
	Il y en a beaucoup qui pensent qu'observer les kinchers c'est rester assis à les regarder en buvant de la bière de chez Ba'Naer. Mais oui ! Et c'est comme ça que je me suis presque fait arracher le bras à l'âge de 12 ans ! {break}Ma p'tite, prépares-toi à voir ce qu'est la vraie observation de kinchers. Ici tu es aux Lagons de Loria, une des régions les plus dangereuses d'Atys. Et c'est le lieu idéal pour cela. {break}Un kincher du nom de Gerder se ballade dans la zone, il vient du sud puis fait des allers-retours entre l'est et l'ouest. Je te montre sur la carte l'endroit à l'Est où il a l'habitude de s'arrêter.\n
	Va te poser là-bas et attends qu'il pointe son dard. Ensuite, suis-le ! {break}Tout le long de son parcours il y a des sources qu'il marque avec une substance spéciale. J'en ai compté douze en tout. Ce qui serait vraiment génial, c'est que tu me récupères 4 échantillons de ces matières marquées dans des fioles que je vais te donner. Fais gaffe, il ne les marque pas toutes, donc ne t'étonnes pas si tu trouves une source mais que tu ne puisses pas récupérer d'échantillon. Et n'oublie surtout pas d'avoir la fiole à la main, sinon ça sert à rien !]

// HASH_VALUE DABFF4CB79F64AEA
// INDEX 6465
r_06_08_loria_who_are_you_m	[Lordoy l'ami ! Pas tellement, non. Les kinchers ne sont pas passés loin cette fois ! Hum... Au fait, t'es qui, toi ? Et comment tu connais mon nom ?]

// HASH_VALUE 86ECB4FFFDB8DD80
// INDEX 6466
r_06_08_loria_who_are_you_f	[Lordoy l'amie ! Pas tellement, non. Les kinchers ne sont pas passés loin cette fois ! Hum... Au fait, t'es qui, toi ? Et comment tu connais mon nom ?]

// HASH_VALUE EB2CBD4B7D840234
// INDEX 6467
r_06_08_loria_yes_fine	[Ouais, ouais, ça va... Il ne m'a pas loupée, celui d'hier ! J'ai failli y laisser un orteil ! Je disais donc, quand tu auras récolté les 4 échantillons, tue Gerder. \n
	 Non, pas pour le disséquer... Perds pas ton temps, y a rien à voir dedans... C'est juste pour le plaisir de l'entendre pousser un cri de détresse en s'écroulant par terre *Rire sadique*. Bon, tu as tout compris ?]

// HASH_VALUE 5A429B8C3604F82E
// INDEX 6468
r_06_08_mis_desc	[L'étude des kinchers.]

// HASH_VALUE D8B88F47AA48F76F
// INDEX 6469
r_06_08_mis_title	[Les kinchers.]

// HASH_VALUE 9440DA45A11B6792
// INDEX 6470
r_06_08_move_to_kl	[Et bien quoi ?! Qu'attends-tu pour y aller ?]

// HASH_VALUE 2C5C54203C08E0B8
// INDEX 6471
r_06_08_no_i_cant	[Heu... ?]

// HASH_VALUE E60EB6AF81FC3361
// INDEX 6472
r_06_08_read_report_m	[Voyons voir ce que nous avons là... *Prend le flacon, parcourt le rapport rapidement et hoche la tête.*{break}C'est exactement ce qu'il nous fallait ! Bien, passons à la suite, homin.]

// HASH_VALUE E60EB6AF0C703361
// INDEX 6473
r_06_08_read_report_f	[Voyons voir ce que nous avons là... *Prend le flacon, parcourt le rapport rapidement et hoche la tête.*{break}C'est exactement ce qu'il nous fallait ! Bien, passons à la suite, homine.]

// HASH_VALUE DAFC866B98F0CA83
// INDEX 6474
r_06_08_rite_finished_action	[Me revoilà !]

// HASH_VALUE 68B8472B5A55DB76
// INDEX 6475
r_06_08_so_what	[Alors, cette observation ?]

// HASH_VALUE 82F590872063CEF7
// INDEX 6476
r_06_08_thanks	[Merci !]

// HASH_VALUE 8CA9918E4D67A5F3
// INDEX 6477
r_06_08_what_do_on_kl	[*Montre le flacon à $player$*. Nous allons utiliser les matières marquées par Gerder pour attirer les kinchers dans un piège. Avec ce flacon, tu vas aller tout à l'Est où tu trouveras des matières premières.\n
	Verse le contenu du flacon sur la source.\n
	\n
	Quand tu l'auras marquée, éloigne-toi et attends, tout en observant.\n
	Si tout fonctionne comme prévu, tu verras un Grand Kincher accompagné de plus petits s'approcher de la source. Attaque le Grand Kincher et tue-le. Après reviens me voir pour me faire ton rapport. \n
	Es-tu prêt ?]

// HASH_VALUE 02524D61F5055B0C
// INDEX 6478
r_06_08_what_do_you_wait	[Tu n'as pas accompli ta mission ? Que fais-tu là alors ? Retournes-y et vite !]

// HASH_VALUE 9640BFA0D276B42A
// INDEX 6479
r_06_08_yes_i_can_m	[Oui, je suis prêt !]

// HASH_VALUE 3784E856A9A91402
// INDEX 6480
r_06_08_yes_i_can_f	[Oui, je suis prête !]

// HASH_VALUE A012CAF5DC1AF4B6
// INDEX 6481
r_06_09_action_talk_givertask	[Bonjour !]

// HASH_VALUE B04AE83DC583C62C
// INDEX 6482
r_06_09_answ_1	[Je suis $player$ et c'est $givervar$ qui m'envoie pour en apprendre plus sur les kizoars.]

// HASH_VALUE 3B417634CB390300
// INDEX 6483
r_06_09_answ_2	[Hé ! Calmez-vous ! *Parle plus fort* Je ne suis pas un kitin, je m'appelle $player$ et je viens vous voir de la part de $givervar$ !]

// HASH_VALUE 492A4EFD1473F365
// INDEX 6484
r_06_09_answ_3	[Pas grand chose à vrai dire...]

// HASH_VALUE 6FC222DD44713A38
// INDEX 6485
r_06_09_answ_5a	[Oui, je dois tuer un kizoar différent des autres par continent. Que dois-je savoir d'autre ?]

// HASH_VALUE 4BDACC9E1360D6E0
// INDEX 6486
