*HASH_VALUE	item ID	name	named	nameda	p	pd	pia	pda	ia	da	description
_9EE4782751539B93	iapfc2	<GEN>iapfc2									
_9EE4782851639F93	iapfc3	<GEN>iapfc3									
_9EE478295173A393	iapfc4	<GEN>iapfc4									
_9EE4782692439B94	iapfd1	<GEN>iapfd1									
_9EE4782792539F94	iapfd2	<GEN>iapfd2									
_9EE478289263A394	iapfd3	<GEN>iapfd3									
_9EE478299273A794	iapfd4	<GEN>iapfd4									
_9EE47826D2439F95	iapfe1	<GEN>iapfe1									
_9EE47827D253A395	iapfe2	<GEN>iapfe2									
_9EE47828D263A795	iapfe3	<GEN>iapfe3									
_9EE47829D273AB95	iapfe4	<GEN>iapfe4									
_9EE478261243A396	iapff1	<GEN>iapff1									
_9EE478271253A796	iapff2	<GEN>iapff2									
_9EE478281263AB96	iapff3	<GEN>iapff3									
_9EE478291273AF96	iapff4	<GEN>iapff4									
_5A59E35696717A47	iapj1	<GEN>iapj1									
_9A59E35696817E48	iapj2	<GEN>iapj2									
_DA59E35696918249	iapj3	<GEN>iapj3									
_1B59E35696A1864A	iapj4	<GEN>iapj4									
_9FE4782652839797	iapjc1	<GEN>iapjc1									
_9FE4782752939B97	iapjc2	<GEN>iapjc2									
_9FE4782852A39F97	iapjc3	<GEN>iapjc3									
_9FE4782952B3A397	iapjc4	<GEN>iapjc4									
_9FE4782693839B98	iapjd1	<GEN>iapjd1									
_9FE4782793939F98	iapjd2	<GEN>iapjd2									
_9FE4782893A3A398	iapjd3	<GEN>iapjd3									
_9FE4782993B3A798	iapjd4	<GEN>iapjd4									
_9FE47826D3839F99	iapje1	<GEN>iapje1									
_9FE47827D393A399	iapje2	<GEN>iapje2									
_9FE47828D3A3A799	iapje3	<GEN>iapje3									
_9FE47829D3B3AB99	iapje4	<GEN>iapje4									
_9FE478261383A39A	iapjf1	<GEN>iapjf1									
_9FE478271393A79A	iapjf2	<GEN>iapjf2									
_9FE4782813A3AB9A	iapjf3	<GEN>iapjf3									
_9FE4782913B3AF9A	iapjf4	<GEN>iapjf4									
_DB79E35696718249	iapl1	<GEN>iapl1									
_1B79E3569681864A	iapl2	<GEN>iapl2									
_5B79E35696918A4B	iapl3	<GEN>iapl3									
_9C79E35696A18E4C	iapl4	<GEN>iapl4									
_20E47826D3A39799	iaplc1	<GEN>iaplc1									
_20E47827D3B39B99	iaplc2	<GEN>iaplc2									
_20E47828D3C39F99	iaplc3	<GEN>iaplc3									
_20E47829D3D3A399	iaplc4	<GEN>iaplc4									
_20E4782614A39B9A	iapld1	<GEN>iapld1									
_20E4782714B39F9A	iapld2	<GEN>iapld2									
_20E4782814C3A39A	iapld3	<GEN>iapld3									
_20E4782914D3A79A	iapld4	<GEN>iapld4									
_20E4782654A39F9B	iaple1	<GEN>iaple1									
_20E4782754B3A39B	iaple2	<GEN>iaple2									
_20E4782854C3A79B	iaple3	<GEN>iaple3									
_20E4782954D3AB9B	iaple4	<GEN>iaple4									
_20E4782694A3A39C	iaplf1	<GEN>iaplf1									
_20E4782794B3A79C	iaplf2	<GEN>iaplf2									
_20E4782894C3AB9C	iaplf3	<GEN>iaplf3									
_20E4782994D3AF9C	iaplf4	<GEN>iaplf4									
_E1E47826D5149BA1	iapsd1	<GEN>iapsd1									
_E1E47827D5249FA1	iapsd2	<GEN>iapsd2									
_E1E47828D534A3A1	iapsd3	<GEN>iapsd3									
_E1E47829D544A7A1	iapsd4	<GEN>iapsd4									
_96C1EB775E340C73	iapsdc1	<GEN>iapsdc1									
_96D1EF775E440C73	iapsdc2	<GEN>iapsdc2									
_96E1F3775E540C73	iapsdc3	<GEN>iapsdc3									
_96F1F7775E640C73	iapsdc4	<GEN>iapsdc4									
_96C1EF785E341073	iapsdd1	<GEN>iapsdd1									
_96D1F3785E441073	iapsdd2	<GEN>iapsdd2									
_96E1F7785E541073	iapsdd3	<GEN>iapsdd3									
_96F1FB785E641073	iapsdd4	<GEN>iapsdd4									
_96C1F3795E341473	iapsde1	<GEN>iapsde1									
_96D1F7795E441473	iapsde2	<GEN>iapsde2									
_96E1FB795E541473	iapsde3	<GEN>iapsde3									
_96F1FF795E641473	iapsde4	<GEN>iapsde4									
_96C1F77A5E341873	iapsdf1	<GEN>iapsdf1									
_96D1FB7A5E441873	iapsdf2	<GEN>iapsdf2									
_96E1FF7A5E541873	iapsdf3	<GEN>iapsdf3									
_96F1037A5E641873	iapsdf4	<GEN>iapsdf4									
_E1E478265514A3A3	iapsf1	<GEN>iapsf1									
_E1E478275524A7A3	iapsf2	<GEN>iapsf2									
_E1E478285534ABA3	iapsf3	<GEN>iapsf3									
_E1E478295544AFA3	iapsf4	<GEN>iapsf4									
_96C1EB79DE340C75	iapsfc1	<GEN>iapsfc1									
_96D1EF79DE440C75	iapsfc2	<GEN>iapsfc2									
_96E1F379DE540C75	iapsfc3	<GEN>iapsfc3									
_96F1F779DE640C75	iapsfc4	<GEN>iapsfc4									
_96C1EF7ADE341075	iapsfd1	<GEN>iapsfd1									
_96D1F37ADE441075	iapsfd2	<GEN>iapsfd2									
_96E1F77ADE541075	iapsfd3	<GEN>iapsfd3									
_96F1FB7ADE641075	iapsfd4	<GEN>iapsfd4									
_96C1F37BDE341475	iapsfe1	<GEN>iapsfe1									
_96D1F77BDE441475	iapsfe2	<GEN>iapsfe2									
_96E1FB7BDE541475	iapsfe3	<GEN>iapsfe3									
_96F1FF7BDE641475	iapsfe4	<GEN>iapsfe4									
_96C1F77CDE341875	iapsff1	<GEN>iapsff1									
_96D1FB7CDE441875	iapsff2	<GEN>iapsff2									
_96E1FF7CDE541875	iapsff3	<GEN>iapsff3									
_96F1037CDE641875	iapsff4	<GEN>iapsff4									
_E1E478265614B3A7	iapsj1	<GEN>iapsj1									
_E1E478275624B7A7	iapsj2	<GEN>iapsj2									
_E1E478285634BBA7	iapsj3	<GEN>iapsj3									
_E1E478295644BFA7	iapsj4	<GEN>iapsj4									
_96C1EB7DDF340C79	iapsjc1	<GEN>iapsjc1									
_96D1EF7DDF440C79	iapsjc2	<GEN>iapsjc2									
_96E1F37DDF540C79	iapsjc3	<GEN>iapsjc3									
_96F1F77DDF640C79	iapsjc4	<GEN>iapsjc4									
_96C1EF7EDF341079	iapsjd1	<GEN>iapsjd1									
_96D1F37EDF441079	iapsjd2	<GEN>iapsjd2									
_96E1F77EDF541079	iapsjd3	<GEN>iapsjd3									
_96F1FB7EDF641079	iapsjd4	<GEN>iapsjd4									
_96C1F37FDF341479	iapsje1	<GEN>iapsje1									
_96D1F77FDF441479	iapsje2	<GEN>iapsje2									
_96E1FB7FDF541479	iapsje3	<GEN>iapsje3									
_96F1FF7FDF641479	iapsje4	<GEN>iapsje4									
_96C1F780DF341879	iapsjf1	<GEN>iapsjf1									
_96D1FB80DF441879	iapsjf2	<GEN>iapsjf2									
_96E1FF80DF541879	iapsjf3	<GEN>iapsjf3									
_96F10380DF641879	iapsjf4	<GEN>iapsjf4									
_E1E47826D714BBA9	iapsl1	<GEN>iapsl1									
_E1E47827D724BFA9	iapsl2	<GEN>iapsl2									
_E1E47828D734C3A9	iapsl3	<GEN>iapsl3									
_E1E47829D744C7A9	iapsl4	<GEN>iapsl4									
_96C1EB7F60340C7B	iapslc1	<GEN>iapslc1									
_96D1EF7F60440C7B	iapslc2	<GEN>iapslc2									
_96E1F37F60540C7B	iapslc3	<GEN>iapslc3									
_96F1F77F60640C7B	iapslc4	<GEN>iapslc4									
_96C1EF806034107B	iapsld1	<GEN>iapsld1									
_96D1F3806044107B	iapsld2	<GEN>iapsld2									
_96E1F7806054107B	iapsld3	<GEN>iapsld3									
_96F1FB806064107B	iapsld4	<GEN>iapsld4									
_96C1F3816034147B	iapsle1	<GEN>iapsle1									
_96D1F7816044147B	iapsle2	<GEN>iapsle2									
_96E1FB816054147B	iapsle3	<GEN>iapsle3									
_96F1FF816064147B	iapsle4	<GEN>iapsle4									
_96C1F7826034187B	iapslf1	<GEN>iapslf1									
_96D1FB826044187B	iapslf2	<GEN>iapslf2									
_96E1FF826054187B	iapslf3	<GEN>iapslf3									
_96F103826064187B	iapslf4	<GEN>iapslf4									
_9929EF5696716244	iasd1	<GEN>iasd1									
_D929EF5696816645	iasd2	<GEN>iasd2									
_1929EF5696916A46	iasd3	<GEN>iasd3									
_5A29EF5696A16E47	iasd4	<GEN>iasd4									
_1949EF5696716A46	iasf1	<GEN>iasf1									
_5949EF5696816E47	iasf2	<GEN>iasf2									
_9949EF5696917248	iasf3	<GEN>iasf3									
_DA49EF5696A17649	iasf4	<GEN>iasf4									
_1A89EF5696717A4A	iasj1	<GEN>iasj1									
_5A89EF5696817E4B	iasj2	<GEN>iasj2									
_9A89EF569691824C	iasj3	<GEN>iasj3									
_DB89EF5696A1864D	iasj4	<GEN>iasj4									
_9BA9EF569671824C	iasl1	<GEN>iasl1									
_DBA9EF569681864D	iasl2	<GEN>iasl2									
_1BA9EF5696918A4E	iasl3	<GEN>iasl3									
_5CA9EF5696A18E4F	iasl4	<GEN>iasl4									
_A157DB8A98C37B6D	iasp	<GEN>iasp									
_E0774BA86457B388	eroukan_b	<GEN>eroukan_b									
_E0774BADA5A7B388	eroukan_g	<GEN>eroukan_g									
_E0774BAEE6B7B388	eroukan_h	<GEN>eroukan_h									
_E0774BB6E838B388	eroukan_p	<GEN>eroukan_p									
_E0774BB9A868B388	eroukan_s	<GEN>eroukan_s									
_E0774BBC6998B388	eroukan_v	<GEN>eroukan_v									
_1933806510166890	iccacp	<GEN>iccacp									
_8825065A790EE9F6	iccacp_boss_fyros_e1	<GEN>iccacp_boss_fyros_e1									
_8825065479ADA5FD	iccacp_boss_matis_e1	<GEN>iccacp_boss_matis_e1									
_D84451637B90113D	iccacp_boss_tryker_e1	<GEN>iccacp_boss_tryker_e1									
_8825DE42F66D110A	iccacp_boss_zorai_e1	<GEN>iccacp_boss_zorai_e1									
_D94580B2EAE60479	iccacp_pvp	<GEN>iccacp_pvp									
_8825065A792DC5FB	iccahb_boss_fyros_e1	<GEN>iccahb_boss_fyros_e1									
_8825065479CC8102	iccahb_boss_matis_e1	<GEN>iccahb_boss_matis_e1									
_D8445163F7E0D942	iccahb_boss_tryker_e1	<GEN>iccahb_boss_tryker_e1									
_8825DE42F68CED0F	iccahb_boss_zorai_e1	<GEN>iccahb_boss_zorai_e1									
_8825065A797DD9FB	iccahg_boss_fyros_e1	<GEN>iccahg_boss_fyros_e1									
_88250654791C9502	iccahg_boss_matis_e1	<GEN>iccahg_boss_matis_e1									
_D844516338E0ED42	iccahg_boss_tryker_e1	<GEN>iccahg_boss_tryker_e1									
_8825DE42F6DC010F	iccahg_boss_zorai_e1	<GEN>iccahg_boss_zorai_e1									
_8825065A798DDDFB	iccahh_boss_fyros_e1	<GEN>iccahh_boss_fyros_e1									
_88250654792C9902	iccahh_boss_matis_e1	<GEN>iccahh_boss_matis_e1									
_D844516379E0F142	iccahh_boss_tryker_e1	<GEN>iccahh_boss_tryker_e1									
_8825DE42F6EC050F	iccahh_boss_zorai_e1	<GEN>iccahh_boss_zorai_e1									
_8825065A790EFDFB	iccahp_boss_fyros_e1	<GEN>iccahp_boss_fyros_e1									
_8825065479ADB902	iccahp_boss_matis_e1	<GEN>iccahp_boss_matis_e1									
_D84451637BE01142	iccahp_boss_tryker_e1	<GEN>iccahp_boss_tryker_e1									
_8825DE42F66D250F	iccahp_boss_zorai_e1	<GEN>iccahp_boss_zorai_e1									
_8825065A793E09FB	iccahs_boss_fyros_e1	<GEN>iccahs_boss_fyros_e1									
_8825065479DDC502	iccahs_boss_matis_e1	<GEN>iccahs_boss_matis_e1									
_D84451633BE01D42	iccahs_boss_tryker_e1	<GEN>iccahs_boss_tryker_e1									
_8825DE42F69D310F	iccahs_boss_zorai_e1	<GEN>iccahs_boss_zorai_e1									
_8825065A796E15FB	iccahv_boss_fyros_e1	<GEN>iccahv_boss_fyros_e1									
_88250654790DD102	iccahv_boss_matis_e1	<GEN>iccahv_boss_matis_e1									
_D8445163FCE02942	iccahv_boss_tryker_e1	<GEN>iccahv_boss_tryker_e1									
_8825DE42F6CD3D0F	iccahv_boss_zorai_e1	<GEN>iccahv_boss_zorai_e1									
_8825065A792DD5FF	iccalb_boss_fyros_e1	<GEN>iccalb_boss_fyros_e1									
_8825065479CC9106	iccalb_boss_matis_e1	<GEN>iccalb_boss_matis_e1									
_D8445163F720D946	iccalb_boss_tryker_e1	<GEN>iccalb_boss_tryker_e1									
_8825DE42F68CFD13	iccalb_boss_zorai_e1	<GEN>iccalb_boss_zorai_e1									
_8825065A797DE9FF	iccalg_boss_fyros_e1	<GEN>iccalg_boss_fyros_e1									
_88250654791CA506	iccalg_boss_matis_e1	<GEN>iccalg_boss_matis_e1									
_D84451633820ED46	iccalg_boss_tryker_e1	<GEN>iccalg_boss_tryker_e1									
_8825DE42F6DC1113	iccalg_boss_zorai_e1	<GEN>iccalg_boss_zorai_e1									
_8825065A790E0DFF	iccalp_boss_fyros_e1	<GEN>iccalp_boss_fyros_e1									
_8825065479ADC906	iccalp_boss_matis_e1	<GEN>iccalp_boss_matis_e1									
_D84451637B201146	iccalp_boss_tryker_e1	<GEN>iccalp_boss_tryker_e1									
_8825DE42F66D3513	iccalp_boss_zorai_e1	<GEN>iccalp_boss_zorai_e1									
_8825065A793E19FF	iccals_boss_fyros_e1	<GEN>iccals_boss_fyros_e1									
_8825065479DDD506	iccals_boss_matis_e1	<GEN>iccals_boss_matis_e1									
_D84451633B201D46	iccals_boss_tryker_e1	<GEN>iccals_boss_tryker_e1									
_8825DE42F69D4113	iccals_boss_zorai_e1	<GEN>iccals_boss_zorai_e1									
_8825065A796E25FF	iccalv_boss_fyros_e1	<GEN>iccalv_boss_fyros_e1									
_88250654790DE106	iccalv_boss_matis_e1	<GEN>iccalv_boss_matis_e1									
_D8445163FC202946	iccalv_boss_tryker_e1	<GEN>iccalv_boss_tryker_e1									
_8825DE42F6CD4D13	iccalv_boss_zorai_e1	<GEN>iccalv_boss_zorai_e1									
_193380579335589A	iccamb	<GEN>iccamb									
_8825065A792DD900	iccamb_boss_fyros_e1	<GEN>iccamb_boss_fyros_e1									
_8825065479CC9507	iccamb_boss_matis_e1	<GEN>iccamb_boss_matis_e1									
_D8445163F730D947	iccamb_boss_tryker_e1	<GEN>iccamb_boss_tryker_e1									
_8825DE42F68C0114	iccamb_boss_zorai_e1	<GEN>iccamb_boss_zorai_e1									
_1933805C93856C9A	iccamg	<GEN>iccamg									
_8825065A797DED00	iccamg_boss_fyros_e1	<GEN>iccamg_boss_fyros_e1									
_88250654791CA907	iccamg_boss_matis_e1	<GEN>iccamg_boss_matis_e1									
_D84451633830ED47	iccamg_boss_tryker_e1	<GEN>iccamg_boss_tryker_e1									
_8825DE42F6DC1514	iccamg_boss_zorai_e1	<GEN>iccamg_boss_zorai_e1									
_193380659316909A	iccamp	<GEN>iccamp									
_8825065A790E1100	iccamp_boss_fyros_e1	<GEN>iccamp_boss_fyros_e1									
_8825065479ADCD07	iccamp_boss_matis_e1	<GEN>iccamp_boss_matis_e1									
_D84451637B301147	iccamp_boss_tryker_e1	<GEN>iccamp_boss_tryker_e1									
_8825DE42F66D3914	iccamp_boss_zorai_e1	<GEN>iccamp_boss_zorai_e1									
_1933806893469C9A	iccams	<GEN>iccams									
_8825065A793E1D00	iccams_boss_fyros_e1	<GEN>iccams_boss_fyros_e1									
_8825065479DDD907	iccams_boss_matis_e1	<GEN>iccams_boss_matis_e1									
_D84451633B301D47	iccams_boss_tryker_e1	<GEN>iccams_boss_tryker_e1									
_8825DE42F69D4514	iccams_boss_zorai_e1	<GEN>iccams_boss_zorai_e1									
_1933806B9376A89A	iccamv	<GEN>iccamv									
_8825065A796E2900	iccamv_boss_fyros_e1	<GEN>iccamv_boss_fyros_e1									
_88250654790DE507	iccamv_boss_matis_e1	<GEN>iccamv_boss_matis_e1									
_D8445163FC302947	iccamv_boss_tryker_e1	<GEN>iccamv_boss_tryker_e1									
_8825DE42F6CD5114	iccamv_boss_zorai_e1	<GEN>iccamv_boss_zorai_e1									
_15E3D0721CF5F07A	ikamaab	<GEN>ikamaab									
_1533E4721C45F07A	ikamaag	<GEN>ikamaag									
_1543E8721C55F07A	ikamaah	<GEN>ikamaah									
_15C408721CD6F07A	ikamaap	<GEN>ikamaap									
_15F414721C06F07A	ikamaas	<GEN>ikamaas									
_152420721C36F07A	ikamaav	<GEN>ikamaav									
_56E3D0725D46F07A	ikaraab	<GEN>ikaraab									
_5633E4725D96F07A	ikaraag	<GEN>ikaraag									
_5643E8725DA6F07A	ikaraah	<GEN>ikaraah									
_56C408725D27F07A	ikaraap	<GEN>ikaraap									
_56F414725D57F07A	ikaraas	<GEN>ikaraas									
_562420725D87F07A	ikaraav	<GEN>ikaraav									
_56E3D4735D46F47A	ikarabb	<GEN>ikarabb									
_5633E8735D96F47A	ikarabg	<GEN>ikarabg									
_5643EC735DA6F47A	ikarabh	<GEN>ikarabh									
_56C40C735D27F47A	ikarabp	<GEN>ikarabp									
_56F418735D57F47A	ikarabs	<GEN>ikarabs									
_562424735D87F47A	ikarabv	<GEN>ikarabv									
_56E3D8745D46F87A	ikaracb	<GEN>ikaracb									
_5633EC745D96F87A	ikaracg	<GEN>ikaracg									
_5643F0745DA6F87A	ikarach	<GEN>ikarach									
_56C410745D27F87A	ikaracp	<GEN>ikaracp									
_56F41C745D57F87A	ikaracs	<GEN>ikaracs									
_562428745D87F87A	ikaracv	<GEN>ikaracv									
_56E3E0765D46007A	ikaraeb	<GEN>ikaraeb									
_5633F4765D96007A	ikaraeg	<GEN>ikaraeg									
_5643F8765DA6007A	ikaraeh	<GEN>ikaraeh									
_56C418765D27007A	ikaraep	<GEN>ikaraep									
_56F424765D57007A	ikaraes	<GEN>ikaraes									
_562430765D87007A	ikaraev	<GEN>ikaraev									
_56E3007E5D46207A	ikaramb	<GEN>ikaramb									
_5633147E5D96207A	ikaramg	<GEN>ikaramg									
_5643187E5DA6207A	ikaramh	<GEN>ikaramh									
_56C4387E5D27207A	ikaramp	<GEN>ikaramp									
_56F4447E5D57207A	ikarams	<GEN>ikarams									
_5624507E5D87207A	ikaramv	<GEN>ikaramv									
_56E318845D46387A	ikarasb	<GEN>ikarasb									
_21C7EB97A3D7CB84	ikarasb_b	<GEN>ikarasb_b									
_21C7EB9FA557CB84	ikarasb_j	<GEN>ikarasb_j									
_21C7EBA7A7D8CB84	ikarasb_r	<GEN>ikarasb_r									
_56332C845D96387A	ikarasg	<GEN>ikarasg									
_21C7EB97A327DF89	ikarasg_b	<GEN>ikarasg_b									
_21C7EB9FA5A7DF89	ikarasg_j	<GEN>ikarasg_j									
_21C7EBA7A728DF89	ikarasg_r	<GEN>ikarasg_r									
_564330845DA6387A	ikarash	<GEN>ikarash									
_21C7EB97A337E38A	ikarash_b	<GEN>ikarash_b									
_21C7EB9FA5B7E38A	ikarash_j	<GEN>ikarash_j									
_21C7EBA7A738E38A	ikarash_r	<GEN>ikarash_r									
_56C450845D27387A	ikarasp	<GEN>ikarasp									
_21C7EB97A3B80392	ikarasp_b	<GEN>ikarasp_b									
_21C7EB9FA5380392	ikarasp_j	<GEN>ikarasp_j									
_21C7EBA7A7B90392	ikarasp_r	<GEN>ikarasp_r									
_56F45C845D57387A	ikarass	<GEN>ikarass									
_21C7EB97A3E80F95	ikarass_b	<GEN>ikarass_b									
_21C7EB9FA5680F95	ikarass_j	<GEN>ikarass_j									
_21C7EBA7A7E90F95	ikarass_r	<GEN>ikarass_r									
_562468845D87387A	ikarasv	<GEN>ikarasv									
_21C7EB97A3181B98	ikarasv_b	<GEN>ikarasv_b									
_21C7EB9FA5981B98	ikarasv_j	<GEN>ikarasv_j									
_21C7EBA7A7191B98	ikarasv_r	<GEN>ikarasv_r									
_56E31C855D463C7A	ikaratb	<GEN>ikaratb									
_563330855D963C7A	ikaratg	<GEN>ikaratg									
_564334855DA63C7A	ikarath	<GEN>ikarath									
_56C454855D273C7A	ikaratp	<GEN>ikaratp									
_56F460855D573C7A	ikarats	<GEN>ikarats									
_56246C855D873C7A	ikaratv	<GEN>ikaratv									
_2788D35C17B56778	igfau	<GEN>igfau									
_6798D35C17B56B79	igfbu	<GEN>igfbu									
_A8E8D35C17B57F7E	igfgu	<GEN>igfgu									
_EB79D35C17B5A387	igfpu	<GEN>igfpu									
_6CD9D35C17B5BB8D	igfvu	<GEN>igfvu									
_E9F8EF5C17B5677F	igmau	<GEN>igmau									
_2908EF5C17B56B80	igmbu	<GEN>igmbu									
_6A58EF5C17B57F85	igmgu	<GEN>igmgu									
_ADE9EF5C17B5A38E	igmpu	<GEN>igmpu									
_2E49EF5C17B5BB94	igmvu	<GEN>igmvu									
_AB690B5C17B56786	igtau	<GEN>igtau									
_EB790B5C17B56B87	igtbu	<GEN>igtbu									
_2CC90B5C17B57F8C	igtgu	<GEN>igtgu									
_6F5A0B5C17B5A395	igtpu	<GEN>igtpu									
_F0BA0B5C17B5BB9B	igtvu	<GEN>igtvu									
_2CC9235C17B5678C	igzau	<GEN>igzau									
_6CD9235C17B56B8D	igzbu	<GEN>igzbu									
_AD29235C17B57F92	igzgu	<GEN>igzgu									
_F0BA235C17B5A39B	igzpu	<GEN>igzpu									
_711A235C17B5BBA1	igzvu	<GEN>igzvu									
_D0B6D0A763E14E0C	ipma15_kam	<GEN>ipma15_kam									
_D0B6E4AC63E14E0C	ipma15_kar	<GEN>ipma15_kar									
_10B6D0A763913E08	ipma20_kam	<GEN>ipma20_kam									
_10B6E4AC63913E08	ipma20_kar	<GEN>ipma20_kar									
_10B6D0A763E1520D	ipma25_kam	<GEN>ipma25_kam									
_10B6E4AC63E1520D	ipma25_kar	<GEN>ipma25_kar									
_10C6D0A763E14E0D	ipmb15_kam	<GEN>ipmb15_kam									
_10C6E4AC63E14E0D	ipmb15_kar	<GEN>ipmb15_kar									
_50C6D0A763913E09	ipmb20_kam	<GEN>ipmb20_kam									
_50C6E4AC63913E09	ipmb20_kar	<GEN>ipmb20_kar									
_50C6D0A763E1520E	ipmb25_kam	<GEN>ipmb25_kam									
_50C6E4AC63E1520E	ipmb25_kar	<GEN>ipmb25_kar									
_50D6D0A763E14E0E	ipmc15_kam	<GEN>ipmc15_kam									
_50D6E4AC63E14E0E	ipmc15_kar	<GEN>ipmc15_kar									
_90D6D0A763913E0A	ipmc20_kam	<GEN>ipmc20_kam									
_90D6E4AC63913E0A	ipmc20_kar	<GEN>ipmc20_kar									
_90D6D0A763E1520F	ipmc25_kam	<GEN>ipmc25_kam									
_90D6E4AC63E1520F	ipmc25_kar	<GEN>ipmc25_kar									
_91E6D0A763E14E0F	ipmd15_kam	<GEN>ipmd15_kam									
_91E6E4AC63E14E0F	ipmd15_kar	<GEN>ipmd15_kar									
_D1E6D0A763913E0B	ipmd20_kam	<GEN>ipmd20_kam									
_D1E6E4AC63913E0B	ipmd20_kar	<GEN>ipmd20_kar									
_D1E6D0A763E15210	ipmd25_kam	<GEN>ipmd25_kam									
_D1E6E4AC63E15210	ipmd25_kar	<GEN>ipmd25_kar									
_91F6D0A763C1420D	ipme03_kam	<GEN>ipme03_kam									
_91F6E4AC63C1420D	ipme03_kar	<GEN>ipme03_kar									
_91F6D0A763D1460E	ipme04_kam	<GEN>ipme04_kam									
_91F6E4AC63D1460E	ipme04_kar	<GEN>ipme04_kar									
_91F6D0A763E14A0F	ipme05_kam	<GEN>ipme05_kam									
_91F6E4AC63E14A0F	ipme05_kar	<GEN>ipme05_kar									
_2BCAD878DFD7347F	supreme_heal	<GEN>supreme_heal									
_19D63569F7F2F976	test_conso_breakdance	<GEN>test_conso_breakdance									
_B0790FBCA416C2C7	test_conso_craft_success	<GEN>test_conso_craft_success									
_377C31930BFBB1D2	test_conso_defense	<GEN>test_conso_defense									
_651621A01571608F	test_conso_desert_forage_success	<GEN>test_conso_desert_forage_success									
_7DFCA9FBA7B8BCDF	test_conso_dodge	<GEN>test_conso_dodge									
_B0F8FE045B6DFEB4	test_conso_forage_success	<GEN>test_conso_forage_success									
_F4D9CBC65F46DAA5	test_conso_magic_success	<GEN>test_conso_magic_success									
_F329DBC6E006EEAB	test_conso_melee_success	<GEN>test_conso_melee_success									
_3B1C4987453CD5D8	test_conso_nobreak	<GEN>test_conso_nobreak									
_43DD7107AC69F4E5	test_conso_parry	<GEN>test_conso_parry									
_B449CBCBE026F6A7	test_conso_range_success	<GEN>test_conso_range_success									
_F2F548039D37A89C	test_conso_sit	<GEN>test_conso_sit									
_23DC9904A3F884BD	test_conso_swim	<GEN>test_conso_swim									
_642CC9FCE448B4B5	test_conso_toub	<GEN>test_conso_toub									
_E13E55F5615A40AE	test_fast_regen	<GEN>test_fast_regen									
_A01E6DE8203A58A1	test_long_regen	<GEN>test_long_regen									
_393C1D70046DA9E3	light_sap_recharge	<GEN>light_sap_recharge									
_751A0C90FBDE61E1	fy_cheveux_medium02	<GEN>fy_cheveux_medium02									
_753A0C90FBDE61E1	fy_cheveux_medium03	<GEN>fy_cheveux_medium03									
_B91A882E780E2DE9	fy_cheveux_short02	<GEN>fy_cheveux_short02									
_4984CC7D1E87FC3A	fy_helmet_01	<GEN>fy_helmet_01									
_490380821E06103A	ka_helmet_01	<GEN>ka_helmet_01									
_38DA94D2DB2D9B02	ma_cheveux_long02	<GEN>ma_cheveux_long02									
_751A4C9EFBDE61E1	ma_cheveux_medium02	<GEN>ma_cheveux_medium02									
_B91A281D3A0E2DE9	ma_cheveux_short02	<GEN>ma_cheveux_short02									
_490388841E06183A	ma_helmet_01	<GEN>ma_helmet_01									
_751AD4ACFBDE61E1	tr_cheveux_medium02	<GEN>tr_cheveux_medium02									
_B91A6C35FC0E2DE9	tr_cheveux_short02	<GEN>tr_cheveux_short02									
_B91A7036FC0E2DE9	tr_cheveux_short03	<GEN>tr_cheveux_short03									
_4914E88B1E17343A	tr_helmet_01	<GEN>tr_helmet_01									
_38DACCDF5EFE9B02	zo_cheveux_long02	<GEN>zo_cheveux_long02									
_751ABCB8FBDE61E1	zo_cheveux_medium02	<GEN>zo_cheveux_medium02									
_753ABCB8FBDE61E1	zo_cheveux_medium03	<GEN>zo_cheveux_medium03									
_49E3F4911EE64C3A	zo_helmet_01	<GEN>zo_helmet_01									
_9D55EE5AFEEDC157	sfxitforage_marauder	<GEN>sfxitforage_marauder									
_5CBEBDFFDCDAA8B8	sfxitforage_pvp	<GEN>sfxitforage_pvp									
_792F64E3EA5CF019	sfxitforagefyros2	<GEN>sfxitforagefyros2									
_FB0C743283CD05F4	sfxitforagematis_2	<GEN>sfxitforagematis_2									
_FD00668C793C1113	sfxitforagetryker_2	<GEN>sfxitforagetryker_2									
_C1DD743201ACDD00	sfxitforagezorai_2	<GEN>sfxitforagezorai_2									
_9043337010F34757	bag	<GEN>bag									
_E878E394DD08EFB8	bag_inventory	<GEN>bag_inventory									
_774CD18403CD01E8	bot_gift_inventory	<GEN>bot_gift_inventory									
_F9081690FF5CA913	equipment_inventory	<GEN>equipment_inventory									
_628DC5F7E2A9B0B0	guild_inventory	<GEN>guild_inventory									
_677730F4E1E514A0	hand_inventory	<GEN>hand_inventory									
_1AB50D7DF7E3217F	pack_animal_inventory	<GEN>pack_animal_inventory									
_5D93B46C17B6C8B9	pickup	<GEN>pickup									
_E4C595707D539D84	player_room_inventory	<GEN>player_room_inventory									
_27CA1B73DDB5476B	stack	<GEN>stack									
_A04DC1032069ACBC	steed_inventory	<GEN>steed_inventory									
_7D06B6B801DCD111	temporary_inventory	<GEN>temporary_inventory									
_5F16AFAA69C62A5A	ickamm2ms	<GEN>ickamm2ms									
_19B214B8A0402C84	ickamm2ms_2	<GEN>ickamm2ms_2									
_19D214B8A0402C84	ickamm2ms_3	<GEN>ickamm2ms_3									
