*HASH_VALUE	sbrick ID	name	named	p	pd	ia	da	pia	pda	description	description2
-	bcfaea09_3	Fyros-Handwerksplan: Hobenyx-Hosen	Fyros-Handwerksplan: Hobenyx-Hosen	Fyros-Handwerksplan: Hobenyx-Hosen	Fyros-Handwerksplan: Hobenyx-Hosen	ein	der		die	Leichte Hosen in hoher Qualität	Hobenyx-Hose
-	bcfaea10_3	Fyros-Handwerksplan: Hobenyx-Armschützer	Fyros-Handwerksplan: Hobenyx-Armschützer	Fyros-Handwerksplan: Hobenyx-Armschützer	Fyros-Handwerksplan: Hobenyx-Armschützer	ein	der		die	Leichte Armschützer in hoher Qualität	Hobenyx-Armschützer
-	bcfaea11_3	Fyros-Handwerksplan: Hobenyx-Westen	Fyros-Handwerksplan: Hobenyx-Westen	Fyros-Handwerksplan: Hobenyx-Westen	Fyros-Handwerksplan: Hobenyx-Westen	ein	der		die	Leichte Westen in hoher Qualität	Hobenyx-Weste
-	bcfaea12_3	Fyros-Handwerksplan: Rilonyx-Stiefel	Fyros-Handwerksplan: Rilonyx-Stiefel	Fyros-Handwerksplan: Rilonyx-Stiefel	Fyros-Handwerksplan: Rilonyx-Stiefel	ein	der		die	Mittelschwere Stiefel in hoher Qualität	Rilonyx-Stiefel
-	bcfaea13_3	Fyros-Handwerksplan: Rilonyx-Handschuhe	Fyros-Handwerksplan: Rilonyx-Handschuhe	Fyros-Handwerksplan: Rilonyx-Handschuhe	Fyros-Handwerksplan: Rilonyx-Handschuhe	ein	der		die	Mittelschwere Handschuhe in hoher Qualität	Rilonyx-Handschuhe
-	bcfaea14_3	Fyros-Handwerksplan: Rilonyx-Hosen	Fyros-Handwerksplan: Rilonyx-Hosen	Fyros-Handwerksplan: Rilonyx-Hosen	Fyros-Handwerksplan: Rilonyx-Hosen	ein	der		die	Mittelschwere Hosen in hoher Qualität	Rilonyx-Hose
-	bcfaea15_3	Fyros-Handwerksplan: Rilonyx-Armschützer	Fyros-Handwerksplan: Rilonyx-Armschützer	Fyros-Handwerksplan: Rilonyx-Armschützer	Fyros-Handwerksplan: Rilonyx-Armschützer	ein	der		die	Mittelschwere Armschützer in hoher Qualität	Rilonyx-Armschützer
-	bcfaea16_3	Fyros-Handwerksplan: Rilonyx-Westen	Fyros-Handwerksplan: Rilonyx-Westen	Fyros-Handwerksplan: Rilonyx-Westen	Fyros-Handwerksplan: Rilonyx-Westen	ein	der		die	Mittelschwere Westen in hoher Qualität	Rilonyx-Weste
-	bcmaea17_3	Matis-Handwerksplan: Kara Vestini-Stiefel	Matis-Handwerksplan: Kara Vestini-Stiefel	Matis-Handwerksplan: Kara Vestini-Stiefel	Matis-Handwerksplan: Kara Vestini-Stiefel	ein	der		die	Magier-Stiefel in hoher Qualität	Kara Vestini-Stiefel
-	bcmaea18_3	Matis-Handwerksplan: Kara Vestini-Handschuhe	Matis-Handwerksplan: Kara Vestini-Handschuhe	Matis-Handwerksplan: Kara Vestini-Handschuhe	Matis-Handwerksplan: Kara Vestini-Handschuhe	ein	der		die	Magier-Handschuhe in hoher Qualität	Kara Vestini-Handschuhe
-	bcmaea19_3	Matis-Handwerksplan: Kara Vestini-Beinkleid	Matis-Handwerksplan: Kara Vestini-Beinkleid	Matis-Handwerksplan: Kara Vestini-Beinkleid	Matis-Handwerksplan: Kara Vestini-Beinkleid	ein	der		die	Magier-Beinkleid in hoher Qualität	Kara Vestini-Beinkleid
-	bcmaea20_3	Matis-Handwerksplan: Kara Vestini-Armschützer	Matis-Handwerksplan: Kara Vestini-Armschützer	Matis-Handwerksplan: Kara Vestini-Armschützer	Matis-Handwerksplan: Kara Vestini-Armschützer	ein	der		die	Magier-Armschützer in hoher Qualität	Kara Vestini-Armschützer
-	bcmaea21_3	Matis-Handwerksplan: Kara Vestini-Westen	Matis-Handwerksplan: Kara Vestini-Westen	Matis-Handwerksplan: Kara Vestini-Westen	Matis-Handwerksplan: Kara Vestini-Westen	ein	der		die	Magier-Westen in hoher Qualität	Kara Vestini-Weste
-	bcmaea01_3	Matis-Handwerksplan: Kara Parok-Stiefel	Matis-Handwerksplan: Kara Parok-Stiefel	Matis-Handwerksplan: Kara Parok-Stiefel	Matis-Handwerksplan: Kara Parok-Stiefel	ein	der		die	Schwere Stiefel in hoher Qualität	Kara Parok-Stiefel
-	bcmaea02_3	Matis-Handwerksplan: Kara Parok-Handschuhe	Matis-Handwerksplan: Kara Parok-Handschuhe	Matis-Handwerksplan: Kara Parok-Handschuhe	Matis-Handwerksplan: Kara Parok-Handschuhe	ein	der		die	Schwere Handschuhe in hoher Qualität	Kara Parok-Handschuhe
-	bcmaea03_3	Matis-Handwerksplan: Kara Parok-Helme	Matis-Handwerksplan: Kara Parok-Helme	Matis-Handwerksplan: Kara Parok-Helme	Matis-Handwerksplan: Kara Parok-Helme	ein	der		die	Schwere Helme in hoher Qualität	Kara Parok-Helm
-	bcmaea04_3	Matis-Handwerksplan: Kara Parok-Hosen	Matis-Handwerksplan: Kara Parok-Hosen	Matis-Handwerksplan: Kara Parok-Hosen	Matis-Handwerksplan: Kara Parok-Hosen	ein	der		die	Schwere Hosen in hoher Qualität	Kara Parok-Hose
-	bcmaea05_3	Matis-Handwerksplan: Kara Parok-Armschützer	Matis-Handwerksplan: Kara Parok-Armschützer	Matis-Handwerksplan: Kara Parok-Armschützer	Matis-Handwerksplan: Kara Parok-Armschützer	ein	der		die	Schwere Armschützer in hoher Qualität	Kara Parok-Armschützer
-	bcmaea06_3	Matis-Handwerksplan: Kara Parok-Westen	Matis-Handwerksplan: Kara Parok-Westen	Matis-Handwerksplan: Kara Parok-Westen	Matis-Handwerksplan: Kara Parok-Westen	ein	der		die	Schwere Westen in hoher Qualität	Kara Parok-Weste
-	bcmaea07_3	Matis-Handwerksplan: Kara Wiva-Stiefel	Matis-Handwerksplan: Kara Wiva-Stiefel	Matis-Handwerksplan: Kara Wiva-Stiefel	Matis-Handwerksplan: Kara Wiva-Stiefel	ein	der		die	Leichte Stiefel in hoher Qualität	Kara Wiva-Stiefel
-	bcmaea08_3	Matis-Handwerksplan: Kara Wiva-Handschuhe	Matis-Handwerksplan: Kara Wiva-Handschuhe	Matis-Handwerksplan: Kara Wiva-Handschuhe	Matis-Handwerksplan: Kara Wiva-Handschuhe	ein	der		die	Leichte Handschuhe in hoher Qualität	Kara Wiva-Handschuhe
-	bcmaea09_3	Matis-Handwerksplan: Kara Wiva-Hosen	Matis-Handwerksplan: Kara Wiva-Hosen	Matis-Handwerksplan: Kara Wiva-Hosen	Matis-Handwerksplan: Kara Wiva-Hosen	ein	der		die	Leichte Hosen in hoher Qualität	Kara Wiva-Hose
-	bcmaea10_3	Matis-Handwerksplan: Kara Wiva-Armschützer	Matis-Handwerksplan: Kara Wiva-Armschützer	Matis-Handwerksplan: Kara Wiva-Armschützer	Matis-Handwerksplan: Kara Wiva-Armschützer	ein	der		die	Leichte Armschützer in hoher Qualität	Kara Wiva-Armschützer
-	bcmaea11_3	Matis-Handwerksplan: Kara Wiva-Westen	Matis-Handwerksplan: Kara Wiva-Westen	Matis-Handwerksplan: Kara Wiva-Westen	Matis-Handwerksplan: Kara Wiva-Westen	ein	der		die	Leichte Westen in hoher Qualität	Kara Wiva-Weste
-	bcmaea12_3	Matis-Handwerksplan: Kara Striva-Stiefel	Matis-Handwerksplan: Kara Striva-Stiefel	Matis-Handwerksplan: Kara Striva-Stiefel	Matis-Handwerksplan: Kara Striva-Stiefel	ein	der		die	Mittelschwere Stiefel in hoher Qualität	Kara Striva-Stiefel
-	bcmaea13_3	Matis-Handwerksplan: Kara Striva-Handschuhe	Matis-Handwerksplan: Kara Striva-Handschuhe	Matis-Handwerksplan: Kara Striva-Handschuhe	Matis-Handwerksplan: Kara Striva-Handschuhe	ein	der		die	Mittelschwere Handschuhe in hoher Qualität	Kara Striva-Handschuhe
-	bcmaea14_3	Matis-Handwerksplan: Kara Striva-Hosen	Matis-Handwerksplan: Kara Striva-Hosen	Matis-Handwerksplan: Kara Striva-Hosen	Matis-Handwerksplan: Kara Striva-Hosen	ein	der		die	Mittelschwere Hosen in hoher Qualität	Kara Striva-Hose
-	bcmaea15_3	Matis-Handwerksplan: Kara Striva-Armschützer	Matis-Handwerksplan: Kara Striva-Armschützer	Matis-Handwerksplan: Kara Striva-Armschützer	Matis-Handwerksplan: Kara Striva-Armschützer	ein	der		die	Mittelschwere Armschützer in hoher Qualität	Kara Striva-Armschützer
-	bcmaea16_3	Matis-Handwerksplan: Kara Striva-Westen	Matis-Handwerksplan: Kara Striva-Westen	Matis-Handwerksplan: Kara Striva-Westen	Matis-Handwerksplan: Kara Striva-Westen	ein	der		die	Mittelschwere Westen in hoher Qualität	Kara Striva-Weste
-	bctaea17_3	Tryker-Handwerksplan: Ry-Lithen-Stiefel	Tryker-Handwerksplan: Ry-Lithen-Stiefel	Tryker-Handwerksplan: Ry-Lithen-Stiefel	Tryker-Handwerksplan: Ry-Lithen-Stiefel	ein	der		die	Magier-Stiefel in hoher Qualität	Ry-Lithen-Stiefel
-	bctaea18_3	Tryker-Handwerksplan: Ry-Lithen-Handschuhe	Tryker-Handwerksplan: Ry-Lithen-Handschuhe	Tryker-Handwerksplan: Ry-Lithen-Handschuhe	Tryker-Handwerksplan: Ry-Lithen-Handschuhe	ein	der		die	Magier-Handschuhe in hoher Qualität	Ry-Lithen-Handschuhe
-	bctaea19_3	Tryker-Handwerksplan: Ry-Lithen-Beinkleid	Tryker-Handwerksplan: Ry-Lithen-Beinkleid	Tryker-Handwerksplan: Ry-Lithen-Beinkleid	Tryker-Handwerksplan: Ry-Lithen-Beinkleid	ein	der		die	Magier-Beinkleid in hoher Qualität	Ry-Lithen-Beinkleid
-	bctaea20_3	Tryker-Handwerksplan: Ry-Lithen-Armschützer	Tryker-Handwerksplan: Ry-Lithen-Armschützer	Tryker-Handwerksplan: Ry-Lithen-Armschützer	Tryker-Handwerksplan: Ry-Lithen-Armschützer	ein	der		die	Magier-Armschützer in hoher Qualität	Ry-Lithen-Armschützer
-	bctaea21_3	Tryker-Handwerksplan: Ry-Lithen-Westen	Tryker-Handwerksplan: Ry-Lithen-Westen	Tryker-Handwerksplan: Ry-Lithen-Westen	Tryker-Handwerksplan: Ry-Lithen-Westen	ein	der		die	Magier-Westen in hoher Qualität	Ry-Lithen-Weste
-	bctaea01_3	Tryker-Handwerksplan: Ry-Tashok-Stiefel	Tryker-Handwerksplan: Ry-Tashok-Stiefel	Tryker-Handwerksplan: Ry-Tashok-Stiefel	Tryker-Handwerksplan: Ry-Tashok-Stiefel	ein	der		die	Schwere Stiefel in hoher Qualität	Ry-Tashok-Stiefel
-	bctaea02_3	Tryker-Handwerksplan: Ry-Tashok-Handschuhe	Tryker-Handwerksplan: Ry-Tashok-Handschuhe	Tryker-Handwerksplan: Ry-Tashok-Handschuhe	Tryker-Handwerksplan: Ry-Tashok-Handschuhe	ein	der		die	Schwere Handschuhe in hoher Qualität	Ry-Tashok-Handschuhe
-	bctaea03_3	Tryker-Handwerksplan: Ry-Tashok-Helme	Tryker-Handwerksplan: Ry-Tashok-Helme	Tryker-Handwerksplan: Ry-Tashok-Helme	Tryker-Handwerksplan: Ry-Tashok-Helme	ein	der		die	Schwere Helme in hoher Qualität	Ry-Tashok-Helm
-	bctaea04_3	Tryker-Handwerksplan: Ry-Tashok-Hosen	Tryker-Handwerksplan: Ry-Tashok-Hosen	Tryker-Handwerksplan: Ry-Tashok-Hosen	Tryker-Handwerksplan: Ry-Tashok-Hosen	ein	der		die	Schwere Hosen in hoher Qualität	Ry-Tashok-Hose
-	bctaea05_3	Tryker-Handwerksplan: Ry-Tashok-Armschützer	Tryker-Handwerksplan: Ry-Tashok-Armschützer	Tryker-Handwerksplan: Ry-Tashok-Armschützer	Tryker-Handwerksplan: Ry-Tashok-Armschützer	ein	der		die	Schwere Armschützer in hoher Qualität	Ry-Tashok-Armschützer
-	bctaea06_3	Tryker-Handwerksplan: Ry-Tashok-Westen	Tryker-Handwerksplan: Ry-Tashok-Westen	Tryker-Handwerksplan: Ry-Tashok-Westen	Tryker-Handwerksplan: Ry-Tashok-Westen	ein	der		die	Schwere Westen in hoher Qualität	Ry-Tashok-Weste
-	bctaea07_3	Tryker-Handwerksplan: Ry-Tissan-Stiefel	Tryker-Handwerksplan: Ry-Tissan-Stiefel	Tryker-Handwerksplan: Ry-Tissan-Stiefel	Tryker-Handwerksplan: Ry-Tissan-Stiefel	ein	der		die	Leichte Stiefel in hoher Qualität	Ry-Tissan-Stiefel
-	bctaea08_3	Tryker-Handwerksplan: Ry-Tissan-Handschuhe	Tryker-Handwerksplan: Ry-Tissan-Handschuhe	Tryker-Handwerksplan: Ry-Tissan-Handschuhe	Tryker-Handwerksplan: Ry-Tissan-Handschuhe	ein	der		die	Leichte Handschuhe in hoher Qualität	Ry-Tissan-Handschuhe
-	bctaea09_3	Tryker-Handwerksplan: Ry-Tissan-Hosen	Tryker-Handwerksplan: Ry-Tissan-Hosen	Tryker-Handwerksplan: Ry-Tissan-Hosen	Tryker-Handwerksplan: Ry-Tissan-Hosen	ein	der		die	Leichte Hosen in hoher Qualität	Ry-Tissan-Hose
-	bctaea10_3	Tryker-Handwerksplan: Ry-Tissan-Armschützer	Tryker-Handwerksplan: Ry-Tissan-Armschützer	Tryker-Handwerksplan: Ry-Tissan-Armschützer	Tryker-Handwerksplan: Ry-Tissan-Armschützer	ein	der		die	Leichte Armschützer in hoher Qualität	Ry-Tissan-Armschützer
-	bctaea11_3	Tryker-Handwerksplan: Ry-Tissan-Westen	Tryker-Handwerksplan: Ry-Tissan-Westen	Tryker-Handwerksplan: Ry-Tissan-Westen	Tryker-Handwerksplan: Ry-Tissan-Westen	ein	der		die	Leichte Westen in hoher Qualität	Ry-Tissan-Weste
-	bctaea12_3	Tryker-Handwerksplan: Ry-Fabren-Stiefel	Tryker-Handwerksplan: Ry-Fabren-Stiefel	Tryker-Handwerksplan: Ry-Fabren-Stiefel	Tryker-Handwerksplan: Ry-Fabren-Stiefel	ein	der		die	Mittelschwere Stiefel in hoher Qualität	Ry-Fabren-Stiefel
-	bctaea13_3	Tryker-Handwerksplan: Ry-Fabren-Handschuhe	Tryker-Handwerksplan: Ry-Fabren-Handschuhe	Tryker-Handwerksplan: Ry-Fabren-Handschuhe	Tryker-Handwerksplan: Ry-Fabren-Handschuhe	ein	der		die	Mittelschwere Handschuhe in hoher Qualität	Ry-Fabren-Handschuhe
-	bctaea14_3	Tryker-Handwerksplan: Ry-Fabren-Hosen	Tryker-Handwerksplan: Ry-Fabren-Hosen	Tryker-Handwerksplan: Ry-Fabren-Hosen	Tryker-Handwerksplan: Ry-Fabren-Hosen	ein	der		die	Mittelschwere Hosen in hoher Qualität	Ry-Fabren-Hose
-	bctaea15_3	Tryker-Handwerksplan: Ry-Fabren-Armschützer	Tryker-Handwerksplan: Ry-Fabren-Armschützer	Tryker-Handwerksplan: Ry-Fabren-Armschützer	Tryker-Handwerksplan: Ry-Fabren-Armschützer	ein	der		die	Mittelschwere Armschützer in hoher Qualität	Ry-Fabren-Armschützer
-	bctaea16_3	Tryker-Handwerksplan: Ry-Fabren-Westen	Tryker-Handwerksplan: Ry-Fabren-Westen	Tryker-Handwerksplan: Ry-Fabren-Westen	Tryker-Handwerksplan: Ry-Fabren-Westen	ein	der		die	Mittelschwere Westen in hoher Qualität	Ry-Fabren-Weste
-	bczaea17_3	Zorai-Handwerksplan: Zo'Linko-Stiefel	Zorai-Handwerksplan: Zo'Linko-Stiefel	Zorai-Handwerksplan: Zo'Linko-Stiefel	Zorai-Handwerksplan: Zo'Linko-Stiefel	ein	der		die	Magier-Stiefel in hoher Qualität	Zo'Linko-Stiefel
-	bczaea18_3	Zorai-Handwerksplan: Zo'Linko-Handschuhe	Zorai-Handwerksplan: Zo'Linko-Handschuhe	Zorai-Handwerksplan: Zo'Linko-Handschuhe	Zorai-Handwerksplan: Zo'Linko-Handschuhe	ein	der		die	Magier-Handschuhe in hoher Qualität	Zo'Linko-Handschuhe
-	bczaea19_3	Zorai-Handwerksplan: Zo'Linko-Beinkleid	Zorai-Handwerksplan: Zo'Linko-Beinkleid	Zorai-Handwerksplan: Zo'Linko-Beinkleid	Zorai-Handwerksplan: Zo'Linko-Beinkleid	ein	der		die	Magier-Beinkleid in hoher Qualität	Zo'Linko-Beinkleid
-	bczaea20_3	Zorai-Handwerksplan: Zo'Linko-Armschützer	Zorai-Handwerksplan: Zo'Linko-Armschützer	Zorai-Handwerksplan: Zo'Linko-Armschützer	Zorai-Handwerksplan: Zo'Linko-Armschützer	ein	der		die	Magier-Armschützer in hoher Qualität	Zo'Linko-Armschützer
-	bczaea21_3	Zorai-Handwerksplan: Zo'Linko-Westen	Zorai-Handwerksplan: Zo'Linko-Westen	Zorai-Handwerksplan: Zo'Linko-Westen	Zorai-Handwerksplan: Zo'Linko-Westen	ein	der		die	Magier-Westen in hoher Qualität	Zo'Linko-Weste
-	bczaea01_3	Zorai-Handwerksplan: Zo'Tanko-Stiefel	Zorai-Handwerksplan: Zo'Tanko-Stiefel	Zorai-Handwerksplan: Zo'Tanko-Stiefel	Zorai-Handwerksplan: Zo'Tanko-Stiefel	ein	der		die	Schwere Stiefel in hoher Qualität	Zo'Tanko-Stiefel
-	bczaea02_3	Zorai-Handwerksplan: Zo'Tanko-Handschuhe	Zorai-Handwerksplan: Zo'Tanko-Handschuhe	Zorai-Handwerksplan: Zo'Tanko-Handschuhe	Zorai-Handwerksplan: Zo'Tanko-Handschuhe	ein	der		die	Schwere Handschuhe in hoher Qualität	Zo'Tanko-Handschuhe
-	bczaea03_3	Zorai-Handwerksplan: Zo'Tanko-Helme	Zorai-Handwerksplan: Zo'Tanko-Helme	Zorai-Handwerksplan: Zo'Tanko-Helme	Zorai-Handwerksplan: Zo'Tanko-Helme	ein	der		die	Schwere Helme in hoher Qualität	Zo'Tanko-Helm
-	bczaea04_3	Zorai-Handwerksplan: Zo'Tanko-Hosen	Zorai-Handwerksplan: Zo'Tanko-Hosen	Zorai-Handwerksplan: Zo'Tanko-Hosen	Zorai-Handwerksplan: Zo'Tanko-Hosen	ein	der		die	Schwere Hosen in hoher Qualität	Zo'Tanko-Hose
-	bczaea05_3	Zorai-Handwerksplan: Zo'Tanko-Armschützer	Zorai-Handwerksplan: Zo'Tanko-Armschützer	Zorai-Handwerksplan: Zo'Tanko-Armschützer	Zorai-Handwerksplan: Zo'Tanko-Armschützer	ein	der		die	Schwere Armschützer in hoher Qualität	Zo'Tanko-Armschützer
-	bczaea06_3	Zorai-Handwerksplan: Zo'Tanko-Westen	Zorai-Handwerksplan: Zo'Tanko-Westen	Zorai-Handwerksplan: Zo'Tanko-Westen	Zorai-Handwerksplan: Zo'Tanko-Westen	ein	der		die	Schwere Westen in hoher Qualität	Zo'Tanko-Weste
-	bczaea07_3	Zorai-Handwerksplan: Zo'Ninka-Stiefel	Zorai-Handwerksplan: Zo'Ninka-Stiefel	Zorai-Handwerksplan: Zo'Ninka-Stiefel	Zorai-Handwerksplan: Zo'Ninka-Stiefel	ein	der		die	Leichte Stiefel in hoher Qualität	Zo'Ninka-Stiefel
-	bczaea08_3	Zorai-Handwerksplan: Zo'Ninka-Handschuhe	Zorai-Handwerksplan: Zo'Ninka-Handschuhe	Zorai-Handwerksplan: Zo'Ninka-Handschuhe	Zorai-Handwerksplan: Zo'Ninka-Handschuhe	ein	der		die	Leichte Handschuhe in hoher Qualität	Zo'Ninka-Handschuhe
-	bczaea09_3	Zorai-Handwerksplan: Zo'Ninka-Hosen	Zorai-Handwerksplan: Zo'Ninka-Hosen	Zorai-Handwerksplan: Zo'Ninka-Hosen	Zorai-Handwerksplan: Zo'Ninka-Hosen	ein	der		die	Leichte Hosen in hoher Qualität	Zo'Ninka-Hose
-	bczaea10_3	Zorai-Handwerksplan: Zo'Ninka-Armschützer	Zorai-Handwerksplan: Zo'Ninka-Armschützer	Zorai-Handwerksplan: Zo'Ninka-Armschützer	Zorai-Handwerksplan: Zo'Ninka-Armschützer	ein	der		die	Leichte Armschützer in hoher Qualität	Zo'Ninka-Armschützer
-	bczaea11_3	Zorai-Handwerksplan: Zo'Ninka-Westen	Zorai-Handwerksplan: Zo'Ninka-Westen	Zorai-Handwerksplan: Zo'Ninka-Westen	Zorai-Handwerksplan: Zo'Ninka-Westen	ein	der		die	Leichte Westen in hoher Qualität	Zo'Ninka-Weste
-	bczaea12_3	Zorai-Handwerksplan: Zo'Shaїdon-Stiefel	Zorai-Handwerksplan: Zo'Shaїdon-Stiefel	Zorai-Handwerksplan: Zo'Shaїdon-Stiefel	Zorai-Handwerksplan: Zo'Shaїdon-Stiefel	ein	der		die	Mittelschwere Stiefel in hoher Qualität	Zo'Shaїdon-Stiefel
-	bczaea13_3	Zorai-Handwerksplan: Zo'Shaїdon-Handschuhe	Zorai-Handwerksplan: Zo'Shaїdon-Handschuhe	Zorai-Handwerksplan: Zo'Shaїdon-Handschuhe	Zorai-Handwerksplan: Zo'Shaїdon-Handschuhe	ein	der		die	Mittelschwere Handschuhe in hoher Qualität	Zo'Shaїdon-Handschuhe
-	bczaea14_3	Zorai-Handwerksplan: Zo'Shaїdon-Hosen	Zorai-Handwerksplan: Zo'Shaїdon-Hosen	Zorai-Handwerksplan: Zo'Shaїdon-Hosen	Zorai-Handwerksplan: Zo'Shaїdon-Hosen	ein	der		die	Mittelschwere Hosen in hoher Qualität	Zo'Shaїdon-Hose
-	bczaea15_3	Zorai-Handwerksplan: Zo'Shaїdon-Armschützer	Zorai-Handwerksplan: Zo'Shaїdon-Armschützer	Zorai-Handwerksplan: Zo'Shaїdon-Armschützer	Zorai-Handwerksplan: Zo'Shaїdon-Armschützer	ein	der		die	Mittelschwere Armschützer in hoher Qualität	Zo'Shaїdon-Armschützer
-	bczaea16_3	Zorai-Handwerksplan: Zo'Shaїdon-Westen	Zorai-Handwerksplan: Zo'Shaїdon-Westen	Zorai-Handwerksplan: Zo'Shaїdon-Westen	Zorai-Handwerksplan: Zo'Shaїdon-Westen	ein	der		die	Mittelschwere Westen in hoher Qualität	Zo'Shaїdon-Weste
-	bcfmea08_3	Fyros-Handwerksplan: Massonyx	Fyros-Handwerksplan: Massonyx	Fyros-Handwerksplan: Massonyx	Fyros-Handwerksplan: Massonyx	ein	der		die	Einhand-Streitkolben in hoher Qualität	Massonyx
-	bcfmea09_3	Fyros-Handwerksplan: Talusyx	Fyros-Handwerksplan: Talusyx	Fyros-Handwerksplan: Talusyx	Fyros-Handwerksplan: Talusyx	ein	der		die	Einhand-Stab in hoher Qualität	Talusyx
-	bcfmea06_3	Fyros-Handwerksplan: Jabyx	Fyros-Handwerksplan: Jabyx	Fyros-Handwerksplan: Jabyx	Fyros-Handwerksplan: Jabyx	ein	der		die	Einhand-Dolch in hoher Qualität	Jabyx
-	bcfmea07_3	Fyros-Handwerksplan: Konkyx	Fyros-Handwerksplan: Konkyx	Fyros-Handwerksplan: Konkyx	Fyros-Handwerksplan: Konkyx	ein	der		die	Einhand-Lanze in hoher Qualität	Konkyx
-	bcfmea05_3	Fyros-Handwerksplan: Clevenyx	Fyros-Handwerksplan: Clevenyx	Fyros-Handwerksplan: Clevenyx	Fyros-Handwerksplan: Clevenyx	ein	der		die	Einhand-Axt in hoher Qualität	Clevenyx
-	bcfmea10_3	Fyros-Handwerksplan: Blamyx	Fyros-Handwerksplan: Blamyx	Fyros-Handwerksplan: Blamyx	Fyros-Handwerksplan: Blamyx	ein	der		die	Einhand-Schwert in hoher Qualität	Blamyx
-	bcfmea03_3	Fyros-Handwerksplan: Hampyx	Fyros-Handwerksplan: Hampyx	Fyros-Handwerksplan: Hampyx	Fyros-Handwerksplan: Hampyx	ein	der		die	Zweihand-Streitkolben in hoher Qualität	Hampyx
-	bcfmea02_3	Fyros-Handwerksplan: Punnelyx	Fyros-Handwerksplan: Punnelyx	Fyros-Handwerksplan: Punnelyx	Fyros-Handwerksplan: Punnelyx	ein	der		die	Zweihand-Pike in hoher Qualität	Punnelyx
-	bcfmea01_3	Fyros-Handwerksplan: Retchyx	Fyros-Handwerksplan: Retchyx	Fyros-Handwerksplan: Retchyx	Fyros-Handwerksplan: Retchyx	ein	der		die	Zweihand-Axt in hoher Qualität	Retchyx
-	bcfmea04_3	Fyros-Handwerksplan: Stavonyx	Fyros-Handwerksplan: Stavonyx	Fyros-Handwerksplan: Stavonyx	Fyros-Handwerksplan: Stavonyx	ein	der		die	Zweihand-Schwert in hoher Qualität	Stavonyx
-	bcmmea08_3	Matis-Handwerksplan: Kara Bristo	Matis-Handwerksplan: Kara Bristo	Matis-Handwerksplan: Kara Bristo	Matis-Handwerksplan: Kara Bristo	ein	der		die	Einhand-Streitkolben in hoher Qualität	Kara Bristo
-	bcmmea09_3	Matis-Handwerksplan: Kara Battoni	Matis-Handwerksplan: Kara Battoni	Matis-Handwerksplan: Kara Battoni	Matis-Handwerksplan: Kara Battoni	ein	der		die	Einhand-Stab in hoher Qualität	Kara Battoni
-	bcmmea06_3	Matis-Handwerksplan: Kara Limmel	Matis-Handwerksplan: Kara Limmel	Matis-Handwerksplan: Kara Limmel	Matis-Handwerksplan: Kara Limmel	ein	der		die	Einhand-Dolch in hoher Qualität	Kara Limmel
-	bcmmea07_3	Matis-Handwerksplan: Kara Palor	Matis-Handwerksplan: Kara Palor	Matis-Handwerksplan: Kara Palor	Matis-Handwerksplan: Kara Palor	ein	der		die	Einhand-Lanze in hoher Qualität	Kara Palor
-	bcmmea05_3	Matis-Handwerksplan: Kara Haque	Matis-Handwerksplan: Kara Haque	Matis-Handwerksplan: Kara Haque	Matis-Handwerksplan: Kara Haque	ein	der		die	Einhand-Axt in hoher Qualität	Kara Haque
-	bcmmea10_3	Matis-Handwerksplan: Kara Klyde	Matis-Handwerksplan: Kara Klyde	Matis-Handwerksplan: Kara Klyde	Matis-Handwerksplan: Kara Klyde	ein	der		die	Einhand-Schwert in hoher Qualität	Kara Klyde
-	bcmmea03_3	Matis-Handwerksplan: Kara Gondo	Matis-Handwerksplan: Kara Gondo	Matis-Handwerksplan: Kara Gondo	Matis-Handwerksplan: Kara Gondo	ein	der		die	Zweihand-Streitkolben in hoher Qualität	Kara Gondo
-	bcmmea02_3	Matis-Handwerksplan: Kara Krop	Matis-Handwerksplan: Kara Krop	Matis-Handwerksplan: Kara Krop	Matis-Handwerksplan: Kara Krop	ein	der		die	Zweihand-Pike in hoher Qualität	Kara Krop
-	bcmmea01_3	Matis-Handwerksplan: Kara Klout	Matis-Handwerksplan: Kara Klout	Matis-Handwerksplan: Kara Klout	Matis-Handwerksplan: Kara Klout	ein	der		die	Zweihand-Axt in hoher Qualität	Kara Klout
-	bcmmea04_3	Matis-Handwerksplan: Kara Slathe	Matis-Handwerksplan: Kara Slathe	Matis-Handwerksplan: Kara Slathe	Matis-Handwerksplan: Kara Slathe	ein	der		die	Zweihand-Schwert in hoher Qualität	Kara Slathe
-	bctmea08_3	Tryker-Handwerksplan: Ry-Tumbler	Tryker-Handwerksplan: Ry-Tumbler	Tryker-Handwerksplan: Ry-Tumbler	Tryker-Handwerksplan: Ry-Tumbler	ein	der		die	Einhand-Streitkolben in hoher Qualität	Ry-Tumbler
-	bctmea09_3	Tryker-Handwerksplan: Ry-Brok	Tryker-Handwerksplan: Ry-Brok	Tryker-Handwerksplan: Ry-Brok	Tryker-Handwerksplan: Ry-Brok	ein	der		die	Einhand-Stab in hoher Qualität	Ry-Brok
-	bctmea06_3	Tryker-Handwerksplan: Ry-Fyler	Tryker-Handwerksplan: Ry-Fyler	Tryker-Handwerksplan: Ry-Fyler	Tryker-Handwerksplan: Ry-Fyler	ein	der		die	Einhand-Dolch in hoher Qualität	Ry-Fyler
