// HASH_VALUE A575E93668996B62
// INDEX 0
abandon_mission	[&TSK&Has abandonado una misión.]

// HASH_VALUE 8589CB6C1378B870
// INDEX 8104
tryker_newb_craft_1_automenu	[Me gustaría progresar en la artesanía.]

// HASH_VALUE 3A89BF2CE3105DDB
// INDEX 8105
tryker_newb_craft_1_custom_obj_1	[Aprende una nueva técnica de $trykerarmor$, y regresa y habla con $giver$.]

// HASH_VALUE EA52C24F6A37EEF6
// INDEX 8106
tryker_newb_craft_1_desc	[Sigue las instrucciones de $giver$ para progresar en la artesanía.]

// HASH_VALUE A7300A30C79D7F8B
// INDEX 8107
tryker_newb_craft_1_end_1	[Muy bien! Para progresar, la mejor manera de practicar es fabricando objetos....]

// HASH_VALUE 349876A780113D70
// INDEX 8108
tryker_newb_craft_1_end_2	[...sólo por medio del análisis de los errores realizados durante las pruebas que el artesano de calidad desarrollará sus propias técnicas.]

// HASH_VALUE 0D23A3D5CD66FA09
// INDEX 8109
tryker_newb_craft_1_prereq	[Para continuar progresando, necesitas aprender una nueva técnica de $trykerarmor$. Ve y obtén instrucciones de uno de los entregandos.]

// HASH_VALUE 5578C6DC2BA35E4C
// INDEX 8110
tryker_newb_craft_1_step_1_1	[La artesnaía es más difícil de lo que parece, pero si tienes fuerza de voluntad todo es posible.]

// HASH_VALUE C0630A3DD5E007D2
// INDEX 8111
tryker_newb_craft_1_step_1_2	[Empecemos por averiguar que es lo que sabes: hazte un par de $boots.ia$ $boots$ de calidad $ql$. Vas a necesitar una herramienta. Si todavía no tienes una, hay un comerciante que vende herramientas en el puesto.]

// HASH_VALUE EEC530475F9547BA
// INDEX 8112
tryker_newb_craft_1_title	[Iniciación en la artesanía 1]

// HASH_VALUE A4B6EFAE9BD9C7A4
// INDEX 8113
tryker_newb_craft_2_automenu	[Quiero aprender más sobre la artesanía.]

// HASH_VALUE 31AAB420522B21B5
// INDEX 8114
tryker_newb_craft_2_custom_obj_1	[Aprende un nuevo plan de fabricación de $trykergloves$ de $target$, y regresa y habla con $giver$.]

// HASH_VALUE E0F9BFB5075ED7E2
// INDEX 8115
tryker_newb_craft_2_desc	[Sigue las instrucciones de $giver$ para continuar con el progreso en la artesanía.]

// HASH_VALUE 096665DEFC495E55
// INDEX 8116
tryker_newb_craft_2_end	[Excelente, aquí hay una pequeña recompensa por tus esfuerzos. Y asi estás buscando más trabajo, ve a buscar a un capataz, ellos siempre tienen algo.]

// HASH_VALUE 5C92973967F704B3
// INDEX 8117
tryker_newb_craft_2_prereq_f	[Para continuar con el progreso, necesitas aprender un nuevo plan de fabricación de $trykergloves$. Anda y ve a $target$ ella te enseñará.]

// HASH_VALUE 05873E921666693C
// INDEX 8118
tryker_newb_craft_2_prereq_m	[Para continuar con el progreso, necesitas aprender un nuevo plan de fabricación de $trykergloves$. Ve a ver a $target$ y él te enseñará.]

// HASH_VALUE BD7D6F42FF088DAD
// INDEX 8119
tryker_newb_craft_2_step_1_1	[Un artesando puede verse afectado debido a la calidad de materiales que utiliza.]

// HASH_VALUE 2D01620556725D95
// INDEX 8120
tryker_newb_craft_2_step_1_2	[Además de entrenamiento, necesitas conseguirte un buen suplidor o abastecedor si deseas fabricar objetos de fina calidad.]

// HASH_VALUE 991F20AF90528036
// INDEX 8121
tryker_newb_craft_2_step_1_3	[Cuando estés listo, fabrica un par de $gloves.ia$ $gloves$ de calidad $ql$ para mi.]

// HASH_VALUE EEC530479F9547BA
// INDEX 8122
tryker_newb_craft_2_title	[Iniciación en la artesanía 2]

// HASH_VALUE 5D532B46EB2994AD
// INDEX 8123
tryker_newb_craft_answer	[Manufactura.]

// HASH_VALUE 21B666945748AF1C
// INDEX 8124
tryker_newb_fight_1_automenu	[Quiero aprender a luchar.]

// HASH_VALUE 1BADB7B5721E8479
// INDEX 8125
tryker_newb_fight_1_desc	[Sigue las instrucciones de $giver$ para progresar en las técnicas de combate.]

// HASH_VALUE 799C529E15488AF7
// INDEX 8126
tryker_newb_fight_1_end	[Bien ! Pero recuerda que el $yubo$ es una presa fácil, las próximas muertes no serán tan fáciles, a medida que te vayas enfrentando a bestias más fuertes.]

// HASH_VALUE 03D109DAC4459788
// INDEX 8127
tryker_newb_fight_1_step_1_1	[Sobrevivir en Atys puede ser muy duro, necesitas saber cómo combatir si quieres vivir por mucho tiempo.]

// HASH_VALUE 239B1AC89936FE23
// INDEX 8128
tryker_newb_fight_1_step_1_2	[Debes iniciar tu entrenamiento al enfrentarte a un oponente fácil: encuentra un omnívoro pequeño, $yubo.ia$ $yubo$, y mátalo.]

// HASH_VALUE AF44CC8E6B076E6C
// INDEX 8129
tryker_newb_fight_1_title	[Iniciación al combate 1]

// HASH_VALUE A78537478B8A7BA0
// INDEX 8130
tryker_newb_fight_2_automenu	[Quisiera aprender más sobre el combate.]

// HASH_VALUE 8E7208885A8611F5
// INDEX 8131
tryker_newb_fight_2_custom_obj_1	[Aprende una nueva técnica de $increasedamage$ de $target$, y regresa y habla con $giver$.]

// HASH_VALUE E8E0553838B9CC48
// INDEX 8132
tryker_newb_fight_2_desc	[Sigue las instrucciones de $giver$ para continuar con el progreso en las técnicas de combate.]

// HASH_VALUE 497678BC9D15DAD5
// INDEX 8133
tryker_newb_fight_2_end	[Bien. Aquí hay un consejo para tí. Si quieres más tareas de combate, deberías ir a hablar con un cabo.]

// HASH_VALUE BA767FA11CC91159
// INDEX 8134
tryker_newb_fight_2_prereq_f	[Para continuar con el progreso, necesitas aprender una nueva técnica de $increasedamage$. Ve a ver a $target$ y ella te enseñará.]

// HASH_VALUE 0F001AF0865EFC50
// INDEX 8135
tryker_newb_fight_2_prereq_m	[Para continuar con el progreso, necesitas aprender una nueva técnica de $increasedamage$. Ve a ver a $target$ y ella te enseñará.]

// HASH_VALUE C2C270DCE5C96207
// INDEX 8136
tryker_newb_fight_2_step_1_1	[Ahora necesitamos deshacernos de unos cuantos depredadores. Hay muchos $ragus$ en nuestra isla, y ellos utilizan a los herbívoros como presas.]

// HASH_VALUE 77182EC22CD1263B
// INDEX 8137
tryker_newb_fight_2_step_1_2	[Sería genial si pudieras matar a uno por ti mismo, ganarías sacos de experiencia si lo haces. Sin embargo, debes ser muy cuidadoso,...]

// HASH_VALUE AF44CC8E6B07726C
// INDEX 8138
tryker_newb_fight_2_title	[Iniciación al combate 2]

// HASH_VALUE A7F9B881DFB26E5A
// INDEX 8139
tryker_newb_fight_answer	[Combate cuerpo a cuerpo.]

// HASH_VALUE 897C24B194D9E061
// INDEX 8140
tryker_newb_harvest_1_automenu	[Me gustaría progresar en la recolección.]

// HASH_VALUE 3D694BD7B1D6A2A0
// INDEX 8141
tryker_newb_harvest_1_custom_obj_1	[Aprende una nueva técnica de $basicextraction$, y regresa y habla con $giver$.]

// HASH_VALUE 7FA6CA55EC462E35
// INDEX 8142
tryker_newb_harvest_1_desc	[Seguir las instrucciones de $giver$ para progresar en la recolección.]

// HASH_VALUE D1063A899BE141F6
// INDEX 8143
tryker_newb_harvest_1_end	[Excelente. Pero ésa era fácil porque aquí las fuentes brillan por encima de suelo y son fáciles de ubicar.]

// HASH_VALUE DB2703A294A95B7F
// INDEX 8144
tryker_newb_harvest_1_prereq	[Para continuar progresando, necesitas aprender una nueva técnica de $basicextraction$. Anda y obtén instrucciones de uno de los etrenadores.]

// HASH_VALUE EBCCEBFC18AE77DC
// INDEX 8145
tryker_newb_harvest_1_step_1_1	[Para progresar en la recolección, tendrás que aprender a ubicar las fuentes, y extraer sus contenidos.]

// HASH_VALUE 429D9C0C842E737C
// INDEX 8146
tryker_newb_harvest_1_step_1_2	[Empecemos con algo fácil, tráeme $rm1.ia$ $rm1$ y $rm2.ia$ $rm2$ que encontrarás en el suelo del puesto fronterizo.]

// HASH_VALUE B1820F4AE3497BB5
// INDEX 8147
tryker_newb_harvest_1_title	[Iniciación a la recolección 1]

// HASH_VALUE 25A03FAF745A29D3
// INDEX 8148
tryker_newb_harvest_2_automenu	[Me gustaría aprender más sobre recolección.]

// HASH_VALUE F4ECC0CF51BB9D5C
// INDEX 8149
tryker_newb_harvest_2_custom_obj_1	[Aprende una nueva técnica de $basicprospection$ de $target$, y regresa y habla con $giver$.]

// HASH_VALUE 6208FFF49CB2DFE8
// INDEX 8150
tryker_newb_harvest_2_desc	[Sigue las instrucciones de $giver$ para continuar con el progreso en la recolección.]

// HASH_VALUE 776665E09444285F
// INDEX 8151
tryker_newb_harvest_2_end	[Bien, aquí hay un poco de dinero para ti. Y si andas en busca de más trabajo, ve a buscar a los cabos, ellos siempre están haciendo algo.]

// HASH_VALUE 998035406826BFAB
// INDEX 8152
tryker_newb_harvest_2_prereq_f	[Para continuar con el progreso, necesitas aprender una nueva técnica de $basicprospection$. Anda y busca a $target$ y ella te enseñará.]

// HASH_VALUE 4275DC9917952434
// INDEX 8153
tryker_newb_harvest_2_prereq_m	[Para continuar progresando, necesitas aprender una nueva técnica de $basicprospection$. Anda y busca a $target$ y él te enseñará.]

// HASH_VALUE D696C4D8521A2C49
// INDEX 8154
tryker_newb_harvest_2_step_1_1	[Entonces sigamos: tu habilidad para extraer correctamente tendrá un efecto positivo en la calidad de los materiales....]

// HASH_VALUE 7EA2BA9E9E480C64
// INDEX 8155
tryker_newb_harvest_2_step_1_2	[...pero ten mucho cuidado porque eso puede ser peligroso, hay muchas bolsas de gas e Atys.]

// HASH_VALUE 89096F02C9E3E6AF
// INDEX 8156
tryker_newb_harvest_2_step_1_3	[Recuerda esto cuando vayas y me traigas $rm3.ia$ $rm3$ de calidad $ql$. Esto solo puede ser encontrado a lo largo de los acantilados al sur de esta región.]

// HASH_VALUE DF2990C430F22630
// INDEX 8157
tryker_newb_harvest_2_step_1_4	[Tendrás que ubicar tus fuentes por ti mismo por medio de la exploración, pues su brillo no será visible.]

// HASH_VALUE B182134AE3497BB5
// INDEX 8158
tryker_newb_harvest_2_title	[Iniciación a la recolección 2]

// HASH_VALUE 26F5CC9BE418F3A1
// INDEX 8159
tryker_newb_harvest_answer	[Recolección.]

// HASH_VALUE 2C91CF5013C98F9E
// INDEX 8160
tryker_newb_magic_1_automenu	[Quiero aprender algo de magia.]

// HASH_VALUE BB6E52C761192A6C
// INDEX 8161
tryker_newb_magic_1_custom_obj_1	[Aprende un nuevo hechizo $selfheal$, y regresa y habla con $giver$.]

// HASH_VALUE A61025E19B26FAFC
// INDEX 8162
tryker_newb_magic_1_desc	[Sigue las instrucciones de $giver$ para progresar en la magia.]

// HASH_VALUE 33F26A6B7AD5CD1B
// INDEX 8163
tryker_newb_magic_1_end_1	[Bien! Si quieres concentrarte en hechizos de curación tendrás que conformar un equipo con algunos guerreros....]

// HASH_VALUE ED2E7078EC724CB3
// INDEX 8164
tryker_newb_magic_1_end_2	[... ellos van a necesitar de tus servicios, es la mejor forma de progresar en esta disciplina.]

// HASH_VALUE FDC6816417C4F189
// INDEX 8165
tryker_newb_magic_1_prereq	[Para continuar progresando, necesitas aprender un nuevo hechizo de $selfheal$. Ve y obtén las instrucciones de uno de nuestros entrenadores.]

// HASH_VALUE 638BD940E699AE93
// INDEX 8166
tryker_newb_magic_1_step_1_1	[El adiestramiento en la Magia puede ser largo y difícil, pero este ofrece muy buenos medios para sobrevivir aquí.]

// HASH_VALUE 83A6BCB1AA542C76
// INDEX 8167
tryker_newb_magic_1_step_1_2	[Para comenzar, muéstrame lo que sabes, lanza $heal.ia$ $heal$.]

// HASH_VALUE 5FE4BC9314E9E772
// INDEX 8168
tryker_newb_magic_1_title	[Iniciación a la magia 1]

// HASH_VALUE 25A55F47522583A7
// INDEX 8169
tryker_newb_magic_2_automenu	[Quiero aprender más de magia.]

// HASH_VALUE 2FBB4F5C4270844C
// INDEX 8170
tryker_newb_magic_2_custom_obj_1	[Aprende un nuevo hechizo de $aciddamage$ de $target$, y regresa y habla con $giver$.]

// HASH_VALUE A61025E19B26FAFC
// INDEX 8171
tryker_newb_magic_2_desc	[Seguir las instrucciones de $giver$ para progresar en la magia.]

// HASH_VALUE D34BA071FA54D5AC
// INDEX 8172
tryker_newb_magic_2_end	[Buen trabajo! El entrenamiento en la Magia puede ser largo y difícil, pero ofrece muy buenos medios para el combate y para sobrevivir aquí.]

// HASH_VALUE B9106975E328E20D
// INDEX 8173
tryker_newb_magic_2_obj_1	[Utiliza un $nuke.ia$ $nuke$ para matar a un $yubo.ia$ $yubo$.]

// HASH_VALUE 59D0E8929B73AD1E
// INDEX 8174
tryker_newb_magic_2_obj_2	[Matar $yubo.ia$ $yubo$.]

// HASH_VALUE A585A5D46EADD68D
// INDEX 8175
tryker_newb_magic_2_prereq_f	[Para continuar con el progreso necesitas aprender un nuevo hechizo de $aciddamage$. Ve a buscar a $target$ y ella te enseñará.]

// HASH_VALUE 641AC87B43483B48
// INDEX 8176
tryker_newb_magic_2_prereq_m	[Para continuar con el progreso necesitas aprender un nuevo hechizo de $aciddamage$. Ver a buscar a $target$ y él te enseñará.]

// HASH_VALUE 649C7E0D8C4060FD
// INDEX 8177
tryker_newb_magic_2_step_1_1	[La magia también se utiliza durante el combate.]

// HASH_VALUE B412F7D25557E908
// INDEX 8178
tryker_newb_magic_2_step_1_2	[Vamos a probar: utiliza un $nuke.ia$ $nuke$ para matar a un $yubo.ia$ $yubo$.]

// HASH_VALUE 6764E880E7AB2AB4
// INDEX 8179
tryker_newb_magic_2_title	[Iniciación a la magia]

// HASH_VALUE 2FBBD97046750B41
// INDEX 8180
tryker_newb_magic_3_end	[Curar y ayudar a otros conduce a la victoria. Aquí hay algo de dinero para ti. Y si aún estás buscando trabajo, ve a buscar al cabo, él siempre tiene algo.]

// HASH_VALUE 2B34DA824A00B508
// INDEX 8181
tryker_newb_magic_3_step_1_1	[La magia destructiva es poderosa, pero los hechizos curativos pueden ser fuertes también, sin embargo para sacar provecho de ellos tendrás que formar equipo con otros.]

// HASH_VALUE 3990BBC8D4E61FEF
// INDEX 8182
tryker_newb_magic_3_step_1_2	[Afortunadamente, van a requerir tus servicios con frecuencia, por lo que es necesario progresar en esta línea. Ve a combatir con otros, y lanza $heal.ia$ $heal$.]

// HASH_VALUE 97F6676495549A7A
// INDEX 8183
tryker_newb_magic_answer	[Magia.]

// HASH_VALUE D467FA5F7FA506DA
// INDEX 8184
tryker_newb_tp_karavan_temp_1	[Quiere llegar a la ciudad de los Tyker? Puedo enviarte allá pero no hay retorno, y la Tierra de los Lagos puede ser peligrosa. Estás segura?]

// HASH_VALUE 31CF2BA417FB1E67
// INDEX 8185
tryker_newb_tp_karavan_temp_2	[Regresa más tarde, cuando estés listo.]

// HASH_VALUE 9507D438E859DB19
// INDEX 8186
tryker_newb_tp_karavan_temp_automenu	[Teletransportar a $place_fairhaven$.]

// HASH_VALUE 9507D438E859DB19
// INDEX 8187
tryker_newb_tp_karavan_temp_desc	[Teletransportar a $place_fairhaven$.]

// HASH_VALUE 9507D438E859DB19
// INDEX 8188
tryker_newb_tp_karavan_temp_title	[Teletransportar a $place_fairhaven$]

// HASH_VALUE 6018545C2058D4BC
// INDEX 8189
tryker_newb_welcome_automenu	[Bienvenido!]

// HASH_VALUE D5D4C60BD97A27B6
// INDEX 8190
tryker_newb_welcome_custom_obj_1	[Hablar con $target$.]

// HASH_VALUE 39E3A4450397E899
// INDEX 8191
tryker_newb_welcome_custom_obj_2	[Progresa en una de tus habilidades. Puedes hablar con $giver$ si quieres ayuda.]

// HASH_VALUE 886B0C0577AA8316
// INDEX 8192
tryker_newb_welcome_custom_obj_3_1	[Compra $i1$ de $karavan$.]

// HASH_VALUE C7CB4369D4667457
// INDEX 8193
tryker_newb_welcome_custom_obj_4	[Utiliza $i1$ para llegar a $place_fairhaven$.]

// HASH_VALUE 31177546D2675F94
// INDEX 8194
tryker_newb_welcome_desc	[Sigue las indicaciones de $giver$ para averiguar quien puede ayudarte y cómo.]

// HASH_VALUE 134F58A09E24875D
// INDEX 8195
tryker_newb_welcome_desc_2	[Debes progresar en tu habilidad principal a fin de prepararte para arribar al continente de los Tryker.]

// HASH_VALUE 5B993F41BC581A4C
// INDEX 8196
tryker_newb_welcome_desc_3	[Llega a la capital de los Tryker para continuar con tus aventuras.]

// HASH_VALUE 2F838E9E39803578
// INDEX 8197
tryker_newb_welcome_end_1	[Bienvenido a $place_fairhaven$, $self$! Siempre me complace ver recién llegados aquí. No temas visitar nuestra grandiosa ciudad, hay algunos lugares maravillos por descubrir.]

// HASH_VALUE FF07AB609E5369D4
// INDEX 8198
tryker_newb_welcome_end_2_f	[$barman$, tabernera de $place_fairhaven$, ella tiene cosas importantes que decirte. Ve y habla con ella. Te veo pronto, $self$!]

// HASH_VALUE 0007AB609E5369CF
// INDEX 8199
tryker_newb_welcome_end_2_m	[$barman$, tabernero de $place_fairhaven$, tiene cosas importantes que decirte. Ve y habla con él. Te veo pronto, $self$!]

// HASH_VALUE 74E93C6AC626CB8D
// INDEX 8200
tryker_newb_welcome_step_10_1	[Saludos, joven Tryker. $previous$ es un buen homin. Y estamos orgullos de contar con él entre los Hijos de Jena. Nos complace ayudarle en agradecimiento por su apoyo.]

// HASH_VALUE 01B403540189AAE2
// INDEX 8201
tryker_newb_welcome_step_10_1_b	[La Teletrasnportación está entre los muchos talentos de Jena investidos en nostros, los que tu descubrirás en su debido momento.\n
	 Pero para beneficiarte de su favor debes demostrar tus cualidades a través de ofrendas de fidelidad o servicios a su iglesia.]

// HASH_VALUE ED00BF37A5A21092
// INDEX 8202
tryker_newb_welcome_step_10_2_f	[Debes hablar con $target$ para que ella te muestre el camino que conduce al continente. Si no sabes donde encontrarla, sigue tu brújula, esta te guiará hasta ella.]

// HASH_VALUE EE00AB3BA5A2FC91
// INDEX 8203
tryker_newb_welcome_step_10_2_m	[Debes hablar con $target$ para que él te muestre el camino que conduce al continente. Si no sabes donde encontrarlo, sigue tu brújula, esta te guiará hasta él.]

// HASH_VALUE ACBBC725B4D6E48E
// INDEX 8204
tryker_newb_welcome_step_11	[Si quieres llegar a la ciudad de los Tryker, debes hacernos una oferta. A cambio, te daremos los medios para viajar otorgados por la poderosa Jena.]

// HASH_VALUE 15784406EBB90206
// INDEX 8205
tryker_newb_welcome_step_11_temp	[El poder de Jena puede teltransportarte. Sólo debes pedirlo.]

// HASH_VALUE 33CB9BBFFEA87128
// INDEX 8206
tryker_newb_welcome_step_12	[Utiliza este objeto para tu viaje. Pero recuerda, no hay retorno.]

// HASH_VALUE 4363001AEEA4AD9C
// INDEX 8207
tryker_newb_welcome_step_1_1	[Te doy la bienvenida, $self$. Es hora de que empiences a comprender más sobre nuestro pueblo.]

// HASH_VALUE 414E1A62BAF3E291
// INDEX 8208
tryker_newb_welcome_step_1_1b	[El vasto conocimiento ha sido transmitido a nosotros a través de nuestros antepasados, y tenemos la intención de utilizarlo para restaurar nuestra Cultura. Con los Maestros adecuados, tu también vas a adquirir este antiguo conocimiento y en poco tiempo tu destino comenzará desenvolverse.]

// HASH_VALUE CCE1C1900F2E4023
// INDEX 8209
tryker_newb_welcome_step_1_1c	[Estás en una isla pequeña, no lejos del continente de los Tryker. Tenemos 5 puestos más en esta isla y este es uno de ellos.]

// HASH_VALUE CCE1C1900F2E4023
// INDEX 8210
tryker_newb_welcome_step_1_1d	[Estás en una isla pequeña, no lejos del continente de los Tryker. Tenemos 5 puestos más en esta isla y este es uno de ellos.]

// HASH_VALUE B0981FC7919140C4
// INDEX 8211
tryker_newb_welcome_step_1_2_f	[Pero ya he dicho suficiente. Aún tienes que reunirte con las personalidades de alta estima de este puesto. Antes que decidas salir hacia $capital$, la capital de los Tryker, quiero que conozcas a  $target$.]

// HASH_VALUE B0981FC7919140C4
// INDEX 8212
tryker_newb_welcome_step_1_2_m	[Pero ya he dicho suficiente. Aún tienes que reunirte con las personalidades de alta estima de este puesto. Antes que decidas salir hacia $capital$, la capital de los Tryker, quiero que conozcas a  $target$.]

// HASH_VALUE 94AC8863FE60D59C
// INDEX 8213
tryker_newb_welcome_step_1_2b_f	[$target$ es nuestra Entrenadora de Combate. Ella te entrenará en muchas de nuestras técnicas mortales...\n
	La encontrarás en el cabaña.]

// HASH_VALUE 0FB31392FA0E77C1
// INDEX 8214
tryker_newb_welcome_step_1_2b_m	[$target$ es nuestro Entrenador de Combate. El te entrenará en muchas de nuestras técnicas mortales...\n
	Lo encontrarás en la cabaña.]

// HASH_VALUE 0D067333377B5FFC
// INDEX 8215
tryker_newb_welcome_step_2_1	[Ah! Estaba comenzando a creer que ya te habías perdido..Quería advertirte sobre nuestro mayor enemigo, enemy, $kitins.da$ $kitins$.]

// HASH_VALUE AA0135D3AC461773
// INDEX 8216
tryker_newb_welcome_step_2_1_b	[No lo pienses dos veces si alguna vez te enfrentas a uno: golpea primero o huya tan rápido como puedas!]

// HASH_VALUE BB2DDC16BD7BE286
// INDEX 8217
tryker_newb_welcome_step_2_1_c	[Fueron ellos los que exterminaron a nuestra civilización por completo en las tierras antiguas. Y déjame decirte, que fueron los Fyros los primeros que provocaron su ira y los removieron de sus nidos subterráneos!]

// HASH_VALUE F28BF886881BCAF1
// INDEX 8218
tryker_newb_welcome_step_2_2	[Pero antes que averigues más sobre nuestro pasado en el continente, primero debes desarrollar tus habilidades y equipo para que puedas sobrevivir.]

// HASH_VALUE DC049E11028B2170
// INDEX 8219
tryker_newb_welcome_step_2_2_b	[Siempre estaré aquí para ayudarte a mejorar tus técnicas de combate.]

// HASH_VALUE 2DE8934291D7AB44
// INDEX 8220
tryker_newb_welcome_step_2_2_c_f	[Por el momento, quiero que conozcas a $target$. Ella es realmente especial, te lo prometo! Siempre tiene la palabra correcta para cada ocasión.]

// HASH_VALUE 003B417F8B55A223
// INDEX 8221
tryker_newb_welcome_step_2_2_c_m	[Por el momento, quiero que conozcas a $target$. El es realmente muy especial, te lo prometo! Tiene la palabra correcta para cada ocasión.]

// HASH_VALUE 93605A28EB6C2DD7
// INDEX 8222
tryker_newb_welcome_step_3_1	[Bienvenido a nuestro puesto, estoy encantado de conocerte! Estos son tiempos cruciales.]

// HASH_VALUE 25C9646B58BEC90F
// INDEX 8223
tryker_newb_welcome_step_3_1_b	[El Gran pueblo de los Tryker se están congregando cada vez más, y la y la presencia de los Karavan eleva nuestros corrazones, como dicen ellos, porque eso significa que podemos teletransportarte de nuevo! Nuestros pueblos se desarrollarán cada vez más en fuerza más rápido que un disparo de beabo!]

// HASH_VALUE ED8A7921697CCA8B
// INDEX 8224
tryker_newb_welcome_step_3_2	[Cuando estés listo para ir al puesto, el Karavan te guiará. Los discípulos Karavan son extraños, oscuros, ningún homin todavía ha sido capaz de ver sus verdaderos rostros. Pero no hay que temerles, al menos esos son mis sentimientos.]

// HASH_VALUE 2881875F197372C4
// INDEX 8225
tryker_newb_welcome_step_3_2_b	[Como mago debeo advertirte que las sendas de los Karavan son misteriosas y oscuras. Pero existe otro camino que descubrirás muy pronto.]

// HASH_VALUE 3C3D1F2640EF221A
// INDEX 8226
tryker_newb_welcome_step_3_3	[Atys tiene muchas caras tanto buenas como malas... Si desarrollas tus habilidades mágicas, terminarás cruzándote con los Kamis. Pero no te dejes llevar por sus espectáculos de magia, la verdad es que, encadenarían tu alma a la esclavitud si les diera la mínima oportunidad!]

// HASH_VALUE 9EC5364B16632B5A
// INDEX 8227
tryker_newb_welcome_step_3_3_b_f	[Pero observa ahora, debo proseguir! Mejor te vas ahora, pero prométeme que pasarás por $target$. Ella es la Entrenadora de los Recolectores. Ha viajado por todo el mundo y conoce muchos secretos!]

// HASH_VALUE 8AED14C216906F07
// INDEX 8228
tryker_newb_welcome_step_3_3_b_m	[Pero observa ahora, debo proseguir! Mejor te vas ahora, pero prométeme que pasarás por $target$. El es el Entrenador de los Recolectores. Ha viajado por todo el mundo y conoce muchos secretos!]

// HASH_VALUE 11C9DEE993FF102A
// INDEX 8229
tryker_newb_welcome_step_4_1	[Yo soy $current$. Mi padre fue un gran Recolector, y yo poseo todos sus secretos y muchos más..]

// HASH_VALUE 30E1990E6EFA3657
// INDEX 8230
tryker_newb_welcome_step_4_1_b	[Pero a diferencia de él, yo he viajado por todo el mundo. He conocido a los orgullosos Fyros, y a los misteriosos Zoraïs.]

// HASH_VALUE A9D32908B4BBF146
// INDEX 8231
tryker_newb_welcome_step_4_1_c	[He hablado con los Matis alrededor de las tierras de los bosques y he aprendido muchos de sus secretos.]

// HASH_VALUE 4A7E8358640910D3
// INDEX 8232
tryker_newb_welcome_step_4_2	[Tú también experimentarás la misma libertad si ésa es tu elección.\n
	Serás capaz de viajar por todo Atys para extraer sus recursos naturales, que son cruciales para la vida de los homins.]

// HASH_VALUE B830A596F4557433
// INDEX 8233
tryker_newb_welcome_step_4_2_b	[Pero recuerda ponerte en guardia, la extracción puede ser peligrosa.]

// HASH_VALUE A94B5601FDE51054
// INDEX 8234
tryker_newb_welcome_step_4_2_c_f	[Ahora anda a ver a $target$, ella es nuetra Maestra Artesana.]

// HASH_VALUE B15D45642E7A70BB
// INDEX 8235
tryker_newb_welcome_step_4_2_c_m	[Ahora ve a ver a $target$, él es nuestro Maestro Artensano.]

// HASH_VALUE 96F5B8BC604E2372
// INDEX 8236
tryker_newb_welcome_step_5_1	[Tú, joven $self$. Fue el viento el que te trajó hasta aquí? Quizás sepas, que el aliento de los cielos allá arriba es una fuerza que hay que tomar en cuenta...]

// HASH_VALUE 5415C8D502E391C6
// INDEX 8237
tryker_newb_welcome_step_5_1_b	[Los otros homins no levatarían ni ceja por éste, pero los Trykers saben muy bien cómo utilizarlo en los objetos que nosotros elaboramos.]

// HASH_VALUE 535C6C34E07D45C2
// INDEX 8238
tryker_newb_welcome_step_5_1_c	[Los objetos que fabricamos son únicos en Atys. Sabías, los artesanos son el mero corazón de la vida homin.]

// HASH_VALUE 8E2EFF1C302A440F
// INDEX 8239
tryker_newb_welcome_step_5_1_d	[Ellos fabrican objetos increíbles para aliviar la tension de la vida cotidiana.]

// HASH_VALUE 5FDCFFDDBB63CC3B
// INDEX 8240
tryker_newb_welcome_step_5_2_f	[Ahora debes hacer una visita a $target$, la Comerciante. Ella te venderá todo lo que vas a necesitar.]

// HASH_VALUE 1FE7D327D2436AFB
// INDEX 8241
tryker_newb_welcome_step_5_2_m	[Ahora debes hacer una visita a $target$, el Comerciante. El te venderá todo lo que vas a necesitar.]

// HASH_VALUE 6CA8BB9CD8B0DA7D
// INDEX 8242
tryker_newb_welcome_step_5_2_b_f	[La primera vez que la conocí fue allá abajo, en la segunda capa de las Primeras Raíces. Ella es sencillamente la mejor.\n
	\n
	$target$ cerca de la tienda.]

// HASH_VALUE 4F53489F55D9CE62
// INDEX 8243
tryker_newb_welcome_step_5_2_b_m	[La primera vez que lo conocí fue allá abajo, en la segunda capa de las Primeras Raíces. El es sencillamente el mejor.\n
	\n
	$target$ está cerca de la tienda.]

// HASH_VALUE BC810CDB3C0DA21D
// INDEX 8244
tryker_newb_welcome_step_6_1_f	[Así que ella, $previous$ te ha enviado, no? Hemos trabajado juntos un par de ocasiones, ella sabe que yo solo vendo lo mejor...]

// HASH_VALUE FD9E1E88B084809E
// INDEX 8245
tryker_newb_welcome_step_6_1_m	[Así que ella, $previous$ te ha enviado, no? Hemos trabajado juntos en un par de ocasiones, el sabe que yo solo vendo lo mejor...]

// HASH_VALUE F01E1EC7A8C734CF
// INDEX 8246
tryker_newb_welcome_step_6_1_b	[Va a necesitar reemplazar o actualizar tu armamento y equipo a medida que vayas haciendo progresos. Los comerciantes te venderán lo que necesites a un precio razonable.]

// HASH_VALUE 4374D858B844BDD9
// INDEX 8247
