*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description
_9ADAF5F0041AAA4E	abctaea12_3	Tryker Medium Boots Plan - High Quality		a	the				Crafting plan for high quality Tryker medium boots.
_B92A8A0BABDAB27B	abctaea13_3	Tryker Medium Gloves Plan - High Quality		a	the				Crafting plan for high quality Tryker medium gloves.
_5AFA29E4881AAA4E	abctaea14_3	Tryker Medium Pants Plan - High Quality		a	the				Crafting plan for high quality Tryker medium pants.
_7D1EA4980DCE37F0	abctaea15_3	Tryker Medium Sleeves Plan - High Quality		a	the				Crafting plan for high quality Tryker medium sleeves.
_50C22599C1B9029B	abctaea16_3	Tryker Medium Vest Plan - High Quality		a	the				Crafting plan for high quality Tryker medium vests.
_3C4660141A0E1FC1	abczaea17_3	Zoraï Caster Boots Plan - High Quality		a	the				Crafting plan for high quality Zoraï caster boots.
_6A09AA5E9C85A2AD	abczaea18_3	Zoraï Caster Gloves Plan - High Quality		a	the				Crafting plan for high quality Zoraï caster gloves.
_3C466015570F57C1	abczaea19_3	Zoraï Caster Pants Plan - High Quality		a	the				Crafting plan for high quality Zoraï caster pants.
_B76F0B5EB4794A07	abczaea20_3	Zoraï Caster Sleeves Plan - High Quality		a	the				Crafting plan for high quality Zoraï caster sleeves.
_1E9BAAADCA7E15E5	abczaea21_3	Zoraï Caster Vest Plan - High Quality		a	the				Crafting plan for high quality Zoraï caster vests.
_F61DBA87CE5E5D49	abczaea01_3	Zoraï Heavy Boots Plan - High Quality		a	the				Crafting plan for high quality Zoraï heavy boots.
_ADA7E4F9DFFEE496	abczaea02_3	Zoraï Heavy Gloves Plan - High Quality		a	the				Crafting plan for high quality Zoraï heavy gloves.
_ADB7E8F1DD5ECC97	abczaea03_3	Zoraï Heavy Helmet Plan - High Quality		a	the				Crafting plan for high quality Zoraï heavy helmets.
_F61DBA8ACE3EED65	abczaea04_3	Zoraï Heavy Pants Plan - High Quality		a	the				Crafting plan for high quality Zoraï heavy pants.
_56299A471D9AEDF4	abczaea05_3	Zoraï Heavy Sleeves Plan - High Quality		a	the				Crafting plan for high quality Zoraï heavy sleeves.
_272DA6F4D13C11B4	abczaea06_3	Zoraï Heavy Vest Plan - High Quality		a	the				Crafting plan for high quality Zoraï heavy vests.
_F67D4A99D0DE5D49	abczaea07_3	Zoraï Light Boots Plan - High Quality		a	the				Crafting plan for high quality Zoraï light boots.
_6C76C409E13EE496	abczaea08_3	Zoraï Light Gloves Plan - High Quality		a	the				Crafting plan for high quality Zoraï light gloves.
_F67D4A9BD0BEED65	abczaea09_3	Zoraï Light Pants Plan - High Quality		a	the				Crafting plan for high quality Zoraï light pants.
_D339724C5EDAEDEF	abczaea10_3	Zoraï Light Sleeves Plan - High Quality		a	the				Crafting plan for high quality Zoraï light sleeves.
_27DD5AE793BC21B4	abczaea11_3	Zoraï Light Vest Plan - High Quality		a	the				Crafting plan for high quality Zoraï light vests.
_8EA225EB03AF712A	abczaea12_3	Zoraï Medium Boots Plan - High Quality		a	the				Crafting plan for high quality Zoraï medium boots.
_9CF962ECDE6B75CB	abczaea13_3	Zoraï Medium Gloves Plan - High Quality		a	the				Crafting plan for high quality Zoraï medium gloves.
_8EA221DE0490712A	abczaea14_3	Zoraï Medium Pants Plan - High Quality		a	the				Crafting plan for high quality Zoraï medium pants.
_F4DE5A49715E7100	abczaea15_3	Zoraï Medium Sleeves Plan - High Quality		a	the				Crafting plan for high quality Zoraï medium sleeves.
_890027B145C31CBB	abczaea16_3	Zoraï Medium Vest Plan - High Quality		a	the				Crafting plan for high quality Zoraï medium vests.
_0955A7E78B1F013D	abcfmea08_2	Fyros Mace Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros maces.
_786348337316433B	abcfmea09_2	Fyros Staff Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros staffs.
_703D0D5B8412E6ED	abcfmea06_2	Fyros Dagger Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros daggers.
_B733FC29B2E6F733	abcfmea07_2	Fyros Spear Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros spears.
_D2277783D3386581	abcfmea05_2	Fyros Axe Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros axes.
_7B435428B6F64F39	abcfmea10_2	Fyros Sword Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros swords.
_A5255EB97620EFDF	abcfmea03_2	Fyros Long Mace Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros long maces.
_CAD5C7E48B1F2145	abcfmea02_2	Fyros Pike Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros pikes.
_857E5C6AB0A39641	abcfmea01_2	Fyros Long Axe Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros long axes.
_3877C68B36F54E5F	abcfmea04_2	Fyros Long Sword Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros long swords.
_C5C5A7E10C9E053F	abcmmea08_2	Matis Mace Plan - Medium Quality		a	the				Crafting plan for medium quality Matis maces.
_34D330356D862B3D	abcmmea09_2	Matis Staff Plan - Medium Quality		a	the				Crafting plan for medium quality Matis staffs.
_2C4D15434612CEEF	abcmmea06_2	Matis Dagger Plan - Medium Quality		a	the				Crafting plan for medium quality Matis daggers.
_73A3E42BAC56DF35	abcmmea07_2	Matis Spear Plan - Medium Quality		a	the				Crafting plan for medium quality Matis spears.
_8E9777835258ED8A	abcmmea05_2	Matis Axe Plan - Medium Quality		a	the				Crafting plan for medium quality Matis axes.
_37B33C2AB066373B	abcmmea10_2	Matis Sword Plan - Medium Quality		a	the				Crafting plan for medium quality Matis swords.
_5B055EB97620BFE3	abcmmea03_2	Matis Long Mace Plan - Medium Quality		a	the				Crafting plan for medium quality Matis long maces.
_8645C7DE0C9E2547	abcmmea02_2	Matis Pike Plan - Medium Quality		a	the				Crafting plan for medium quality Matis pikes.
_C26D786AB0A37E3D	abcmmea01_2	Matis Long Axe Plan - Medium Quality		a	the				Crafting plan for medium quality Matis long axes.
_B6E7C68B36953E49	abcmmea04_2	Matis Long Sword Plan - Medium Quality		a	the				Crafting plan for medium quality Matis long swords.
_0D639C05841617EE	abctmea08_2	Tryker Mace Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker maces.
_2EEEF52DE0529547	abctmea09_2	Tryker Staff Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker staffs.
_DF6E698348AAF23D	abctmea06_2	Tryker Dagger Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker daggers.
_71ADCD381BE19144	abctmea07_2	Tryker Spear Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker spears.
_78ACEFB3E1CE7D44	abctmea05_2	Tryker Axe Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker axes.
_B1FE2532E0528D53	abctmea10_2	Tryker Sword Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker swords.
_8048D19342FCAAAD	abctmea03_2	Tryker Long Mace Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker long maces.
_0FE3A8FF869623EE	abctmea02_2	Tryker Pike Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker pikes.
_2907C63F2A5CE57B	abctmea01_2	Tryker Long Axe Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker long axes.
_C8D0B6354B72726B	abctmea04_2	Tryker Long Sword Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker long swords.
_8B9699D98B45193D	abczmea08_2	Zoraï Mace Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï maces.
_FA6B1033F01E0B3B	abczmea09_2	Zoraï Staff Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï staffs.
_119E0D5189D9AEED	abczmea06_2	Zoraï Dagger Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï daggers.
_393BC4292FEEBF33	abczmea07_2	Zoraï Spear Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï spears.
_546877FF50FF0595	abczmea05_2	Zoraï Axe Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï axes.
_FD4B1C2833FE1739	abczmea10_2	Zoraï Sword Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï swords.
_A4A75EB976AE7FDF	abczmea03_2	Zoraï Long Mace Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï long maces.
_4C16B9D68B453945	abczmea02_2	Zoraï Pike Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï pikes.
_071EAC6AB06A5033	abczmea01_2	Zoraï Long Axe Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï long axes.
_BFB8C68B55DC1655	abczmea04_2	Zoraï Long Sword Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï long swords.
_2B475EB57C829F76	abcfrea05_2	Fyros Bowpistol Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros bowpistols.
_B49D55728792FEFC	abcfrea04_2	Fyros Pistol Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros pistols.
_FCA26D98413D5F2A	abcfrea01_2	Fyros Autolauncher Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros autolaunchers.
_9AC080612DE2FA94	abcfrea02_2	Fyros Bowrifle Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros bowrifles.
_175F405EF343E690	abcfrea03_2	Fyros Launcher Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros launchers.
_FAB31C2EF566173E	abcfrea06_2	Fyros Rifle Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros rifles.
_E1275EB57C826F7A	abcmrea05_2	Matis Bowpistol Plan - Medium Quality		a	the				Crafting plan for medium quality Matis bowpistols.
_70AD5D5A4992E6FE	abcmrea04_2	Matis Pistol Plan - Medium Quality		a	the				Crafting plan for medium quality Matis pistols.
_B8126D92C2BC632C	abcmrea01_2	Matis Autolauncher Plan - Medium Quality		a	the				Crafting plan for medium quality Matis autolaunchers.
_D7AF9C612DE2E290	abcmrea02_2	Matis Bowrifle Plan - Medium Quality		a	the				Crafting plan for medium quality Matis bowrifles.
_544E5C5EF343CE8C	abcmrea03_2	Matis Launcher Plan - Medium Quality		a	the				Crafting plan for medium quality Matis launchers.
_B6230430EFD6FF40	abcmrea06_2	Matis Rifle Plan - Medium Quality		a	the				Crafting plan for medium quality Matis rifles.
_C218F5B488F3F3C4	abctrea05_2	Tryker Bowpistol Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker bowpistols.
_64BFC9894B491A49	abctrea04_2	Tryker Pistol Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker pistols.
_0840AAE87FF325DD	abctrea01_2	Tryker Autolauncher Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker autolaunchers.
_AD07764024FE2F96	abctrea02_2	Tryker Bowrifle Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker bowrifles.
_AD47C65BA03EFF8E	abctrea03_2	Tryker Launcher Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker launchers.
_6F2D092F1D429152	abctrea06_2	Tryker Rifle Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker rifles.
_2AC95EB57C102F76	abczrea05_2	Zoraï Bowpistol Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï bowpistols.
_55FE55688C59C6FC	abczrea04_2	Zoraï Pistol Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï pistols.
_7EE35F8A4163772A	abczrea01_2	Zoraï Autolauncher Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï autolaunchers.
_1C60D0612DA9B486	abczrea02_2	Zoraï Bowrifle Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï bowrifles.
_99FF905EF30AA082	abczrea03_2	Zoraï Launcher Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï launchers.
_7CBBE42E726EDF3E	abczrea06_2	Zoraï Rifle Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï rifles.
_C5691E0EA792A4CD	abcfmea08_3	Fyros Mace Plan - High Quality		a	the				Crafting plan for high quality Fyros maces.
_F21994676DF7F4AB	abcfmea09_3	Fyros Staff Plan - High Quality		a	the				Crafting plan for high quality Fyros staffs.
_F8C3796CB46C68FE	abcfmea06_3	Fyros Dagger Plan - High Quality		a	the				Crafting plan for high quality Fyros daggers.
_31D93C6BA886F4AA	abcfmea07_3	Fyros Spear Plan - High Quality		a	the				Crafting plan for high quality Fyros spears.
_E7EF58851E92E3B9	abcfmea05_3	Fyros Axe Plan - High Quality		a	the				Crafting plan for high quality Fyros axes.
_F5D9D06C6DF7F4A9	abcfmea10_3	Fyros Sword Plan - High Quality		a	the				Crafting plan for high quality Fyros swords.
_004D834C882A3746	abcfmea03_3	Fyros Long Mace Plan - High Quality		a	the				Crafting plan for high quality Fyros long maces.
_C5693E186AC3A4CD	abcfmea02_3	Fyros Pike Plan - High Quality		a	the				Crafting plan for high quality Fyros pikes.
_E4895F1323DA0DB3	abcfmea01_3	Fyros Long Axe Plan - High Quality		a	the				Crafting plan for high quality Fyros long axes.
_92AD2DE68D0B456F	abcfmea04_3	Fyros Long Sword Plan - High Quality		a	the				Crafting plan for high quality Fyros long swords.
_8708DA15A792A4C7	abcmmea08_3	Matis Mace Plan - High Quality		a	the				Crafting plan for high quality Matis maces.
_2DA9346E6DF7DCAD	abcmmea09_3	Matis Staff Plan - High Quality		a	the				Crafting plan for high quality Matis staffs.
_FBE31973B40C70E6	abcmmea06_3	Matis Dagger Plan - High Quality		a	the				Crafting plan for high quality Matis daggers.
_6C69DC72A886DCAC	abcmmea07_3	Matis Spear Plan - High Quality		a	the				Crafting plan for high quality Matis spears.
_A72F98931E92E3B9	abcmmea05_3	Matis Axe Plan - High Quality		a	the				Crafting plan for high quality Matis axes.
_306970736DF7DCAB	abcmmea10_3	Matis Sword Plan - High Quality		a	the				Crafting plan for high quality Matis swords.
_416D0B55829A3746	abcmmea03_3	Matis Long Mace Plan - High Quality		a	the				Crafting plan for high quality Matis long maces.
_8708FA1F6AC3A4C7	abcmmea02_3	Matis Pike Plan - High Quality		a	the				Crafting plan for high quality Matis pikes.
_25A9FF14A45929B3	abcmmea01_3	Matis Long Axe Plan - High Quality		a	the				Crafting plan for high quality Matis long axes.
_D36DD5D54F0B456F	abcmmea04_3	Matis Long Sword Plan - High Quality		a	the				Crafting plan for high quality Matis long swords.
_F25A502137E32DA3	abctmea08_3	Tryker Mace Plan - High Quality		a	the				Crafting plan for high quality Tryker maces.
_406434DCAD29D1E3	abctmea09_3	Tryker Staff Plan - High Quality		a	the				Crafting plan for high quality Tryker staffs.
_5CC3EA08CB64E513	abctmea06_3	Tryker Dagger Plan - High Quality		a	the				Crafting plan for high quality Tryker daggers.
_3BC368C7EC19C5F0	abctmea07_3	Tryker Spear Plan - High Quality		a	the				Crafting plan for high quality Tryker spears.
_0A698E2E4CE5B5BB	abctmea05_3	Tryker Axe Plan - High Quality		a	the				Crafting plan for high quality Tryker axes.
_80256CD6ED0901F1	abctmea10_3	Tryker Sword Plan - High Quality		a	the				Crafting plan for high quality Tryker swords.
_441C66F4C938E97B	abctmea03_3	Tryker Long Mace Plan - High Quality		a	the				Crafting plan for high quality Tryker long maces.
_F4DA7C23F8E32DA3	abctmea02_3	Tryker Pike Plan - High Quality		a	the				Crafting plan for high quality Tryker pikes.
_12503EA7C059C8CC	abctmea01_3	Tryker Long Axe Plan - High Quality		a	the				Crafting plan for high quality Tryker long axes.
_79BB927C48582F63	abctmea04_3	Tryker Long Sword Plan - High Quality		a	the				Crafting plan for high quality Tryker long swords.
_47C84622A792963B	abczmea08_3	Zoraï Mace Plan - High Quality		a	the				Crafting plan for high quality Zoraï maces.
_F15A6C7B6DBEBC27	abczmea09_3	Zoraï Staff Plan - High Quality		a	the				Crafting plan for high quality Zoraï staffs.
_7FC35180D38C6870	abczmea06_3	Zoraï Dagger Plan - High Quality		a	the				Crafting plan for high quality Zoraï daggers.
_301A147FA84DBC26	abczmea07_3	Zoraï Spear Plan - High Quality		a	the				Crafting plan for high quality Zoraï spears.
_E6EF08AD1E92E3B1	abczmea05_3	Zoraï Axe Plan - High Quality		a	the				Crafting plan for high quality Zoraï axes.
_F41AA8806DBEBC25	abczmea10_3	Zoraï Sword Plan - High Quality		a	the				Crafting plan for high quality Zoraï swords.
_82142360056B37C2	abczmea03_3	Zoraï Long Mace Plan - High Quality		a	the				Crafting plan for high quality Zoraï long maces.
_47C8662C6AC3963B	abczmea02_3	Zoraï Pike Plan - High Quality		a	the				Crafting plan for high quality Zoraï pikes.
_6689291923395D2F	abczmea01_3	Zoraï Long Axe Plan - High Quality		a	the				Crafting plan for high quality Zoraï long axes.
_33CD05F0920B45EB	abczmea04_3	Zoraï Long Sword Plan - High Quality		a	the				Crafting plan for high quality Zoraï long swords.
_8C12BFA0CB8B675B	abcfrea05_3	Fyros Bowpistol Plan - High Quality		a	the				Crafting plan for high quality Fyros bowpistols.
_7AE3DD76B6CC9010	abcfrea04_3	Fyros Pistol Plan - High Quality		a	the				Crafting plan for high quality Fyros pistols.
_38F6E8F99BEE32A8	abcfrea01_3	Fyros Autolauncher Plan - High Quality		a	the				Crafting plan for high quality Fyros autolaunchers.
_AA1D5B2275EB31AC	abcfrea02_3	Fyros Bowrifle Plan - High Quality		a	the				Crafting plan for high quality Fyros bowrifles.
_AE8E2F23704A5D97	abcfrea03_3	Fyros Launcher Plan - High Quality		a	the				Crafting plan for high quality Fyros launchers.
_74598068AAE7F4AF	abcfrea06_3	Fyros Rifle Plan - High Quality		a	the				Crafting plan for high quality Fyros rifles.
_CD3247A9C5FB675B	abcmrea05_3	Matis Bowpistol Plan - High Quality		a	the				Crafting plan for high quality Matis bowpistols.
_7D037D7DB66C98F8	abcmrea04_3	Matis Pistol Plan - High Quality		a	the				Crafting plan for high quality Matis pistols.
_FA95A4009BEE32A2	abcmrea01_3	Matis Autolauncher Plan - High Quality		a	the				Crafting plan for high quality Matis autolaunchers.
_EB3DFB23F66A4DAC	abcmrea02_3	Matis Bowrifle Plan - High Quality		a	the				Crafting plan for high quality Matis bowrifles.
_EFAECF24F1C97997	abcmrea03_3	Matis Launcher Plan - High Quality		a	the				Crafting plan for high quality Matis launchers.
_AFE9206FAAE7DCB1	abcmrea06_3	Matis Rifle Plan - High Quality		a	the				Crafting plan for high quality Matis rifles.
_1741AEFF08C865B9	abctrea05_3	Tryker Bowpistol Plan - High Quality		a	the				Crafting plan for high quality Tryker bowpistols.
_E1941A085035151A	abctrea04_3	Tryker Pistol Plan - High Quality		a	the				Crafting plan for high quality Tryker pistols.
_ABE8860469DFB385	abctrea01_3	Tryker Autolauncher Plan - High Quality		a	the				Crafting plan for high quality Tryker autolaunchers.
_615187B37F5970F6	abctrea02_3	Tryker Bowrifle Plan - High Quality		a	the				Crafting plan for high quality Tryker bowrifles.
_1D3067A2824A7C05	abctrea03_3	Tryker Launcher Plan - High Quality		a	the				Crafting plan for high quality Tryker launchers.
_3DB448CE6D19E9ED	abctrea06_3	Tryker Rifle Plan - High Quality		a	the				Crafting plan for high quality Tryker rifles.
_0ED95FB448CC67D7	abczrea05_3	Zoraï Bowpistol Plan - High Quality		a	the				Crafting plan for high quality Zoraï bowpistols.
_01E3B58AD5EC9082	abczrea04_3	Zoraï Pistol Plan - High Quality		a	the				Crafting plan for high quality Zoraï pistols.
_BA55100D9BEE2416	abczrea01_3	Zoraï Autolauncher Plan - High Quality		a	the				Crafting plan for high quality Zoraï autolaunchers.
_2C1D2528754A8128	abczrea02_3	Zoraï Bowrifle Plan - High Quality		a	the				Crafting plan for high quality Zoraï bowrifles.
_308EF92970A9AD13	abczrea03_3	Zoraï Launcher Plan - High Quality		a	the				Crafting plan for high quality Zoraï launchers.
_739A587CAAAEBC2B	abczrea06_3	Zoraï Rifle Plan - High Quality		a	the				Crafting plan for high quality Zoraï rifles.
_1F8D5994F8AFB94F	abcfsea01_2	Fyros Buckler Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros bucklers.
_F07C45640582EAFA	abcfsea02_2	Fyros Shield Plan - Medium Quality		a	the				Crafting plan for medium quality Fyros shields.
_5A1DF99BF8AFA151	abcmsea01_2	Matis Buckler Plan - Medium Quality		a	the				Crafting plan for medium quality Matis bucklers.
_AC8C4D4CC782D2FC	abcmsea02_2	Matis Shield Plan - Medium Quality		a	the				Crafting plan for medium quality Matis shields.
_DA20FC317487AEA0	abctsea01_2	Tryker Buckler Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker bucklers.
_22BEAD860BC90E33	abctsea02_2	Tryker Shield Plan - Medium Quality		a	the				Crafting plan for medium quality Tryker shields.
_1ECE31A8F87681CB	abczsea01_2	Zoraï Buckler Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï bucklers.
_91DD455A0A49B2FA	abczsea02_2	Zoraï Shield Plan - Medium Quality		a	the				Crafting plan for medium quality Zoraï shields.
_1DC7CD051866C81B	abcfsea01_3	Fyros Buckler Plan - High Quality		a	the				Crafting plan for high quality Fyros bucklers.
_F6A3AD6A767C8402	abcfsea02_3	Fyros Shield Plan - High Quality		a	the				Crafting plan for high quality Fyros shields.
_5EE76D0C97866822	abcmsea01_3	Matis Buckler Plan - High Quality		a	the				Crafting plan for high quality Matis bucklers.
_F9C34D71761C8CEA	abcmsea02_3	Matis Shield Plan - High Quality		a	the				Crafting plan for high quality Matis shields.
_1FA3AF2F6C68DE8B	abctsea01_3	Tryker Buckler Plan - High Quality		a	the				Crafting plan for high quality Tryker bucklers.
_E1A3F2FD5044ED12	abctsea02_3	Tryker Shield Plan - High Quality		a	the				Crafting plan for high quality Tryker shields.
_9FC7A5959566A0AB	abczsea01_3	Zoraï Buckler Plan - High Quality		a	the				Crafting plan for high quality Zoraï bucklers.
_7DA3857E959C8474	abczsea02_3	Zoraï Shield Plan - High Quality		a	the				Crafting plan for high quality Zoraï shields.
_DF586858C8C01F76	ABMFEPA01	Basic Extraction		a	the				
_DFE86858C8C01F76	ABFFEPA01	Basic Extraction		a	the				
_DFB86858C8C01F76	ABCFEPA01	Basic Extraction		a	the				
_8C8B94806E52A7CB	absm_balance_hp_01	Balance HP 1		a	the				Distributes the total hit points of the group among its members on a pro rata basis (with a 50% loss).
_8C8B98806E52A3CB	absm_balance_hp_02	Balance HP 2		a	the				Distributes the total hit points of the group among its members on a pro rata basis (with a 30% loss).
_8C8B9C806EA29FCB	absm_balance_hp_03	Balance HP 3		a	the				Distributes the total hit points of the group among its members on a pro rata basis (with a 15% loss).
_904F6FD94B15881F	absm_balance_hp_04	Balance HP 4		a	the				Distributes the total hit points of the group among its members on a pro rata basis (without any loss).
_AAF2E4691BEBC9B8	absf_berserk_01	Berserker 1		a	the				Increases the damage you can inflict but makes you lose hit points over time.
_AAF2E8691BFBC9B8	absf_berserk_02	Berserker 2		a	the				Increases the damage you can inflict but makes you lose hit points over time.
_AAF2EC691B0BC9B8	absf_berserk_03	Berserker 3		a	the				Increases the damage you can inflict but makes you lose hit points over time.
_AAF2F0691B1BC9B8	absf_berserk_04	Berserker 4		a	the				Increases the damage you can inflict but makes you lose hit points over time.
_AAF2F4691B2BC9B8	absf_berserk_05	Berserker 5		a	the				Increases the damage you can inflict but makes you lose hit points over time.
_AAF2F8691B3BC9B8	absf_berserk_06	Berserker 6		a	the				Increases the damage you can inflict but makes you lose hit points over time.
_AAF2FC691B4BC9B8	absf_berserk_07	Berserker 7		a	the				Increases the damage you can inflict but makes you lose hit points over time.
_AAF200691B5BC9B8	absf_berserk_08	Berserker 8		a	the				Increases the damage you can inflict but makes you lose hit points over time.
_563D4505956EF722	absf_war_cry_01	War Cry 1		a	the				Increases the damage that you and nearby teammates can inflict.
_563D4505D57EF722	absf_war_cry_02	War Cry 2		a	the				Increases the damage that you and nearby teammates can inflict.
_563D4505158EF722	absf_war_cry_03	War Cry 3		a	the				Increases the damage that you and nearby teammates can inflict.
_563D4505569EF722	absf_war_cry_04	War Cry 4		a	the				Increases the damage that you and nearby teammates can inflict.
_563D450596AEF722	absf_war_cry_05	War Cry 5		a	the				Increases the damage that you and nearby teammates can inflict.
_BF9134EA841F0324	abfcf01	Wear Out Weapon Credit 1		a	the				Gives a combat credit stanza which causes your equipped weapon to wear out more quickly..
_BF9134EA843F0324	abfcf02	Wear Out Weapon Credit 2		a	the				Gives a combat credit stanza which causes your equipped weapon to wear out more quickly..
_BF9134EA845F0324	abfcf03	Wear Out Weapon Credit 3		a	the				Gives a combat credit stanza which causes your equipped weapon to wear out more quickly..
_BF9134EA847F0324	abfcf04	Wear Out Weapon Credit 4		a	the				Gives a combat credit stanza which causes your equipped weapon to wear out more quickly..
_BF9134EA849F0324	abfcf05	Wear Out Weapon Credit 5		a	the				Gives a combat credit stanza which causes your equipped weapon to wear out more quickly..
_BF9134EA84BF0324	abfcf06	Wear Out Weapon Credit 6		a	the				Gives a combat credit stanza which causes your equipped weapon to wear out more quickly..
_BF9134EA84DF0324	abfcf07	Wear Out Weapon Credit 7		a	the				Gives a combat credit stanza which causes your equipped weapon to wear out more quickly..
_BF9134EA84FF0324	abfcf08	Wear Out Weapon Credit 8		a	the				Gives a combat credit stanza which causes your equipped weapon to wear out more quickly..
_BF9134EA841F0324	abfcf09	Wear Out Weapon Credit 9		a	the				Gives a combat credit stanza which causes your equipped weapon to wear out more quickly..
_58E9B7B819683946	abfcf10	Wear Out Weapon Credit 10		a	the				Gives a combat credit stanza which causes your equipped weapon to wear out more quickly..
_58E9B7B859783946	abfcf11	Wear Out Weapon Credit 11		a	the				Gives a combat credit stanza which causes your equipped weapon to wear out more quickly..
_D782C57C5C1F8633	abfob02	Feint Option		a	the				Gives a feint option stanza and a 'hit after feint' combat credit stanza.
_0689B917D9262EFD	abfcg02	Hit after Feint Credit 2		a	the				Gives a 'hit after feint' combat credit stanza.
_0689B917D9462EFD	abfcg03	Hit after Feint Credit 3		a	the				Gives a 'hit after feint' combat credit stanza.
_0689B917D9662EFD	abfcg04	Hit after Feint Credit 4		a	the				Gives a 'hit after feint' combat credit stanza.
_0689B917D9862EFD	abfcg05	Hit after Feint Credit 5		a	the				Gives a 'hit after feint' combat credit stanza.
_0689B917D9A62EFD	abfcg06	Hit after Feint Credit 6		a	the				Gives a 'hit after feint' combat credit stanza.
_0689B917D9C62EFD	abfcg07	Hit after Feint Credit 7		a	the				Gives a 'hit after feint' combat credit stanza.
_0689B917D9E62EFD	abfcg08	Hit after Feint Credit 8		a	the				Gives a 'hit after feint' combat credit stanza.
_0689B917D9062EFD	abfcg09	Hit after Feint Credit 9		a	the				Gives a 'hit after feint' combat credit stanza.
_D1868168AE1ACD47	abfmg01	Ignore Armor 1		an	the				Allows you to do damage as if your enemy were not wearing armor.
_D1868168AE2ACD48	abfmg02	Ignore Armor 2		an	the				Allows you to do damage as if your enemy were not wearing armor.
_D1868168AE3ACD49	abfmg03	Ignore Armor 3		an	the				Allows you to do damage as if your enemy were not wearing armor.
_D1868168AE4ACD4A	abfmg04	Ignore Armor 4		an	the				Allows you to do damage as if your enemy were not wearing armor.
_D1868168AE5ACD4B	abfmg05	Ignore Armor 5		an	the				Allows you to do damage as if your enemy were not wearing armor.
_D1868168AE6ACD4C	abfmg06	Ignore Armor 6		an	the				Allows you to do damage as if your enemy were not wearing armor.
_D1868168AE7ACD4D	abfmg07	Ignore Armor 7		an	the				Allows you to do damage as if your enemy were not wearing armor.
_D1868168AE8ACD4E	abfmg08	Ignore Armor 8		an	the				Allows you to do damage as if your enemy were not wearing armor.
_D1868168AE9ACD4F	abfmg09	Ignore Armor 9		an	the				Allows you to do damage as if your enemy were not wearing armor.
_149BD03AC25A314E	abfmg10	Ignore Armor 10		an	the				Allows you to do damage as if your enemy were not wearing armor.
_149BD03AC26A354E	abfmg11	Ignore Armor 11		an	the				Allows you to do damage as if your enemy were not wearing armor.
